stack_id,split,final_test_pass,final_test_fail,defect_type,defect_stage,label_available_time_utc,reliability_pass,reliability_sampled
S003280,train,1,0,none,none,2025-01-30T04:50:00Z,,0
S003281,train,1,0,none,none,2025-01-30T05:00:00Z,,0
S003282,train,1,0,none,none,2025-01-30T05:10:00Z,,0
S003283,train,1,0,none,none,2025-01-30T05:20:00Z,,0
S003284,train,1,0,none,none,2025-01-30T05:30:00Z,,0
S003285,train,1,0,none,none,2025-01-30T05:40:00Z,,0
S003286,train,1,0,none,none,2025-01-30T05:50:00Z,,0
S003287,train,1,0,none,none,2025-01-30T06:00:00Z,,0
S003288,train,1,0,none,none,2025-01-30T06:10:00Z,,0
S003289,train,1,0,none,none,2025-01-30T06:20:00Z,,0
S003290,train,1,0,none,none,2025-01-30T06:30:00Z,1,1
S003291,train,1,0,none,none,2025-01-30T06:40:00Z,,0
S003292,train,1,0,none,none,2025-01-30T06:50:00Z,,0
S003293,train,1,0,none,none,2025-01-30T07:00:00Z,,0
S003294,train,1,0,none,none,2025-01-30T07:10:00Z,,0
S003295,train,1,0,none,none,2025-01-30T03:40:00Z,,0
S003296,train,1,0,none,none,2025-01-30T03:50:00Z,,0
S003297,train,1,0,none,none,2025-01-30T04:00:00Z,,0
S003298,train,1,0,none,none,2025-01-30T04:10:00Z,,0
S003299,train,1,0,none,none,2025-01-30T04:20:00Z,,0
S003300,train,1,0,none,none,2025-01-30T04:30:00Z,,0
S003301,train,1,0,none,none,2025-01-30T04:40:00Z,1,1
S003302,train,1,0,none,none,2025-01-30T04:50:00Z,,0
S003303,train,1,0,none,none,2025-01-30T05:00:00Z,,0
S003304,train,1,0,none,none,2025-01-30T05:10:00Z,,0
S003305,train,1,0,none,none,2025-01-30T05:20:00Z,,0
S003306,train,1,0,none,none,2025-01-30T05:30:00Z,,0
S003307,train,1,0,none,none,2025-01-30T05:40:00Z,,0
S003308,train,1,0,none,none,2025-01-30T05:50:00Z,,0
S003309,train,1,0,none,none,2025-01-30T06:00:00Z,,0
S003310,train,1,0,none,none,2025-01-30T06:10:00Z,1,1
S003311,train,1,0,none,none,2025-01-30T06:20:00Z,,0
S003312,train,1,0,none,none,2025-01-30T06:30:00Z,,0
S003313,train,1,0,none,none,2025-01-30T06:40:00Z,,0
S003314,train,1,0,none,none,2025-01-30T06:50:00Z,,0
S003315,train,1,0,none,none,2025-01-30T07:00:00Z,,0
S003316,train,1,0,none,none,2025-01-30T07:10:00Z,,0
S003317,train,1,0,none,none,2025-01-30T07:20:00Z,1,1
S003318,train,1,0,none,none,2025-01-30T07:30:00Z,,0
S003319,train,1,0,none,none,2025-01-30T07:40:00Z,,0
S003320,train,1,0,none,none,2025-01-30T07:50:00Z,,0
S003321,train,1,0,none,none,2025-01-30T08:00:00Z,,0
S003322,train,1,0,none,none,2025-01-30T08:10:00Z,,0
S003323,train,1,0,none,none,2025-01-30T08:20:00Z,,0
S003324,train,1,0,none,none,2025-01-30T08:30:00Z,,0
S003325,train,1,0,none,none,2025-01-30T08:40:00Z,,0
S003326,train,1,0,none,none,2025-01-30T08:50:00Z,,0
S003327,train,1,0,none,none,2025-01-30T09:00:00Z,,0
S003328,train,1,0,none,none,2025-01-30T09:10:00Z,1,1
S003329,train,0,1,delamination,molding,2025-01-30T09:20:00Z,,0
S003330,train,1,0,none,none,2025-01-30T09:30:00Z,,0
S003331,train,1,0,none,none,2025-01-30T09:40:00Z,1,1
S003332,train,1,0,none,none,2025-01-30T09:50:00Z,1,1
S003333,train,1,0,none,none,2025-01-30T10:00:00Z,,0
S003334,train,1,0,none,none,2025-01-30T10:10:00Z,1,1
S003335,train,1,0,none,none,2025-01-30T10:20:00Z,,0
S003336,train,1,0,none,none,2025-01-30T10:30:00Z,,0
S003337,train,1,0,none,none,2025-01-30T10:40:00Z,,0
S003338,train,1,0,none,none,2025-01-30T10:50:00Z,,0
S003339,train,1,0,none,none,2025-01-30T11:00:00Z,,0
S003340,train,1,0,none,none,2025-01-30T11:10:00Z,,0
S003341,train,1,0,none,none,2025-01-30T11:20:00Z,,0
S003342,train,1,0,none,none,2025-01-30T11:30:00Z,1,1
S003343,train,1,0,none,none,2025-01-30T11:40:00Z,1,1
S003344,train,1,0,none,none,2025-01-30T11:50:00Z,,0
S003345,train,1,0,none,none,2025-01-30T12:00:00Z,1,1
S003346,train,1,0,none,none,2025-01-30T12:10:00Z,,0
S003347,train,1,0,none,none,2025-01-30T12:20:00Z,,0
S003348,train,1,0,none,none,2025-01-30T12:30:00Z,,0
S003349,train,1,0,none,none,2025-01-30T12:40:00Z,,0
S003350,train,1,0,none,none,2025-01-30T12:50:00Z,,0
S003351,train,1,0,none,none,2025-01-30T13:00:00Z,,0
S003352,train,1,0,none,none,2025-01-30T13:10:00Z,1,1
S003353,train,1,0,none,none,2025-01-30T13:20:00Z,,0
S003354,train,1,0,none,none,2025-01-30T13:30:00Z,,0
S003355,train,1,0,none,none,2025-01-30T13:40:00Z,,0
S003356,train,1,0,none,none,2025-01-30T13:50:00Z,,0
S003357,train,1,0,none,none,2025-01-30T14:00:00Z,,0
S003358,train,1,0,none,none,2025-01-30T14:10:00Z,1,1
S003359,train,1,0,none,none,2025-01-30T14:20:00Z,,0
S003360,train,1,0,none,none,2025-01-30T14:30:00Z,,0
S003361,train,1,0,none,none,2025-01-30T14:40:00Z,,0
S003362,train,1,0,none,none,2025-01-30T14:50:00Z,,0
S003363,train,1,0,none,none,2025-01-30T15:00:00Z,1,1
S003364,train,1,0,none,none,2025-01-30T15:10:00Z,,0
S003365,train,1,0,none,none,2025-01-30T15:20:00Z,,0
S003366,train,1,0,none,none,2025-01-30T15:30:00Z,,0
S003367,train,1,0,none,none,2025-01-30T15:40:00Z,1,1
S003368,train,1,0,none,none,2025-01-30T15:50:00Z,,0
S003369,train,1,0,none,none,2025-01-30T16:00:00Z,,0
S003370,train,1,0,none,none,2025-01-30T16:10:00Z,,0
S003371,train,1,0,none,none,2025-01-30T16:20:00Z,,0
S003372,train,1,0,none,none,2025-01-30T16:30:00Z,0,1
S003373,train,1,0,none,none,2025-01-30T16:40:00Z,,0
S003374,train,1,0,none,none,2025-01-30T16:50:00Z,,0
S003375,train,1,0,none,none,2025-01-30T17:00:00Z,1,1
S003376,train,1,0,none,none,2025-01-30T17:10:00Z,1,1
S003377,train,1,0,none,none,2025-01-30T17:20:00Z,,0
S003378,train,1,0,none,none,2025-01-30T17:30:00Z,,0
S003379,train,1,0,none,none,2025-01-30T17:40:00Z,,0
S003380,train,1,0,none,none,2025-01-30T17:50:00Z,,0
S003381,train,1,0,none,none,2025-01-30T18:00:00Z,1,1
S003382,train,1,0,none,none,2025-01-30T18:10:00Z,,0
S003383,train,1,0,none,none,2025-01-30T18:20:00Z,,0
S003384,train,1,0,none,none,2025-01-30T18:30:00Z,,0
S003385,train,1,0,none,none,2025-01-30T18:40:00Z,,0
S003386,train,1,0,none,none,2025-01-30T18:50:00Z,,0
S003387,train,1,0,none,none,2025-01-30T19:00:00Z,,0
S003388,train,1,0,none,none,2025-01-30T19:10:00Z,,0
S003389,train,1,0,none,none,2025-01-30T15:40:00Z,,0
S003390,train,1,0,none,none,2025-01-30T15:50:00Z,1,1
S003391,train,1,0,none,none,2025-01-30T16:00:00Z,,0
S003392,train,1,0,none,none,2025-01-30T16:10:00Z,,0
S003393,train,1,0,none,none,2025-01-30T16:20:00Z,,0
S003394,train,1,0,none,none,2025-01-30T16:30:00Z,,0
S003395,train,1,0,none,none,2025-01-30T16:40:00Z,,0
S003396,train,1,0,none,none,2025-01-30T16:50:00Z,,0
S003397,train,1,0,none,none,2025-01-30T17:00:00Z,,0
S003398,train,1,0,none,none,2025-01-30T17:10:00Z,,0
S003399,train,1,0,none,none,2025-01-30T17:20:00Z,,0
S003400,train,1,0,none,none,2025-01-30T17:30:00Z,,0
S003401,train,1,0,none,none,2025-01-30T17:40:00Z,,0
S003402,train,1,0,none,none,2025-01-30T17:50:00Z,,0
S003403,train,1,0,none,none,2025-01-30T18:00:00Z,,0
S003404,train,1,0,none,none,2025-01-30T18:10:00Z,,0
S003405,train,1,0,none,none,2025-01-30T18:20:00Z,,0
S003406,train,1,0,none,none,2025-01-30T18:30:00Z,,0
S003407,train,1,0,none,none,2025-01-30T18:40:00Z,,0
S003408,train,1,0,none,none,2025-01-30T18:50:00Z,,0
S003409,train,1,0,none,none,2025-01-30T19:00:00Z,,0
S003410,train,1,0,none,none,2025-01-30T19:10:00Z,,0
S003411,train,1,0,none,none,2025-01-30T19:20:00Z,,0
S003412,train,1,0,none,none,2025-01-30T19:30:00Z,,0
S003413,train,1,0,none,none,2025-01-30T19:40:00Z,,0
S003414,train,1,0,none,none,2025-01-30T19:50:00Z,,0
S003415,train,1,0,none,none,2025-01-30T20:00:00Z,,0
S003416,train,1,0,none,none,2025-01-30T20:10:00Z,,0
S003417,train,1,0,none,none,2025-01-30T20:20:00Z,,0
S003418,train,1,0,none,none,2025-01-30T20:30:00Z,,0
S003419,train,1,0,none,none,2025-01-30T20:40:00Z,,0
S003420,train,1,0,none,none,2025-01-30T20:50:00Z,1,1
S003421,train,1,0,none,none,2025-01-30T21:00:00Z,,0
S003422,train,1,0,none,none,2025-01-30T21:10:00Z,,0
S003423,train,1,0,none,none,2025-01-30T21:20:00Z,,0
S003424,train,1,0,none,none,2025-01-30T21:30:00Z,,0
S003425,train,1,0,none,none,2025-01-30T21:40:00Z,,0
S003426,train,1,0,none,none,2025-01-30T21:50:00Z,,0
S003427,train,1,0,none,none,2025-01-30T22:00:00Z,,0
S003428,train,1,0,none,none,2025-01-30T22:10:00Z,,0
S003429,train,1,0,none,none,2025-01-30T22:20:00Z,1,1
S003430,train,1,0,none,none,2025-01-30T22:30:00Z,,0
S003431,train,1,0,none,none,2025-01-30T22:40:00Z,,0
S003432,train,1,0,none,none,2025-01-30T22:50:00Z,,0
S003433,train,1,0,none,none,2025-01-30T23:00:00Z,,0
S003434,train,1,0,none,none,2025-01-30T23:10:00Z,,0
S003435,train,1,0,none,none,2025-01-30T23:20:00Z,1,1
S003436,train,1,0,none,none,2025-01-30T23:30:00Z,,0
S003437,train,1,0,none,none,2025-01-30T23:40:00Z,1,1
S003438,train,1,0,none,none,2025-01-30T23:50:00Z,1,1
S003439,train,1,0,none,none,2025-01-31T00:00:00Z,,0
S003440,train,1,0,none,none,2025-01-31T00:10:00Z,,0
S003441,train,0,1,tsv_open_short,tsv_or_interconnect,2025-01-31T00:20:00Z,,0
S003442,train,1,0,none,none,2025-01-31T00:30:00Z,,0
S003443,train,1,0,none,none,2025-01-31T00:40:00Z,,0
S003444,train,1,0,none,none,2025-01-31T00:50:00Z,,0
S003445,train,1,0,none,none,2025-01-31T01:00:00Z,,0
S003446,train,1,0,none,none,2025-01-31T01:10:00Z,1,1
S003447,train,1,0,none,none,2025-01-31T01:20:00Z,,0
S003448,train,1,0,none,none,2025-01-31T01:30:00Z,,0
S003449,train,1,0,none,none,2025-01-31T01:40:00Z,,0
S003450,train,1,0,none,none,2025-01-31T01:50:00Z,,0
S003451,train,1,0,none,none,2025-01-31T02:00:00Z,,0
S003452,train,1,0,none,none,2025-01-31T02:10:00Z,,0
S003453,train,1,0,none,none,2025-01-31T02:20:00Z,,0
S003454,train,1,0,none,none,2025-01-31T02:30:00Z,,0
S003455,train,1,0,none,none,2025-01-31T02:40:00Z,1,1
S003456,train,1,0,none,none,2025-01-31T02:50:00Z,,0
S003457,train,1,0,none,none,2025-01-31T03:00:00Z,,0
S003458,train,1,0,none,none,2025-01-31T03:10:00Z,,0
S003459,train,0,1,underfill_void,molding,2025-01-31T03:20:00Z,,0
S003460,train,1,0,none,none,2025-01-31T03:30:00Z,,0
S003461,train,1,0,none,none,2025-01-31T03:40:00Z,,0
S003462,train,1,0,none,none,2025-01-31T03:50:00Z,1,1
S003463,train,1,0,none,none,2025-01-31T04:00:00Z,,0
S003464,train,1,0,none,none,2025-01-31T04:10:00Z,1,1
S003465,train,1,0,none,none,2025-01-31T04:20:00Z,,0
S003466,train,1,0,none,none,2025-01-31T04:30:00Z,,0
S003467,train,1,0,none,none,2025-01-31T04:40:00Z,1,1
S003468,train,1,0,none,none,2025-01-31T04:50:00Z,,0
S003469,train,1,0,none,none,2025-01-31T05:00:00Z,,0
S003470,train,1,0,none,none,2025-01-31T05:10:00Z,,0
S003471,train,0,1,dram_electrical,dram_or_base,2025-01-31T05:20:00Z,,0
S003472,train,1,0,none,none,2025-01-31T05:30:00Z,,0
S003473,train,1,0,none,none,2025-01-31T05:40:00Z,1,1
S003474,train,1,0,none,none,2025-01-31T05:50:00Z,,0
S003475,train,1,0,none,none,2025-01-31T06:00:00Z,,0
S003476,train,1,0,none,none,2025-01-31T06:10:00Z,,0
S003477,train,1,0,none,none,2025-01-31T06:20:00Z,,0
S003478,train,0,1,tsv_open_short,tsv_or_interconnect,2025-01-31T06:30:00Z,,0
S003479,train,1,0,none,none,2025-01-31T06:40:00Z,1,1
S003480,train,1,0,none,none,2025-01-31T06:50:00Z,,0
S003481,train,1,0,none,none,2025-01-31T07:00:00Z,1,1
S003482,train,1,0,none,none,2025-01-31T07:10:00Z,,0
S003483,train,1,0,none,none,2025-01-31T07:20:00Z,,0
S003484,train,1,0,none,none,2025-01-31T03:40:00Z,1,1
S003485,train,1,0,none,none,2025-01-31T03:50:00Z,,0
S003486,train,1,0,none,none,2025-01-31T04:00:00Z,1,1
S003487,train,1,0,none,none,2025-01-31T04:10:00Z,,0
S003488,train,1,0,none,none,2025-01-31T04:20:00Z,,0
S003489,train,1,0,none,none,2025-01-31T04:30:00Z,,0
S003490,train,1,0,none,none,2025-01-31T04:40:00Z,,0
S003491,train,1,0,none,none,2025-01-31T04:50:00Z,,0
S003492,train,1,0,none,none,2025-01-31T05:00:00Z,1,1
S003493,train,1,0,none,none,2025-01-31T05:10:00Z,,0
S003494,train,1,0,none,none,2025-01-31T05:20:00Z,,0
S003495,train,1,0,none,none,2025-01-31T05:30:00Z,,0
S003496,train,1,0,none,none,2025-01-31T05:40:00Z,,0
S003497,train,1,0,none,none,2025-01-31T05:50:00Z,,0
S003498,train,1,0,none,none,2025-01-31T06:00:00Z,,0
S003499,train,1,0,none,none,2025-01-31T06:10:00Z,,0
S003500,train,1,0,none,none,2025-01-31T06:20:00Z,1,1
S003501,train,1,0,none,none,2025-01-31T06:30:00Z,0,1
S003502,train,1,0,none,none,2025-01-31T06:40:00Z,,0
S003503,train,1,0,none,none,2025-01-31T06:50:00Z,,0
S003504,train,1,0,none,none,2025-01-31T07:00:00Z,1,1
S003505,train,1,0,none,none,2025-01-31T07:10:00Z,,0
S003506,train,1,0,none,none,2025-01-31T07:20:00Z,0,1
S003507,train,1,0,none,none,2025-01-31T07:30:00Z,1,1
S003508,train,1,0,none,none,2025-01-31T07:40:00Z,,0
S003509,train,0,1,delamination,molding,2025-01-31T07:50:00Z,,0
S003510,train,1,0,none,none,2025-01-31T08:00:00Z,1,1
S003511,train,1,0,none,none,2025-01-31T08:10:00Z,1,1
S003512,train,1,0,none,none,2025-01-31T08:20:00Z,,0
S003513,train,1,0,none,none,2025-01-31T08:30:00Z,,0
S003514,train,1,0,none,none,2025-01-31T08:40:00Z,,0
S003515,train,1,0,none,none,2025-01-31T08:50:00Z,,0
S003516,train,1,0,none,none,2025-01-31T09:00:00Z,,0
S003517,train,1,0,none,none,2025-01-31T09:10:00Z,,0
S003518,train,1,0,none,none,2025-01-31T09:20:00Z,,0
S003519,train,1,0,none,none,2025-01-31T09:30:00Z,,0
S003520,train,1,0,none,none,2025-01-31T09:40:00Z,1,1
S003521,train,0,1,microbump_open_bridge,reflow,2025-01-31T09:50:00Z,,0
S003522,train,1,0,none,none,2025-01-31T10:00:00Z,,0
S003523,train,1,0,none,none,2025-01-31T10:10:00Z,,0
S003524,train,1,0,none,none,2025-01-31T10:20:00Z,,0
S003525,train,1,0,none,none,2025-01-31T10:30:00Z,,0
S003526,train,1,0,none,none,2025-01-31T10:40:00Z,,0
S003527,train,1,0,none,none,2025-01-31T10:50:00Z,,0
S003528,train,1,0,none,none,2025-01-31T11:00:00Z,,0
S003529,train,1,0,none,none,2025-01-31T11:10:00Z,,0
S003530,train,1,0,none,none,2025-01-31T11:20:00Z,,0
S003531,train,1,0,none,none,2025-01-31T11:30:00Z,,0
S003532,train,1,0,none,none,2025-01-31T11:40:00Z,1,1
S003533,train,1,0,none,none,2025-01-31T11:50:00Z,,0
S003534,train,1,0,none,none,2025-01-31T12:00:00Z,,0
S003535,train,1,0,none,none,2025-01-31T12:10:00Z,,0
S003536,train,0,1,tsv_open_short,tsv_or_interconnect,2025-01-31T12:20:00Z,,0
S003537,train,1,0,none,none,2025-01-31T12:30:00Z,,0
S003538,train,1,0,none,none,2025-01-31T12:40:00Z,,0
S003539,train,1,0,none,none,2025-01-31T12:50:00Z,,0
S003540,train,1,0,none,none,2025-01-31T13:00:00Z,,0
S003541,train,1,0,none,none,2025-01-31T13:10:00Z,1,1
S003542,train,1,0,none,none,2025-01-31T13:20:00Z,1,1
S003543,train,1,0,none,none,2025-01-31T13:30:00Z,,0
S003544,train,1,0,none,none,2025-01-31T13:40:00Z,,0
S003545,train,1,0,none,none,2025-01-31T13:50:00Z,,0
S003546,train,1,0,none,none,2025-01-31T14:00:00Z,,0
S003547,train,1,0,none,none,2025-01-31T14:10:00Z,,0
S003548,train,1,0,none,none,2025-01-31T14:20:00Z,,0
S003549,train,1,0,none,none,2025-01-31T14:30:00Z,1,1
S003550,train,1,0,none,none,2025-01-31T14:40:00Z,,0
S003551,train,1,0,none,none,2025-01-31T14:50:00Z,,0
S003552,train,1,0,none,none,2025-01-31T15:00:00Z,,0
S003553,train,1,0,none,none,2025-01-31T15:10:00Z,1,1
S003554,train,1,0,none,none,2025-01-31T15:20:00Z,,0
S003555,train,0,1,warpage,assembly,2025-01-31T15:30:00Z,,0
S003556,train,1,0,none,none,2025-01-31T15:40:00Z,,0
S003557,train,1,0,none,none,2025-01-31T15:50:00Z,,0
S003558,train,1,0,none,none,2025-01-31T16:00:00Z,1,1
S003559,train,1,0,none,none,2025-01-31T16:10:00Z,,0
S003560,train,1,0,none,none,2025-01-31T16:20:00Z,,0
S003561,train,1,0,none,none,2025-01-31T16:30:00Z,1,1
S003562,train,1,0,none,none,2025-01-31T16:40:00Z,,0
S003563,train,1,0,none,none,2025-01-31T16:50:00Z,1,1
S003564,train,1,0,none,none,2025-01-31T17:00:00Z,,0
S003565,train,1,0,none,none,2025-01-31T17:10:00Z,1,1
S003566,train,1,0,none,none,2025-01-31T17:20:00Z,,0
S003567,train,1,0,none,none,2025-01-31T17:30:00Z,,0
S003568,train,1,0,none,none,2025-01-31T17:40:00Z,1,1
S003569,train,1,0,none,none,2025-01-31T17:50:00Z,,0
S003570,train,1,0,none,none,2025-01-31T18:00:00Z,,0
S003571,train,1,0,none,none,2025-01-31T18:10:00Z,,0
S003572,train,1,0,none,none,2025-01-31T18:20:00Z,,0
S003573,train,1,0,none,none,2025-01-31T18:30:00Z,,0
S003574,train,1,0,none,none,2025-01-31T18:40:00Z,,0
S003575,train,1,0,none,none,2025-01-31T18:50:00Z,,0
S003576,train,1,0,none,none,2025-01-31T19:00:00Z,,0
S003577,train,1,0,none,none,2025-01-31T19:10:00Z,,0
S003578,train,1,0,none,none,2025-01-31T19:20:00Z,,0
S003579,train,1,0,none,none,2025-01-31T19:30:00Z,,0
S003580,train,1,0,none,none,2025-01-31T15:40:00Z,1,1
S003581,train,1,0,none,none,2025-01-31T15:50:00Z,,0
S003582,train,1,0,none,none,2025-01-31T16:00:00Z,,0
S003583,train,1,0,none,none,2025-01-31T16:10:00Z,,0
S003584,train,0,1,delamination,molding,2025-01-31T16:20:00Z,,0
S003585,train,1,0,none,none,2025-01-31T16:30:00Z,1,1
S003586,train,1,0,none,none,2025-01-31T16:40:00Z,,0
S003587,train,1,0,none,none,2025-01-31T16:50:00Z,1,1
S003588,train,1,0,none,none,2025-01-31T17:00:00Z,0,1
S003589,train,1,0,none,none,2025-01-31T17:10:00Z,,0
S003590,train,1,0,none,none,2025-01-31T17:20:00Z,,0
S003591,train,1,0,none,none,2025-01-31T17:30:00Z,,0
S003592,train,1,0,none,none,2025-01-31T17:40:00Z,,0
S003593,train,1,0,none,none,2025-01-31T17:50:00Z,1,1
S003594,train,1,0,none,none,2025-01-31T18:00:00Z,,0
S003595,train,0,1,microbump_open_bridge,reflow,2025-01-31T18:10:00Z,,0
S003596,train,1,0,none,none,2025-01-31T18:20:00Z,,0
S003597,train,1,0,none,none,2025-01-31T18:30:00Z,,0
S003598,train,1,0,none,none,2025-01-31T18:40:00Z,,0
S003599,train,1,0,none,none,2025-01-31T18:50:00Z,,0
S003600,train,1,0,none,none,2025-01-31T19:00:00Z,,0
S003601,train,1,0,none,none,2025-01-31T19:10:00Z,1,1
S003602,train,1,0,none,none,2025-01-31T19:20:00Z,,0
S003603,train,1,0,none,none,2025-01-31T19:30:00Z,1,1
S003604,train,1,0,none,none,2025-01-31T19:40:00Z,1,1
S003605,train,1,0,none,none,2025-01-31T19:50:00Z,,0
S003606,train,1,0,none,none,2025-01-31T20:00:00Z,,0
S003607,train,0,1,underfill_void,molding,2025-01-31T20:10:00Z,,0
S003608,train,1,0,none,none,2025-01-31T20:20:00Z,,0
S003609,train,1,0,none,none,2025-01-31T20:30:00Z,,0
S003610,train,1,0,none,none,2025-01-31T20:40:00Z,,0
S003611,train,0,1,underfill_void,molding,2025-01-31T20:50:00Z,,0
S003612,train,1,0,none,none,2025-01-31T21:00:00Z,,0
S003613,train,1,0,none,none,2025-01-31T21:10:00Z,1,1
S003614,train,1,0,none,none,2025-01-31T21:20:00Z,,0
S003615,train,1,0,none,none,2025-01-31T21:30:00Z,,0
S003616,train,0,1,microbump_open_bridge,reflow,2025-01-31T21:40:00Z,,0
S003617,train,1,0,none,none,2025-01-31T21:50:00Z,,0
S003618,train,1,0,none,none,2025-01-31T22:00:00Z,,0
S003619,train,1,0,none,none,2025-01-31T22:10:00Z,,0
S003620,train,1,0,none,none,2025-01-31T22:20:00Z,1,1
S003621,train,1,0,none,none,2025-01-31T22:30:00Z,,0
S003622,train,1,0,none,none,2025-01-31T22:40:00Z,,0
S003623,train,1,0,none,none,2025-01-31T22:50:00Z,1,1
S003624,train,1,0,none,none,2025-01-31T23:00:00Z,,0
S003625,train,1,0,none,none,2025-01-31T23:10:00Z,1,1
S003626,train,1,0,none,none,2025-01-31T23:20:00Z,,0
S003627,train,1,0,none,none,2025-01-31T23:30:00Z,,0
S003628,train,1,0,none,none,2025-01-31T23:40:00Z,,0
S003629,train,1,0,none,none,2025-01-31T23:50:00Z,1,1
S003630,train,1,0,none,none,2025-02-01T00:00:00Z,1,1
S003631,train,1,0,none,none,2025-02-01T00:10:00Z,,0
S003632,train,1,0,none,none,2025-02-01T00:20:00Z,,0
S003633,train,1,0,none,none,2025-02-01T00:30:00Z,,0
S003634,train,1,0,none,none,2025-02-01T00:40:00Z,,0
S003635,train,1,0,none,none,2025-02-01T00:50:00Z,,0
S003636,train,1,0,none,none,2025-02-01T01:00:00Z,,0
S003637,train,1,0,none,none,2025-02-01T01:10:00Z,,0
S003638,train,1,0,none,none,2025-02-01T01:20:00Z,,0
S003639,train,1,0,none,none,2025-02-01T01:30:00Z,,0
S003640,train,1,0,none,none,2025-02-01T01:40:00Z,,0
S003641,train,1,0,none,none,2025-02-01T01:50:00Z,1,1
S003642,train,1,0,none,none,2025-02-01T02:00:00Z,1,1
S003643,train,1,0,none,none,2025-02-01T03:40:00Z,,0
S003644,train,1,0,none,none,2025-02-01T03:50:00Z,,0
S003645,train,1,0,none,none,2025-02-01T04:00:00Z,,0
S003646,train,1,0,none,none,2025-02-01T04:10:00Z,,0
S003647,train,1,0,none,none,2025-02-01T04:20:00Z,,0
S003648,train,1,0,none,none,2025-02-01T04:30:00Z,,0
S003649,train,1,0,none,none,2025-02-01T04:40:00Z,,0
S003650,train,1,0,none,none,2025-02-01T04:50:00Z,,0
S003651,train,1,0,none,none,2025-02-01T05:00:00Z,,0
S003652,train,1,0,none,none,2025-02-01T05:10:00Z,,0
S003653,train,1,0,none,none,2025-02-01T05:20:00Z,,0
S003654,train,1,0,none,none,2025-02-01T05:30:00Z,,0
S003655,train,1,0,none,none,2025-02-01T05:40:00Z,,0
S003656,train,1,0,none,none,2025-02-01T05:50:00Z,,0
S003657,train,1,0,none,none,2025-02-01T06:00:00Z,,0
S003658,train,1,0,none,none,2025-02-01T06:10:00Z,,0
S003659,train,1,0,none,none,2025-02-01T06:20:00Z,,0
S003660,train,1,0,none,none,2025-02-01T06:30:00Z,,0
S003661,train,1,0,none,none,2025-02-01T06:40:00Z,,0
S003662,train,1,0,none,none,2025-02-01T06:50:00Z,,0
S003663,train,0,1,die_crack,handling,2025-02-01T07:00:00Z,,0
S003664,train,1,0,none,none,2025-02-01T07:10:00Z,,0
S003665,train,1,0,none,none,2025-02-01T07:20:00Z,,0
S003666,train,1,0,none,none,2025-02-01T07:30:00Z,,0
S003667,train,1,0,none,none,2025-02-01T07:40:00Z,,0
S003668,train,1,0,none,none,2025-02-01T07:50:00Z,,0
S003669,train,1,0,none,none,2025-02-01T08:00:00Z,,0
S003670,train,1,0,none,none,2025-02-01T08:10:00Z,,0
S003671,train,1,0,none,none,2025-02-01T08:20:00Z,,0
S003672,train,1,0,none,none,2025-02-01T08:30:00Z,1,1
S003673,train,1,0,none,none,2025-02-01T08:40:00Z,1,1
S003674,train,1,0,none,none,2025-02-01T08:50:00Z,,0
S003675,train,1,0,none,none,2025-02-01T09:00:00Z,,0
S003676,train,1,0,none,none,2025-02-01T09:10:00Z,,0
S003677,train,1,0,none,none,2025-02-01T09:20:00Z,,0
S003678,train,1,0,none,none,2025-02-01T09:30:00Z,,0
S003679,train,1,0,none,none,2025-02-01T09:40:00Z,,0
S003680,train,1,0,none,none,2025-02-01T09:50:00Z,,0
S003681,train,1,0,none,none,2025-02-01T10:00:00Z,,0
S003682,train,1,0,none,none,2025-02-01T10:10:00Z,,0
S003683,train,1,0,none,none,2025-02-01T10:20:00Z,,0
S003684,train,1,0,none,none,2025-02-01T10:30:00Z,,0
S003685,train,1,0,none,none,2025-02-01T10:40:00Z,1,1
S003686,train,1,0,none,none,2025-02-01T10:50:00Z,,0
S003687,train,1,0,none,none,2025-02-01T11:00:00Z,,0
S003688,train,1,0,none,none,2025-02-01T11:10:00Z,,0
S003689,train,1,0,none,none,2025-02-01T11:20:00Z,,0
S003690,train,1,0,none,none,2025-02-01T11:30:00Z,,0
S003691,train,1,0,none,none,2025-02-01T11:40:00Z,,0
S003692,train,1,0,none,none,2025-02-01T11:50:00Z,,0
S003693,train,1,0,none,none,2025-02-01T12:00:00Z,1,1
S003694,train,1,0,none,none,2025-02-01T12:10:00Z,1,1
S003695,train,1,0,none,none,2025-02-01T12:20:00Z,,0
S003696,train,1,0,none,none,2025-02-01T12:30:00Z,,0
S003697,train,1,0,none,none,2025-02-01T12:40:00Z,1,1
S003698,train,1,0,none,none,2025-02-01T12:50:00Z,1,1
S003699,train,1,0,none,none,2025-02-01T13:00:00Z,,0
S003700,train,1,0,none,none,2025-02-01T13:10:00Z,,0
S003701,train,1,0,none,none,2025-02-01T13:20:00Z,1,1
S003702,train,1,0,none,none,2025-02-01T13:30:00Z,,0
S003703,train,1,0,none,none,2025-02-01T13:40:00Z,,0
S003704,train,1,0,none,none,2025-02-01T13:50:00Z,1,1
S003705,train,1,0,none,none,2025-02-01T14:00:00Z,,0
S003706,train,0,1,dram_electrical,dram_or_base,2025-02-01T14:10:00Z,,0
S003707,train,0,1,die_crack,handling,2025-02-01T14:20:00Z,,0
S003708,train,1,0,none,none,2025-02-01T14:30:00Z,,0
