stack_id,lot_id,split,stack_layer_count,capacity_gb,assembly_tool_id,feature_available_time_utc,stack_height_um,inter_die_gap_mean_um,max_alignment_offset_um,cumulative_die_shift_um,emc_viscosity_pa_s,molding_pressure_mpa,molding_vacuum_absolute_kpa,reflow_peak_temperature_c,time_above_liquidus_sec,heating_rate_c_sec,cure_temperature_c,cure_duration_min,underfill_void_pct,delamination_area_pct,package_warpage_um,stacks_since_tool_service,core_thickness_mean_um,core_thickness_std_um,core_warpage_max_um,core_ttv_mean_um,core_leakage_mean_ua,core_repair_count_sum,core_particle_count_sum,core_tsv_resistance_mean_mohm,core_tsv_resistance_max_mohm,core_bump_coplanarity_max_um,n_source_wafers,n_dies_with_detailed_metrology,sampled_core_tsv_void_mean_pct,sampled_core_cd_mean_nm,base_leakage_current_ua,base_die_thickness_um,final_test_fail
S004698,L0064,train,12,36,ASSEMBLY_T05,2025-02-07T23:50:00Z,614.3932,13.141405,0.5037481,1.0035573,8.0414759,7.0151081,2.2208274,243.52553,56.029027,1.5992071,176.96702,59.825853,0.18604319,0.26136946,12.604159,174,31.333664,0.29874566,1.4503382,0.99896717,0.88223692,9,8,30.034149,30.945639,0.765787,10,0,,,1.3069851,50.267405,0
S004699,L0064,train,12,36,ASSEMBLY_T06,2025-02-08T00:00:00Z,613.86113,13.172982,0.57401479,0.45686878,8.7129774,6.9876239,2.5447401,244.60124,59.300786,1.4504389,174.60427,62.132968,0.29874507,0.065605262,11.244255,175,31.370508,0.30056953,1.6238106,0.97595382,0.85643985,10,3,30.104545,33.027085,0.80392266,9,4,0.43944554,24.334195,1.1279122,50.079064,0
S004700,L0064,train,12,36,ASSEMBLY_T01,2025-02-08T00:10:00Z,612.65265,13.069157,0.65770911,1.8296963,10.113304,7.1246894,3.3833984,248.84129,56.757871,1.4410583,177.09666,56.943337,0.33508896,0.11746488,17.030499,176,31.274572,0.30075603,1.5508747,0.91206394,0.69260794,15,4,29.769443,32.206851,0.67247934,10,3,0.49833739,24.227004,1.522175,49.876799,0
S004701,L0064,train,12,36,ASSEMBLY_T02,2025-02-08T00:20:00Z,616.86383,13.028034,0.39123919,0.75857022,7.2033534,6.9500558,2.5804375,245.22191,56.891478,1.6472282,176.79604,60.719774,0.26490997,0.14484321,14.785246,177,31.66772,0.22778329,1.6936603,1.0747764,0.93639544,19,10,30.643343,31.660324,0.74837676,9,2,0.56023172,24.560873,1.3318279,50.363018,0
S004702,L0064,train,12,36,ASSEMBLY_T03,2025-02-08T00:30:00Z,613.74082,13.09469,0.56791519,2.588561,9.1480565,7.122562,3.2211453,246.33231,67.290246,1.4459235,175.16952,62.20552,0.31125016,0.05431479,13.478264,178,31.322243,0.33417281,1.5227285,0.9590339,0.75308724,13,3,29.996594,31.238794,0.80910214,10,2,0.31088302,24.133842,1.0034091,50.21086,0
S004703,L0064,train,12,36,ASSEMBLY_T04,2025-02-08T00:40:00Z,613.2791,13.069722,0.52201169,1.7130816,7.8111914,7.1681767,3.7299962,247.95447,58.181749,1.4946242,175.57762,61.104919,0.88643741,0.23618555,15.134332,179,31.421881,0.30426046,1.7551287,0.96402363,0.85859776,18,6,29.752015,31.807525,0.9016038,9,4,0.81110533,24.292882,1.5222643,50.282381,0
S004704,L0064,train,12,36,ASSEMBLY_T05,2025-02-08T00:50:00Z,614.49478,13.020879,0.4388616,0.63586761,8.5030246,6.915647,2.2787598,247.04521,61.017872,1.554912,175.18749,59.643701,0.13551008,0.19468202,11.892668,180,31.490549,0.26007805,1.53133,0.97379244,0.85639332,12,7,30.331088,31.390204,0.73838134,10,1,0.56444355,24.615826,1.3259046,49.606271,0
S004705,L0064,train,12,36,ASSEMBLY_T06,2025-02-08T01:00:00Z,615.65049,13.193479,0.66140367,1.4167384,7.6552023,7.1900024,2.8257358,245.92511,53.871218,1.4740165,174.14221,58.642522,0.10952898,0.094361575,12.549971,181,31.466682,0.34441311,1.5714515,0.97525488,0.78820186,14,6,29.924708,31.896434,0.70451532,9,3,0.60157989,24.481795,1.2343453,49.977163,0
S004706,L0064,train,12,36,ASSEMBLY_T01,2025-02-08T01:10:00Z,611.2609,12.971326,0.79037152,3.2291472,9.3547881,7.2219566,3.3889265,249.0779,61.352109,1.5951236,176.32099,57.999389,0.69044825,0.29374542,14.778119,182,31.345457,0.31994058,1.428311,0.94005399,0.82095479,14,5,30.463967,31.65427,0.78393948,9,3,0.36988092,24.05903,1.5256696,49.662599,0
S004707,L0064,train,12,36,ASSEMBLY_T02,2025-02-08T01:20:00Z,617.63259,13.18533,0.66753936,1.2115568,7.8142026,7.1957739,2.556008,247.40657,57.877897,1.4938733,173.90349,58.766912,0.16851591,0.061728611,10.655926,183,31.62197,0.38670831,1.4922432,0.98855772,0.92077205,12,5,30.237458,31.509475,0.81384151,12,2,0.31952152,24.090609,1.045484,50.222194,0
S004708,L0064,train,12,36,ASSEMBLY_T03,2025-02-08T01:30:00Z,612.9482,13.036777,0.5412603,2.2882438,7.8817374,7.1625922,2.7132217,247.37028,59.734006,1.4114596,176.50951,59.951397,0.21457381,0.23221833,18.799064,184,31.379527,0.32454785,1.5344244,0.96404991,0.84647998,20,8,29.950069,32.081709,0.86319988,12,2,0.61052755,24.53329,1.4685675,49.514066,0
S004709,L0064,train,12,36,ASSEMBLY_T04,2025-02-08T01:40:00Z,615.83222,13.069048,0.43782365,1.7789845,7.9117771,7.284078,3.1202811,248.34201,62.229078,1.5317782,177.03895,57.830076,0.27747359,0.065952107,14.76128,185,31.537211,0.30842647,1.6758043,1.0218754,0.89921771,27,14,30.036118,31.969118,0.86494172,9,5,0.73245034,24.435128,1.208522,50.196517,0
S004710,L0064,train,12,36,ASSEMBLY_T05,2025-02-08T01:50:00Z,611.3117,13.022861,0.56188525,0.49587348,8.364733,6.9382957,2.2743221,245.04333,56.689263,1.5130811,175.88316,57.532815,0.2312227,0.23992866,15.523953,186,31.213102,0.33679797,1.4641058,0.9524589,0.83295724,18,9,29.955764,31.781738,0.72187239,10,5,0.36335852,24.156346,1.7323652,50.17829,0
S004711,L0065,train,12,36,ASSEMBLY_T05,2025-02-08T03:40:00Z,614.17667,13.069359,0.4971152,0.94184963,8.2265822,6.678547,2.2032259,245.77216,53.011849,1.5700156,173.89385,59.785088,0.23225698,0.072106614,11.047771,0,31.381502,0.26740801,1.4139083,0.94151054,0.91508992,12,9,29.977305,30.991288,0.72924447,10,5,0.509183,24.334392,1.1275556,50.659099,0
S004712,L0065,train,12,36,ASSEMBLY_T06,2025-02-08T03:50:00Z,614.6046,13.072092,0.62267933,1.6264847,8.183958,7.1212426,2.6964765,242.59007,54.75202,1.4083727,176.67202,58.26495,0.15938073,0.12586791,13.765297,1,31.432265,0.34968338,1.9341039,1.0002864,0.85825096,16,9,30.720012,31.883897,0.92281517,11,1,0.35024355,24.508916,1.2120311,50.482769,0
S004713,L0065,train,12,36,ASSEMBLY_T01,2025-02-08T04:00:00Z,618.23772,13.126718,0.52879971,2.3761709,7.9420537,7.4301267,3.0456562,245.61868,56.876875,1.4418091,176.47518,61.274088,0.49879616,0.23240479,16.992916,2,31.708876,0.37087016,2.0613102,1.0505888,0.88041503,12,4,29.665349,32.232603,1.0398731,9,2,0.75711847,24.92623,1.3879364,50.086514,0
S004714,L0065,train,12,36,ASSEMBLY_T02,2025-02-08T04:10:00Z,618.19475,13.131692,0.45768991,0.87973141,8.690764,6.9276295,2.5460196,245.22483,56.915981,1.5627981,175.14347,63.841378,0.5573766,0.084286902,12.044831,3,31.730403,0.43932174,2.3137775,1.0997739,0.97344461,22,11,30.515166,31.977647,1.0741492,9,3,0.4324926,24.875019,1.5291159,50.261128,0
S004715,L0065,train,12,36,ASSEMBLY_T03,2025-02-08T04:20:00Z,619.93027,13.156902,0.61597157,0.98631955,9.4768254,7.4104592,3.4235048,244.44559,59.352897,1.6285073,177.60238,59.129035,0.40181172,0.13114565,13.95233,4,31.793689,0.568015,2.0837856,1.091921,0.93341082,15,12,29.813512,31.156378,0.97319183,10,4,0.63213496,24.698269,1.6700513,50.142358,1
S004716,L0065,train,12,36,ASSEMBLY_T04,2025-02-08T04:30:00Z,619.15441,13.172511,0.42860836,1.4079539,8.1717888,7.351751,2.6128672,246.32285,55.599858,1.2826144,174.26335,59.865364,0.44443255,0.065868072,12.792119,5,31.752445,0.55954742,2.4249924,1.0718104,0.94888254,27,17,30.43153,33.271769,1.0960294,11,2,0.61998203,24.274885,1.3732544,50.035174,1
S004717,L0065,train,12,36,ASSEMBLY_T05,2025-02-08T04:40:00Z,616.43075,13.079882,0.42320447,0.29826157,7.4834295,7.028525,2.4312862,244.04655,50.940741,1.5977997,172.95567,55.405921,0.19473784,0.11067756,10.659429,6,31.586059,0.62901859,1.8898742,1.017387,0.90484613,17,6,30.365082,31.384513,1.0104545,7,8,0.5936168,24.354375,1.194327,50.163826,0
S004718,L0065,train,12,36,ASSEMBLY_T06,2025-02-08T04:50:00Z,617.03161,13.07897,0.62654242,1.1826695,9.0396163,6.8943024,2.3091027,244.29511,52.491767,1.5754374,173.85653,58.792122,0.15835767,0.11497728,13.46768,7,31.698911,0.46560166,2.0829889,1.0513879,0.93053467,18,12,30.010478,32.552876,0.89280371,10,4,0.64480351,24.615826,1.3059248,49.915541,0
S004719,L0065,train,12,36,ASSEMBLY_T01,2025-02-08T05:00:00Z,618.90613,13.143573,0.55493971,2.6055366,8.8171532,7.36164,2.4760178,245.66411,56.590704,1.567094,177.47358,58.901555,0.38361185,0.52958735,14.966631,8,31.74792,0.60153251,2.2060223,1.1178611,0.97970193,11,9,30.048566,31.678947,1.041448,9,2,0.47493709,24.366935,1.228073,49.82435,0
S004720,L0065,train,12,36,ASSEMBLY_T02,2025-02-08T05:10:00Z,620.7788,13.220309,0.68778391,0.56983962,8.2583818,6.9737106,2.4282409,245.97045,58.451276,1.5022284,174.07205,56.538745,0.093252247,0.12295934,14.104132,9,31.810981,0.50368884,2.1779404,1.1613953,0.86641713,8,9,30.50823,32.105593,1.0759763,11,2,0.45806724,24.625401,1.7638822,50.641642,0
S004721,L0065,train,12,36,ASSEMBLY_T03,2025-02-08T05:20:00Z,614.8167,13.065873,0.59720065,2.8378985,8.8164445,7.4952637,3.1344657,247.93973,56.041847,1.3526825,177.25348,61.703513,0.27883152,0.20978965,16.69978,10,31.524496,0.25934622,1.4577325,0.91608631,0.83055149,13,10,29.826645,32.583154,0.76335135,8,1,0.58768886,24.28833,1.6116836,49.614851,1
S004722,L0065,train,12,36,ASSEMBLY_T04,2025-02-08T05:30:00Z,617.98443,13.140515,0.82305066,2.3632751,8.9498344,7.0401571,2.770125,245.41006,57.460011,1.5072148,175.29445,58.246515,0.53588033,0.58354641,15.911196,11,31.726814,0.54083859,2.0822958,1.0637616,0.9306509,15,9,30.546712,32.051393,0.98774756,10,2,0.55268799,24.24675,1.2595097,50.20115,0
S004723,L0065,train,12,36,ASSEMBLY_T05,2025-02-08T05:40:00Z,620.05445,13.180624,0.74328459,0.73523028,8.0651808,7.0728031,1.8568207,243.69071,50.354805,1.5393061,174.7594,60.869729,0.22141034,0.17439587,11.847338,12,31.845947,0.55835597,2.1294171,1.0398014,0.94078028,16,8,30.494208,31.691274,0.99676488,8,2,0.65457651,24.286795,1.6393667,49.502872,0
S004724,L0065,train,12,36,ASSEMBLY_T06,2025-02-08T05:50:00Z,619.05379,13.183227,0.60280942,2.3952737,9.2874359,7.1187708,2.2641821,242.3756,56.215616,1.4721914,174.26828,59.242021,0.12390981,0.126387,13.558754,13,31.641635,0.49030614,2.2546028,1.0565333,0.86002,14,14,29.917043,30.984329,1.0042923,11,1,0.66477125,24.553983,1.5227702,49.927121,0
S004725,L0065,train,12,36,ASSEMBLY_T01,2025-02-08T06:00:00Z,616.24094,13.068502,0.48806353,0.51463752,10.047748,7.2201944,3.3780987,245.53355,59.764426,1.5320259,175.60912,59.591226,0.37569475,0.2189411,13.60481,14,31.63623,0.22562131,1.7472167,0.94461326,0.91940927,12,8,30.383783,32.224875,0.7544487,8,3,0.48022528,24.288746,1.476325,49.87417,0
S004726,L0065,train,12,36,ASSEMBLY_T02,2025-02-08T06:10:00Z,616.14215,13.057439,0.52957552,1.7183798,9.1506172,7.278289,3.0189308,244.42549,55.755526,1.4190312,174.56772,58.245569,0.32987436,0.036036899,11.339398,15,31.617187,0.39584002,1.8446592,1.0347481,0.85648779,14,8,30.307812,31.540277,0.85396183,11,4,0.54276921,24.685185,1.2210947,50.297906,0
S004727,L0065,train,12,36,ASSEMBLY_T03,2025-02-08T06:20:00Z,619.89435,13.165394,0.64144462,1.4766767,9.8774933,7.4418873,2.6219195,245.90052,56.970576,1.5091459,176.86441,58.917094,0.24063394,0.07293306,12.901145,16,31.794876,0.34065873,2.0581053,1.0882955,0.83230615,21,11,30.018684,31.046908,1.0704655,11,2,0.46601155,24.188771,1.4157162,49.962046,0
S004728,L0065,train,12,36,ASSEMBLY_T04,2025-02-08T06:30:00Z,616.88962,13.063567,0.68425326,1.9075662,7.9173724,7.3162401,2.7147482,246.40348,58.410553,1.543593,174.98724,58.99316,0.22594692,0.12483205,13.751644,17,31.738323,0.26167195,2.2461607,1.0140301,0.92404894,10,8,30.206468,33.436085,0.92642897,11,1,0.73900299,24.134001,1.3112447,49.440979,0
S004729,L0065,train,12,36,ASSEMBLY_T05,2025-02-08T06:40:00Z,618.2042,13.144587,0.40025888,0.89942837,7.1811086,7.1102778,1.8482493,243.04437,55.329624,1.5341024,176.10479,59.679774,0.1582239,0.16688819,13.191357,18,31.660789,0.46132518,1.6126635,1.0672018,0.95210495,23,18,30.511871,31.909243,1.0718953,11,4,0.91194418,24.543778,1.4396931,50.115295,0
S004730,L0065,train,12,36,ASSEMBLY_T06,2025-02-08T06:50:00Z,615.83996,13.067474,0.62238672,0.49671709,8.1514849,6.7337419,3.4733595,248.15367,53.858863,1.5000647,176.61838,63.13093,0.30322472,0.084856536,14.227276,19,31.617985,0.47211001,1.9373485,1.0318544,0.8372786,23,9,30.37491,33.019016,1.0180345,10,3,0.84844329,24.569166,1.7228618,49.95607,0
S004731,L0065,train,12,36,ASSEMBLY_T01,2025-02-08T07:00:00Z,618.04455,13.153279,0.64645712,1.197576,9.1512062,7.1069244,2.9308629,244.737,60.599141,1.4927028,175.19917,60.211355,0.19910427,0.25872657,13.008732,20,31.693168,0.42327678,2.1260706,0.97666861,0.90795804,15,11,30.131981,30.936682,1.1149931,10,4,0.8415745,24.590123,1.2043063,49.640819,0
S004732,L0065,train,12,36,ASSEMBLY_T02,2025-02-08T07:10:00Z,620.58238,13.289283,0.44275578,0.87702148,8.093117,7.1359757,2.96352,244.29887,55.895343,1.5252537,174.92927,62.459615,0.39081301,0.10304201,14.073924,21,31.766533,0.53602705,2.1052716,1.0919992,0.87402613,11,5,29.919525,31.678874,1.0487847,8,3,0.61986537,24.436998,0.97253506,49.928254,0
S004733,L0065,train,12,36,ASSEMBLY_T03,2025-02-08T07:20:00Z,616.22021,13.138092,0.63680057,2.8715298,9.2813429,7.1109919,3.3335841,247.34866,58.818006,1.5357652,174.37639,58.664227,0.51938595,0.078701455,13.089959,22,31.560364,0.29636672,1.9973575,1.0046115,0.88724974,19,4,30.638934,32.341934,1.0972875,10,5,0.69629314,24.406906,1.8435981,50.177618,1
S004734,L0065,train,12,36,ASSEMBLY_T04,2025-02-08T07:30:00Z,619.61545,13.15263,0.72556652,1.7330926,9.5670709,7.3875612,2.7848677,246.69387,56.372791,1.4129204,174.25131,62.062099,0.30035318,0.1311636,12.293441,23,31.792784,0.59137417,2.1515238,1.0654504,0.88010362,20,10,29.766661,31.993833,1.1476989,12,3,0.90191462,24.442485,1.3120857,50.127843,0
S004735,L0065,train,12,36,ASSEMBLY_T05,2025-02-08T07:40:00Z,617.80439,13.08746,0.55738449,1.3089399,9.2767218,7.2653773,2.0605366,244.08639,51.73722,1.5145767,174.73695,58.145912,0.29878664,0.11557686,12.408797,24,31.649541,0.51385877,2.2207886,1.00569,0.94950692,19,5,30.111786,32.807721,1.0067923,9,1,0.28115997,24.722728,1.4330586,49.961123,0
S004736,L0065,train,12,36,ASSEMBLY_T06,2025-02-08T07:50:00Z,617.12619,13.133408,0.69696952,0.72770314,8.7963077,6.9222406,2.6834987,249.13585,55.800144,1.5533757,174.21209,62.444767,0.33272879,0.088674218,12.358726,25,31.690758,0.39958619,2.2917557,0.94336956,0.93893584,19,9,30.032591,32.503044,1.0399982,11,4,0.57659471,24.636076,1.5279026,50.042774,0
S004737,L0065,train,12,36,ASSEMBLY_T01,2025-02-08T08:00:00Z,615.41532,13.051154,0.54570404,2.3383351,9.0532419,6.9231666,3.0129933,247.14008,57.831698,1.5283104,177.11969,62.604984,0.17630905,0.094536892,13.753293,26,31.470494,0.35330166,1.7094876,0.95366762,0.86968405,14,8,30.138342,31.804947,0.77347415,10,3,0.94548997,24.39978,1.4627199,50.428442,0
S004738,L0065,train,12,36,ASSEMBLY_T02,2025-02-08T08:10:00Z,620.81733,13.207388,0.66718095,1.7532765,8.2502921,7.0197746,2.9756031,242.98128,49.229771,1.4659452,175.69581,58.717969,0.17617482,0.13423983,14.816569,27,31.784065,0.36033814,2.0371106,1.1326493,0.85064027,16,10,30.389073,32.22701,1.061882,8,3,0.71130364,24.420498,1.1180909,50.606091,0
S004739,L0065,train,12,36,ASSEMBLY_T03,2025-02-08T08:20:00Z,620.78488,13.218954,0.64541916,4.3724744,9.4150042,7.1427459,3.6831074,248.09186,59.21266,1.4680038,175.96448,57.891159,0.47747205,1.2792743,17.321734,28,31.772381,0.40274351,1.9286922,1.0652377,0.90109611,17,11,30.093781,31.761076,1.1267042,10,5,0.61768341,24.396529,1.3317394,50.220995,0
S004740,L0065,train,12,36,ASSEMBLY_T04,2025-02-08T08:30:00Z,616.61345,13.097817,0.52555309,0.78693198,9.4742074,7.0244459,2.7313578,251.51511,60.888096,1.5556076,174.90343,58.024974,0.31846399,0.24712381,13.562832,29,31.640216,0.51699462,1.8219179,1.0536515,0.82582523,9,4,30.379322,32.827519,1.0956089,9,2,0.88335697,24.678354,1.0837946,49.542434,0
S004741,L0065,train,12,36,ASSEMBLY_T05,2025-02-08T08:40:00Z,618.63505,13.206055,0.42162782,0.42901739,7.6772547,6.9743074,2.8000277,241.80249,53.009327,1.5412648,174.66181,61.81075,0.15495867,0.086596197,13.006547,30,31.728343,0.5725506,2.1637859,1.082054,0.87542902,15,7,29.934742,31.524339,0.98587661,12,3,0.564875,24.577326,1.1442994,49.911847,0
S004742,L0065,train,12,36,ASSEMBLY_T06,2025-02-08T08:50:00Z,618.51322,13.154745,0.71913791,0.42747661,8.4859934,7.2232323,3.2913486,246.15852,56.347604,1.402884,175.59871,61.645825,0.34521138,0.021518845,10.730463,31,31.678299,0.35395217,2.084265,1.1279502,0.88893506,17,5,30.231753,31.697727,0.98436733,10,1,0.57679086,24.331841,1.0354324,49.206342,1
S004743,L0065,train,12,36,ASSEMBLY_T01,2025-02-08T09:00:00Z,621.22787,13.189006,0.49820096,2.0816961,8.9422743,7.3007374,2.5568601,246.93759,55.915241,1.3873592,175.52594,58.731407,0.29307396,0.068008856,16.236131,32,31.859026,0.50837387,1.9798588,1.0451659,0.98637186,22,12,29.654346,30.628615,1.0861577,11,3,0.54621744,24.471608,1.5714315,50.357362,0
S004744,L0065,train,12,36,ASSEMBLY_T02,2025-02-08T09:10:00Z,618.07597,13.153533,0.61155144,0.97141064,8.0658501,7.0463029,2.5714404,245.276,55.179982,1.5185613,176.81242,61.355636,0.35706721,0.24587132,14.980312,33,31.655305,0.53174686,2.0904948,1.0760054,0.94185526,11,8,29.718637,30.815353,1.1474321,10,2,1.1769796,24.709812,1.4436434,50.404323,0
S004745,L0065,train,12,36,ASSEMBLY_T03,2025-02-08T09:20:00Z,620.59519,13.22466,0.82233066,2.6342561,9.3483654,7.5442688,3.9105068,244.33603,55.418294,1.4989593,177.40802,58.061786,0.51041983,0.17313667,16.084021,34,31.761726,0.38346656,2.2642974,1.1330334,0.83231716,16,11,30.015936,31.327687,1.0932251,9,5,0.65439333,24.528752,1.3802977,50.234277,0
S004746,L0065,train,12,36,ASSEMBLY_T04,2025-02-08T09:30:00Z,615.67211,13.145159,0.51079324,1.8455071,8.4814381,7.338645,2.5940329,244.42656,58.702711,1.4337944,173.52589,59.192502,0.17172686,0.12288893,14.079873,35,31.520479,0.35607902,1.9249617,0.99336894,0.9121411,17,14,30.17798,32.35444,1.0137354,11,4,0.70772999,24.412825,1.5461713,49.42031,0
S004747,L0065,train,12,36,ASSEMBLY_T05,2025-02-08T09:40:00Z,619.58885,13.132455,0.77069499,1.1329877,8.1080859,6.8559055,2.0248718,242.36348,54.089698,1.4672312,176.64946,55.970092,0.21091674,0.093519716,12.653102,36,31.85937,0.42696572,2.0277121,1.1314214,0.87387264,16,10,30.585718,32.431168,1.0409488,7,6,0.62994456,24.781835,1.0512008,50.191244,0
S004748,L0065,train,12,36,ASSEMBLY_T06,2025-02-08T09:50:00Z,621.06774,13.236845,0.38560808,1.5920106,7.8430009,6.9180275,2.7623604,237.54445,57.274059,1.4746751,175.95058,61.064443,0.18512312,0.075980317,12.828856,37,31.826405,0.55097367,2.5193994,1.0638585,0.88148169,23,9,29.498585,30.804575,0.97190176,11,4,0.52896361,24.520732,1.2891054,50.405438,0
S004749,L0065,train,12,36,ASSEMBLY_T01,2025-02-08T10:00:00Z,616.43262,13.063705,0.58452689,1.8720359,7.9295069,7.1789273,2.6299954,247.20896,57.889934,1.5119145,174.32424,61.513158,0.10920149,0.048613727,14.165919,38,31.657645,0.3709131,1.7247859,0.97463871,0.80570861,12,6,30.068535,32.94967,0.73008893,9,0,,,0.95126107,49.984192,0
S004750,L0065,train,12,36,ASSEMBLY_T02,2025-02-08T10:10:00Z,616.01914,13.070757,0.48515782,0.29775461,7.6307932,7.4437754,2.2850247,240.57297,55.703806,1.4681355,175.84464,60.163198,0.18876413,0.061467246,12.182717,39,31.603043,0.49624682,1.581825,1.0218773,0.81457965,15,9,30.623072,31.530824,0.87315998,11,5,0.54206438,24.223635,1.1047487,50.533087,0
S004751,L0065,train,12,36,ASSEMBLY_T03,2025-02-08T10:20:00Z,614.18364,13.062532,0.72625715,2.7950318,9.128813,7.2806904,4.0694338,249.80424,54.01054,1.5703837,178.20358,60.340291,0.43124162,0.19698781,18.063383,40,31.424913,0.46375249,1.805581,0.96354564,0.89101271,15,8,30.529649,31.653141,0.94280513,10,3,0.40248631,24.689967,1.3091822,50.243161,0
S004752,L0065,train,12,36,ASSEMBLY_T04,2025-02-08T10:30:00Z,618.83321,13.195903,0.49490638,1.0839859,9.1119085,7.2190541,3.035986,246.11345,54.704764,1.419667,175.57653,58.360285,0.29693302,0.093047779,13.663595,41,31.81924,0.47919962,1.8912668,1.0987984,0.95449748,23,18,30.221935,31.521397,0.98304516,11,3,0.49994788,24.42025,0.79112984,49.771023,0
S004753,L0065,train,12,36,ASSEMBLY_T05,2025-02-08T10:40:00Z,614.11329,13.112384,0.57727757,0.53465279,7.1062672,6.8988505,2.2997303,244.28651,62.296819,1.5709471,175.48898,59.759899,0.1607824,0.061953649,9.8222305,42,31.416902,0.26948483,1.5886487,0.92851837,0.80242444,16,8,30.792588,32.657293,0.76813579,11,3,0.61002634,24.483042,1.0355784,49.834745,0
S004754,L0065,train,12,36,ASSEMBLY_T06,2025-02-08T10:50:00Z,618.10225,13.133589,0.56979975,1.2356714,7.2446464,6.9685681,2.5103431,242.47659,55.865014,1.4710446,177.59974,60.765935,0.12411308,0.080279353,14.930678,43,31.573106,0.56252151,2.3073371,1.0573694,0.84758504,9,8,30.198185,32.585479,1.0158096,12,4,0.75918401,24.290939,1.1310016,50.393557,0
S004755,L0065,train,12,36,ASSEMBLY_T01,2025-02-08T11:00:00Z,617.25837,13.16496,0.58450578,2.2124232,8.9191634,7.3442143,2.9889199,246.15811,56.414876,1.4741111,173.87197,58.52116,0.18649584,0.20604677,17.219379,44,31.639689,0.4900698,1.8884934,1.0381458,0.88596091,19,10,29.808844,31.288921,0.83103685,9,2,0.66508665,24.354944,1.2511451,49.608218,0
S004756,L0065,train,12,36,ASSEMBLY_T02,2025-02-08T11:10:00Z,618.25221,13.117268,0.52768142,0.50800051,9.5967226,7.4180386,2.3467302,246.74196,59.808781,1.46717,174.71235,58.352837,0.76255872,0.17062914,12.386691,45,31.756636,0.42970448,2.0816301,1.0722623,0.89598211,25,14,30.044805,31.242823,1.1230382,10,1,0.42222733,24.274056,1.4659412,49.915395,0
S004757,L0065,train,12,36,ASSEMBLY_T03,2025-02-08T11:20:00Z,617.72128,13.108693,0.61543594,2.2983395,9.5326119,7.3687308,2.8669165,246.12142,57.285151,1.4384596,176.95055,59.921564,0.44214258,0.084083359,15.360228,46,31.689536,0.39991354,1.5985031,0.98256928,0.8831306,18,14,30.353305,31.333357,0.89294528,10,2,0.48823884,24.390236,1.3577027,49.832379,0
S004758,L0065,train,12,36,ASSEMBLY_T04,2025-02-08T11:30:00Z,615.75888,13.116743,0.41444962,1.0024001,9.1132914,7.0780959,3.0029987,242.81521,58.568003,1.4809438,176.25246,60.004459,0.25860157,0.15337614,14.273612,47,31.564472,0.39073577,2.0428747,1.1160557,0.97927328,21,15,30.388989,31.434274,0.7915677,10,4,0.63556265,24.599857,1.4937833,49.747416,0
S004759,L0065,train,12,36,ASSEMBLY_T05,2025-02-08T11:40:00Z,620.45274,13.185018,0.51928484,1.3111318,8.8497531,7.0483372,2.3661316,244.42285,54.170607,1.5845034,173.92743,57.310427,0.22066356,0.14754866,14.370357,48,31.847184,0.3625246,2.1006662,1.041719,1.034553,15,16,29.759508,32.339157,1.1200159,9,1,0.57096125,24.362112,1.312435,49.712655,0
S004760,L0065,train,12,36,ASSEMBLY_T06,2025-02-08T11:50:00Z,615.53132,13.085372,0.49584327,0.3300347,8.37925,7.0617092,2.7132694,244.10076,51.710053,1.4658532,174.43486,59.726894,0.32655349,0.067908206,10.65737,49,31.593097,0.52286611,2.2562718,1.1131539,0.88078014,18,6,29.583999,31.208916,1.0814021,9,1,0.81680163,24.195208,1.0603371,49.822494,0
S004761,L0065,train,12,36,ASSEMBLY_T01,2025-02-08T12:00:00Z,614.53757,13.151025,0.46116189,0.32323289,7.8746032,7.4902219,3.6177377,242.77845,54.831949,1.3856553,176.80503,58.507805,0.34220142,0.063981663,12.461591,50,31.43258,0.19374445,1.3519698,0.92600381,0.86367469,18,9,29.413809,30.668233,0.68096816,11,3,0.44785972,24.407117,1.1389953,49.832317,0
S004762,L0065,train,12,36,ASSEMBLY_T02,2025-02-08T12:10:00Z,616.39834,13.044568,0.63311509,1.2110078,7.8030459,7.2798129,2.3662006,245.22884,59.615006,1.4004886,174.18479,62.381965,0.23195752,0.17377379,14.422806,51,31.684264,0.32082415,2.2033661,1.002515,0.88797191,15,5,29.972696,31.262277,0.93026957,7,6,0.57479876,24.45714,1.4017448,50.07672,0
S004763,L0065,train,12,36,ASSEMBLY_T03,2025-02-08T12:20:00Z,616.42445,13.134706,0.70170114,2.5700332,10.192685,6.9824603,3.3013056,247.96654,55.278661,1.4901591,177.51827,62.831303,1.0021442,0.43236584,16.630716,52,31.579907,0.33437524,1.9645921,1.0426029,0.80434884,17,12,30.478984,31.972098,1.0198834,10,3,0.74924364,24.60842,1.9595067,50.763923,0
S004764,L0065,train,12,36,ASSEMBLY_T04,2025-02-08T12:30:00Z,619.22237,13.240796,0.52246194,2.1278352,8.2537354,7.1959174,2.7451212,247.80861,57.843348,1.5844162,176.77279,60.294514,0.26244656,0.34322577,17.292558,53,31.809671,0.50558417,2.1584375,1.1328006,0.94385944,22,6,30.011701,31.385139,1.0155032,7,1,1.58922,24.865383,0.87796363,49.65127,0
