stack_id,latent_inherited_cell_faults,latent_inherited_tsv_faults,latent_assembly_state,p_dram_electrical,p_tsv_open_short,p_microbump_open_bridge,p_die_crack,p_warpage,p_underfill_void,p_delamination,fault_dram_electrical,fault_tsv_open_short,fault_microbump_open_bridge,fault_die_crack,fault_warpage,fault_underfill_void,fault_delamination,p_reliability_failure
S000583,0,0,0.48026554,0.004175237,0.0049058607,0.0077060552,0.0018807616,0.0037729482,0.0070660625,0.0040710276,0,0,0,0,0,0,0,0.0076494528
S000584,0,0,-0.13436287,0.0042826324,0.0044115248,0.0060498965,0.001651938,0.012449277,0.007781844,0.0036930049,0,0,0,0,0,0,0,0.027241489
S000585,0,0,0.17548932,0.004288968,0.0040693785,0.0061647939,0.0015218463,0.0063791289,0.007670891,0.0040402806,0,0,0,0,0,0,0,0.014439031
S000586,0,0,0.81833898,0.0041653066,0.0042645552,0.0085954553,0.002192519,0.0081078926,0.010083797,0.0053683275,0,0,0,0,0,0,0,0.0243933
S000587,0,0,0.13252744,0.0048061726,0.0045993181,0.0053720663,0.0013988617,0.0070042977,0.0092313598,0.0048683764,0,0,0,0,0,0,0,0.019225975
S000588,0,0,1.1191353,0.0044530249,0.0044910762,0.014928057,0.002153231,0.016071879,0.009989385,0.0045008696,0,0,0,0,0,0,0,0.045287221
S000589,0,0,0.49383338,0.0046436326,0.0055210247,0.008561415,0.0017914081,0.01240959,0.012163714,0.0051424808,0,0,0,0,0,0,0,0.044571907
S000590,0,0,-0.12079503,0.0044967228,0.0043166023,0.005984809,0.0013705017,0.0048689641,0.0084534327,0.0036183751,0,0,0,0,0,0,0,0.012353281
S000591,0,0,0.18905716,0.0041981194,0.0041871284,0.0069555665,0.0017237507,0.0048250521,0.0095000231,0.0043180186,0,0,0,0,0,0,0,0.013768343
S000592,0,0,0.83190682,0.0044194657,0.0043444697,0.011302288,0.0018489236,0.01589295,0.010255265,0.0047369064,0,0,0,0,0,0,0,0.043956718
S000593,0,0,0.14609528,0.0043641605,0.0041079769,0.0067924705,0.001765837,0.0086929242,0.0074035489,0.0050238746,0,0,0,0,0,0,0,0.017970084
S000594,0,0,1.1327031,0.0044258722,0.0043132554,0.0081068495,0.0021001789,0.014735679,0.019098592,0.0052483115,0,0,0,0,0,0,0,0.083708261
S000595,0,0,0.50740122,0.0047268072,0.0043266777,0.0072347653,0.0016580874,0.0083625494,0.0091080882,0.0039157825,0,0,0,0,0,0,0,0.022959503
S000596,0,0,-0.10722719,0.0045434476,0.0042634729,0.0066835178,0.0013655045,0.0028734983,0.0092049141,0.003447096,0,0,0,0,0,0,0,0.0081938115
S000597,0,0,0.202625,0.0041187681,0.0042486384,0.005790366,0.0021606034,0.0022325776,0.0093641474,0.0039313363,0,0,0,0,0,0,0,0.0064821708
S000598,0,0,0.84547466,0.0043113348,0.0039971431,0.0097110873,0.0017829067,0.0064564496,0.011775453,0.0051415118,1,0,0,0,0,0,0,0.023043031
S000599,0,0,0.15966312,0.0044435549,0.0039875681,0.0068200094,0.0018257325,0.0042171058,0.0073907604,0.0037896707,0,0,0,0,0,0,0,0.0087904852
S000600,0,0,1.1462709,0.00467559,0.004582733,0.0085038674,0.0020626764,0.012625098,0.012210586,0.0049904569,0,0,0,0,0,0,0,0.047061709
S000601,0,0,0.52096906,0.0043864676,0.0046198923,0.010108502,0.0023008503,0.0074412797,0.0067618815,0.0039876317,0,0,0,0,0,0,0,0.014458226
S000602,0,0,-0.093659355,0.0046936294,0.0042144734,0.0050081741,0.0017145705,0.0043667914,0.00724395,0.0036822809,0,0,0,0,0,0,0,0.0090023491
S000603,0,0,0.21619284,0.0042454236,0.0037893644,0.0055893826,0.0016905009,0.0047708963,0.011622163,0.0039011006,0,0,0,0,0,0,0,0.017279425
S000604,0,0,0.8590425,0.0042945467,0.0040143688,0.0098512407,0.0017742056,0.011091894,0.0080111769,0.0047808468,0,0,0,0,0,0,0,0.024868241
S000605,0,0,0.17323096,0.0043654552,0.0040207489,0.0058360247,0.0015964922,0.0098216569,0.0079542375,0.0062629561,0,0,0,0,0,0,0,0.022298243
S000606,0,0,1.1598388,0.0041290922,0.0041796217,0.0096191348,0.0021129851,0.016205675,0.011321481,0.005306795,0,0,0,0,0,0,0,0.051562622
S000607,0,0,0.5345369,0.0045431243,0.0044641957,0.0099097303,0.0018179108,0.011741067,0.0079076936,0.0045801348,0,0,0,0,0,0,0,0.025181569
S000608,0,0,-0.080091516,0.0043676131,0.004366803,0.0062116828,0.0018402312,0.0064558392,0.007347918,0.0038928773,0,0,0,0,0,0,0,0.013186574
S000609,0,0,0.22976068,0.0044231471,0.0041836205,0.010763315,0.0016351399,0.006051531,0.0090730751,0.0038185858,0,0,0,0,0,0,0,0.016302506
S000610,0,0,0.87261034,0.0045920192,0.0041771135,0.0083683505,0.0019136104,0.017356343,0.018395557,0.0043006737,0,0,0,0,0,0,0,0.091607464
S000611,0,0,0.18679879,0.0040861316,0.0040689027,0.0057971768,0.0014536852,0.0043445539,0.0073225583,0.0039790569,0,0,0,0,0,0,0,0.0092765311
S000612,0,0,1.1734066,0.0043962216,0.0040053543,0.010651884,0.0022565778,0.0091818993,0.0093046525,0.0058177659,0,0,0,0,0,0,0,0.024823749
S000613,0,0,0.54810474,0.0040080811,0.0041163376,0.008522737,0.0019504759,0.0094392485,0.008187279,0.0051231635,0,0,0,0,0,0,0,0.022361983
S000614,0,0,-0.51878498,0.0042892781,0.0040888105,0.0049931734,0.0018524826,0.0034244073,0.007446523,0.0034391447,0,0,0,0,0,0,0,0.0074031218
S000615,0,0,-0.20893279,0.004391378,0.004124567,0.0048567648,0.0018488048,0.0064723158,0.0071395853,0.0040140352,0,0,0,0,0,0,0,0.013179544
S000616,0,0,0.43391687,0.0038436976,0.0046602902,0.0080736571,0.0020479155,0.0049391179,0.0078718843,0.0040361813,0,0,0,0,0,0,0,0.011876625
S000617,0,0,-0.25189467,0.0044415406,0.0039559646,0.0054968151,0.0019368427,0.0060874788,0.0081460566,0.0034070063,0,0,0,0,0,0,0,0.014490622
S000618,0,0,0.73471316,0.0044592636,0.0038562779,0.0086417524,0.0018644841,0.0093428312,0.0079037885,0.0050292074,0,0,0,0,0,0,0,0.021452106
S000619,0,0,0.10941127,0.0045442761,0.0039457946,0.004908229,0.0017232134,0.0082128141,0.0075293261,0.0043810924,0,0,0,0,0,0,0,0.018229381
S000620,0,0,-0.50521714,0.0041428952,0.0039521895,0.0047007621,0.0016978823,0.0064508966,0.0071754648,0.0033323897,0,0,0,0,0,0,0,0.01318196
S000621,0,0,-0.19536495,0.004368766,0.0047469232,0.005876256,0.0016249206,0.0066565768,0.008147993,0.0038030439,0,0,0,0,0,0,0,0.016322019
S000622,0,0,0.44748471,0.0044532818,0.0040087249,0.0094614774,0.001635102,0.0049701466,0.0073096831,0.0040335551,0,0,0,0,0,0,0,0.010769537
S000623,0,0,-0.23832683,0.0044218714,0.0041071592,0.0046665045,0.0014935615,0.010366199,0.0074948521,0.0042247958,0,0,0,0,0,0,0,0.021091001
S000624,0,0,0.748281,0.0042073367,0.0042244611,0.0084340688,0.0019631578,0.023729089,0.010824458,0.0072346789,0,0,0,0,0,0,0,0.069435983
S000625,0,0,0.12297911,0.004474283,0.0039185113,0.0053875835,0.0014612238,0.0033333711,0.0079544874,0.0041346813,0,0,0,0,0,0,0,0.0083522921
S000626,0,0,-0.4916493,0.0044946242,0.004014147,0.0053190268,0.002101956,0.0025083836,0.0072757393,0.0032113108,0,0,0,0,0,0,0,0.0054878663
S000627,0,0,-0.18179711,0.0046703152,0.0049321834,0.0051855645,0.0017492473,0.0049656244,0.0069953795,0.003899069,0,0,0,0,0,0,0,0.010218659
S000628,0,0,0.46105255,0.0044374858,0.0038368638,0.0088632617,0.001595952,0.0046904182,0.0078513239,0.0041171758,0,0,0,0,0,0,0,0.010706986
S000629,0,0,-0.22475899,0.0045668017,0.0042153344,0.0052359297,0.0018143336,0.0028697458,0.0074286675,0.0035940372,0,0,0,0,0,0,0,0.0064355673
S000630,0,0,0.76184883,0.004711971,0.0041884569,0.0079103143,0.0017754744,0.0073704001,0.0089447254,0.0042265545,0,0,0,0,0,0,0,0.020364662
S000631,0,0,0.13654695,0.004355592,0.0040222567,0.0060839076,0.0016391562,0.0077092429,0.0078918531,0.0038734661,0,0,0,0,0,0,0,0.017136465
S000632,0,0,-0.47808147,0.0044554673,0.0043763413,0.0050035894,0.0016718692,0.0043098787,0.0069862333,0.0034200702,0,0,0,0,0,0,0,0.0088557279
S000633,0,0,-0.16822927,0.0041891649,0.0041798872,0.0051047634,0.0015636834,0.0041375742,0.0098540756,0.0035772329,0,0,0,0,0,0,0,0.012290699
S000634,0,0,0.47462039,0.0045473001,0.0039941814,0.0078401914,0.0018269044,0.0040004398,0.013141249,0.0058951156,0,0,0,0,0,0,0,0.017380451
S000635,0,0,0.69730172,0.0043750359,0.0043790297,0.0085868597,0.0030326261,0.020949657,0.012964582,0.0041938082,0,0,0,0,0,0,0,0.059188151
S000636,0,0,0.071999831,0.0041903796,0.0044302402,0.0060116946,0.0019909956,0.012767941,0.009773577,0.0035131893,0,0,0,0,0,0,0,0.028330131
S000637,0,0,-0.54262858,0.0041405451,0.0042174843,0.0054758862,0.0025416187,0.0058972708,0.010811626,0.0034789013,0,0,0,0,0,0,0,0.014827149
S000638,0,0,-0.23277639,0.0041539885,0.0039450134,0.0051598796,0.0025105688,0.0036373648,0.010471421,0.0038727584,0,0,0,0,0,0,0,0.0092760129
S000639,0,0,0.41007327,0.003909281,0.0041650962,0.0062475472,0.0024976435,0.011634225,0.011021676,0.0053125701,0,0,0,0,0,0,0,0.029990289
S000640,0,0,-0.27573827,0.0041174525,0.0042827389,0.0065853966,0.0025866889,0.011127776,0.0095336724,0.0050416007,0,0,0,0,0,0,0,0.024095583
S000641,0,0,0.71086955,0.0042954019,0.0042245306,0.011068697,0.0027779273,0.019427238,0.0098546565,0.0043436314,0,0,0,0,1,0,0,0.04265601
S000642,0,0,0.08556767,0.0043721365,0.0039641944,0.0066464821,0.0023999061,0.0062548561,0.011964037,0.0037694345,0,0,0,0,0,0,0,0.018188489
S000643,0,0,-0.52906075,0.0042016906,0.0046555302,0.0043804258,0.0030215338,0.011023107,0.0095124647,0.0038585366,0,0,0,0,0,0,0,0.023278561
S000644,0,0,-0.21920855,0.0039916541,0.0042348033,0.0050269795,0.0020320288,0.008459412,0.010320008,0.0035989323,0,0,0,0,0,0,0,0.02088268
S000645,0,0,0.42364111,0.0040250947,0.0040000555,0.0089240119,0.0024285793,0.0076710812,0.010514033,0.0048173806,0,0,0,0,0,0,0,0.018805869
S000646,0,0,-0.26217043,0.0041788979,0.0046851301,0.0070445623,0.0022111423,0.010123736,0.011054834,0.0042907864,0,0,0,0,0,0,0,0.026088695
S000647,0,0,0.72443739,0.0040359993,0.0039949297,0.0098489998,0.0030599468,0.022537383,0.011099052,0.0067717282,0,0,0,0,0,0,0,0.056078342
S000648,0,0,0.099135509,0.0041599625,0.0040373456,0.006244741,0.002833233,0.0085419933,0.0096136555,0.0036652403,0,0,0,0,0,0,0,0.019151548
S000649,0,0,-0.51549291,0.0042231848,0.0038849731,0.0074669836,0.0024732883,0.007149494,0.0092719293,0.0036296926,0,0,0,0,0,0,0,0.014919088
S000650,0,0,-0.20564071,0.0041505107,0.0039595189,0.0055894478,0.0021043645,0.0074794115,0.0091219767,0.0037920806,0,0,0,0,0,0,0,0.016304549
S000651,0,0,0.43720895,0.0039496527,0.0039026386,0.0069583624,0.0025737001,0.0068877221,0.015924925,0.0044768032,0,0,0,0,0,0,0,0.027811646
S000652,0,0,-0.2486026,0.0043898987,0.0045235419,0.005199964,0.0023138653,0.0041753112,0.011158996,0.0044559549,0,0,0,0,0,0,0,0.012157134
S000653,0,0,0.73800523,0.0042358719,0.0048644388,0.011655921,0.0030803989,0.020735492,0.02615492,0.0068353747,0,0,0,0,0,0,0,0.13437878
S000654,0,0,0.11270335,0.0042192039,0.0040175678,0.0055869493,0.0024435906,0.0091828439,0.0094122638,0.0047730298,0,0,0,0,0,0,0,0.019910084
S000655,0,0,-0.50192507,0.0041867582,0.0042863494,0.0048511058,0.0029636251,0.0064779149,0.010982948,0.0042327988,0,0,0,0,0,0,0,0.018101988
S000656,0,0,-0.19207287,0.0042517418,0.0039984524,0.0051399196,0.0023365425,0.0097898252,0.0097277572,0.0037523458,0,0,0,0,0,0,0,0.022156632
S000657,0,0,0.45077679,0.0039573655,0.0039925846,0.0062809302,0.0025607086,0.031571924,0.012136908,0.0063506473,0,0,0,0,0,0,0,0.083814493
S000658,0,0,-0.23503476,0.0041709595,0.0042849496,0.0061696446,0.0024920457,0.0092349071,0.011774677,0.0040205341,0,0,0,0,0,0,0,0.026908174
S000659,0,0,0.75157307,0.0044231731,0.0040838018,0.012136501,0.0030443442,0.013019863,0.010635328,0.0047437574,0,0,0,0,0,0,0,0.032743971
S000660,0,0,0.12627119,0.0038768415,0.0038435794,0.0064814086,0.0023879597,0.013210596,0.0099334679,0.0050033811,0,0,0,0,0,0,0,0.030113601
S000661,0,0,-0.48835723,0.0041043497,0.0040828347,0.0044068173,0.0028688679,0.0037729638,0.010526645,0.0035096652,0,0,0,0,0,0,0,0.010437261
S000662,0,0,-0.17850504,0.0042292751,0.0039765256,0.004542763,0.0023567209,0.019999507,0.01204434,0.0037233869,0,0,0,0,0,0,0,0.0557169
S000663,0,0,0.46434463,0.0044125489,0.0041424356,0.0052468642,0.0026271544,0.011197728,0.013404372,0.0040665329,0,0,0,0,0,0,0,0.036546867
S000664,0,0,-0.22146692,0.004256036,0.004086667,0.0051111204,0.0021954292,0.0065515174,0.013602438,0.0040622487,0,0,0,0,0,0,0,0.021380976
S000665,0,0,0.76514091,0.0039492956,0.0041792446,0.0099068993,0.0034056089,0.010356999,0.015129777,0.0073676321,0,0,0,0,0,0,0,0.038055124
S000666,0,0,0.13983903,0.0041776089,0.0039922269,0.0054906296,0.0028476103,0.012703857,0.010948069,0.0037664866,0,0,0,0,0,0,0,0.032770386
S000667,0,0,-0.47478939,0.004059533,0.0041043206,0.0062126813,0.0024666449,0.0087877546,0.010581317,0.0038605628,0,0,0,0,0,0,0,0.02110259
S000668,0,0,-0.1649372,0.0041416648,0.0046858569,0.005589233,0.0029212335,0.010744814,0.010004659,0.0039780067,0,0,0,0,0,0,0,0.024295606
S000669,0,0,0.47791247,0.0041578561,0.0042892727,0.0080003902,0.0026792849,0.012617807,0.0094437497,0.0043381959,0,0,0,0,0,0,0,0.027432326
S000670,0,0,-0.20789908,0.0040598881,0.004341633,0.0064195237,0.0024503969,0.0039434638,0.010374211,0.0038811754,0,0,0,0,0,0,0,0.0096657897
S000671,0,0,0.77870875,0.0041220892,0.0038048016,0.011004262,0.0027796042,0.029869322,0.011612429,0.0045848074,0,0,0,0,0,0,0,0.070917299
S000672,0,0,0.15340687,0.0043050687,0.0041138864,0.0069562241,0.0025378021,0.01383788,0.01016633,0.0038388498,0,0,0,0,0,0,0,0.032755407
S000673,0,0,-0.46122155,0.0043533179,0.0041475154,0.0072721426,0.0025225537,0.0099073234,0.0099018286,0.003524742,0,0,0,0,0,0,0,0.022270023
S000674,0,0,-0.15136936,0.0043714715,0.0039178674,0.0050351306,0.0026959922,0.0043587313,0.0092524856,0.0044080113,0,0,0,0,0,0,0,0.010095146
S000675,0,0,0.49148031,0.0042942499,0.0042006817,0.0067428878,0.002698578,0.015623724,0.012822909,0.0040768214,0,0,0,0,0,0,0,0.046807844
S000676,0,0,-0.19433124,0.0040386044,0.0042024841,0.0052029412,0.0025200065,0.0099782966,0.011667915,0.0040520615,0,0,0,0,0,0,0,0.027723947
S000677,0,0,0.79227659,0.0038600713,0.0039195722,0.0081234673,0.002759448,0.054667916,0.015409118,0.0089867509,0,0,0,0,0,0,0,0.17362283
S000678,0,0,0.1669747,0.0041298898,0.0038762157,0.0051042655,0.0020486862,0.0043842797,0.016705731,0.0039439807,0,0,0,0,0,0,0,0.019754571
S000679,0,0,-0.44765371,0.0042990257,0.0042707093,0.004503706,0.0021894225,0.0078675545,0.01083765,0.0036945549,0,0,0,0,0,0,0,0.020964835
S000680,0,0,-0.13780152,0.0039832512,0.004022806,0.0052468217,0.0024448912,0.0070020845,0.012869591,0.0039952218,0,0,0,0,0,0,0,0.022516398
S000681,0,0,0.50504815,0.0040511916,0.0039471178,0.0070432659,0.0030360501,0.014084999,0.012862393,0.0041955106,0,0,0,0,0,0,0,0.042436088
S000682,0,0,-0.1807634,0.0040547293,0.004201789,0.0064839872,0.0024262405,0.0052385625,0.010199888,0.0036736634,0,0,0,0,0,0,0,0.01288203
S000683,0,0,0.80584443,0.0042889116,0.0039267588,0.0092561244,0.0029074999,0.025486552,0.011403312,0.0048342827,0,0,0,0,0,0,0,0.062590004
S000684,0,0,0.18054254,0.0040486836,0.0039635922,0.0054015802,0.0024917559,0.0090338631,0.011579509,0.0043186802,0,0,0,0,0,0,0,0.025712393
S000685,0,0,-0.43408587,0.0039312511,0.0047785102,0.0052118578,0.0024048194,0.0080083329,0.0092641522,0.0032763945,0,0,0,0,0,0,0,0.017480687
S000686,0,0,-0.12423368,0.0040089369,0.0042645522,0.0061613612,0.0025471982,0.01494576,0.010011028,0.0047276294,0,0,0,0,0,0,0,0.034453788
S000687,0,0,0.51861599,0.0040917027,0.004006195,0.0089938019,0.0025941113,0.010590258,0.01091285,0.006694236,0,0,0,0,0,0,0,0.026479323
S000688,0,0,-0.16719556,0.0041503423,0.0038749793,0.0052417132,0.0024372139,0.0079854174,0.0096796138,0.0038897503,0,0,0,0,0,0,0,0.017704513
S000689,0,0,0.81941227,0.0042696389,0.0042781848,0.010780768,0.0027136149,0.0095728258,0.011391837,0.0044154343,0,0,0,0,0,0,0,0.025731692
S000690,0,0,0.19411038,0.0042777774,0.004107734,0.0077877113,0.002354435,0.01357997,0.011196891,0.0038229375,0,0,0,0,0,0,0,0.034017065
S000691,0,0,-0.42051803,0.004148428,0.0039234104,0.0056661956,0.002623351,0.020583325,0.0089724679,0.0034475212,0,0,0,0,0,0,0,0.041184973
S000692,0,0,-0.11066584,0.0041809917,0.0042982234,0.0075606419,0.0023532079,0.015615466,0.0097321838,0.0040409748,0,0,0,0,0,0,0,0.033224899
S000693,0,0,0.53218383,0.0036581524,0.0038782905,0.0081069072,0.0026656486,0.010447068,0.017118116,0.0039489691,0,0,0,0,0,0,0,0.045805019
S000694,0,0,-0.15362772,0.0041899458,0.0040786849,0.0057980316,0.0028019815,0.028950278,0.0094077583,0.0039031379,0,0,0,0,0,0,0,0.055473594
S000695,0,0,0.83298011,0.0040725445,0.0048628769,0.0098565706,0.0027665176,0.054902646,0.041799916,0.0079693704,0,0,0,0,1,0,0,0.40339961
S000696,0,0,0.20767822,0.0042377924,0.0040208339,0.0080132716,0.0022146803,0.0072618595,0.011494382,0.0049759881,0,0,0,0,0,0,0,0.020831587
S000697,0,0,-0.40695019,0.0044404109,0.00390921,0.0049930383,0.0024857415,0.006566867,0.015880939,0.0039644289,0,0,0,0,0,0,0,0.026973274
S000698,0,0,-0.097098,0.0041393509,0.0040936873,0.004691325,0.0025388132,0.011966498,0.010044272,0.0054948076,0,0,0,0,0,0,0,0.027458495
S000699,0,0,0.54575166,0.0042518957,0.0039457373,0.0083725835,0.002580857,0.015323539,0.020803568,0.0045316311,0,0,0,0,0,0,0,0.079511632
S000700,0,0,0.21421866,0.0038632483,0.0042111865,0.0052092121,0.0018353213,0.0035352221,0.0092835111,0.0037214035,0,0,0,0,0,0,0,0.010024559
S000701,0,0,-0.40040976,0.0040581931,0.0040396018,0.0044400099,0.001673076,0.0037068512,0.0072989058,0.0034225193,0,0,0,0,0,0,0,0.0080584823
S000702,0,0,-0.090557563,0.00422553,0.0039599204,0.0050062091,0.0016647644,0.0045809542,0.0076352624,0.0036132245,0,0,0,0,0,0,0,0.010462919
S000703,0,0,0.5522921,0.0042322562,0.00414466,0.007769218,0.0018423326,0.014032886,0.0080329281,0.0042911297,0,0,0,0,0,0,0,0.030571211
S000704,0,0,-0.13351945,0.003902567,0.0042569492,0.0057896713,0.0017360428,0.0055763335,0.00796796,0.0036678882,0,0,0,0,0,0,0,0.013204094
S000705,0,0,0.85308838,0.0041599444,0.0040213242,0.010644346,0.0018019953,0.0056100183,0.014465785,0.0058409261,0,0,0,0,0,0,0,0.026761832
S000706,0,0,0.2277865,0.0038476002,0.003808336,0.0060899843,0.0017915352,0.0061105624,0.0078003406,0.0039215511,0,0,0,0,0,0,0,0.014118488
S000707,0,0,-0.38684192,0.0041322264,0.0040976826,0.0050948979,0.0018596925,0.0043392282,0.0068154734,0.0034766657,0,0,0,0,0,0,0,0.0083454824
S000708,0,0,-0.076989724,0.0038280425,0.0037541926,0.0080423962,0.0017825665,0.0060739784,0.0077054459,0.0037004045,0,0,0,0,0,0,0,0.013549115
S000709,0,0,0.56585994,0.0040419105,0.0039164093,0.0063812241,0.0019083285,0.0066861449,0.0097227298,0.004207573,0,0,0,0,0,0,0,0.019477063
S000710,0,0,-0.11995161,0.0040335222,0.0039378995,0.0058562137,0.002021266,0.0074904512,0.0071085739,0.0039601306,0,0,0,0,0,0,0,0.014816753
S000711,0,0,0.86665622,0.0040620064,0.0041713979,0.0084729482,0.0024915095,0.013895846,0.014716953,0.0049350836,0,0,0,0,0,0,0,0.061646854
S000712,0,0,0.24135434,0.0041864153,0.0042264959,0.0062412176,0.0015027131,0.0056261037,0.011839864,0.0038020821,0,0,0,0,0,0,0,0.021235388
S000713,0,0,-0.37327408,0.0042752013,0.0038856043,0.0073160827,0.0017570959,0.0026891805,0.0070655513,0.003350479,0,0,0,0,0,0,0,0.0057117549
S000714,0,0,-0.063421884,0.0042884958,0.004656862,0.0074878759,0.0014295495,0.002761137,0.0084027309,0.0036636237,0,0,0,0,0,0,0,0.0072492836
S000715,0,0,0.57942778,0.0040838971,0.0040162048,0.0070347498,0.0016349424,0.012251006,0.008967822,0.0052497076,0,0,0,0,0,0,0,0.029670982
S000716,0,0,-0.10638377,0.0040574998,0.0040819427,0.0067933266,0.0013814887,0.0053241918,0.0087248264,0.0037400407,0,0,0,0,0,0,0,0.013349079
S000717,0,0,0.88022406,0.0041227512,0.0043509024,0.011434405,0.002108413,0.010929858,0.010445405,0.0053403466,0,0,0,0,0,0,0,0.034479742
S000718,0,0,0.25492218,0.004102478,0.0046542748,0.0066813578,0.0016265923,0.012157785,0.0087898625,0.0052316456,0,0,0,0,0,0,0,0.029813097
S000719,0,0,-0.35970624,0.004185302,0.0048094861,0.0049501049,0.0016493482,0.0056834149,0.0076463387,0.0037008746,0,0,0,0,0,0,0,0.013080579
S000720,0,0,-0.049854045,0.0041236152,0.0043053156,0.0053027124,0.001574876,0.0054728918,0.0099202405,0.0038790611,0,0,0,0,0,0,0,0.016568393
S000721,0,0,0.59299562,0.004033091,0.0040517336,0.0086357338,0.0021776252,0.0090676482,0.0066913328,0.0041198758,0,0,0,0,0,0,0,0.016338258
S000722,0,0,-0.092815928,0.0040784855,0.0040975842,0.0054461319,0.0017597895,0.0066458882,0.0084712482,0.0042940053,0,0,0,0,0,0,0,0.017355572
S000723,0,0,0.8937919,0.0039328988,0.003950908,0.010036099,0.0018253405,0.012694002,0.0095258732,0.0050207163,0,0,0,0,0,0,0,0.035626798
S000724,0,0,0.26849002,0.0043010319,0.0040968606,0.0061899861,0.0016265891,0.0036843327,0.0085568243,0.0041721003,0,0,0,0,0,0,0,0.010094773
S000725,0,0,-0.3461384,0.0042169925,0.0039844864,0.004242113,0.001951748,0.0030221294,0.007036429,0.0033480206,0,0,0,0,0,0,0,0.0059881001
S000726,0,0,-0.036286206,0.0041728325,0.0040696084,0.0048313086,0.0017002403,0.0033324627,0.0098045197,0.0041742197,0,0,0,0,0,0,0,0.010222338
S000727,0,0,0.60656346,0.0039562645,0.0038789416,0.007059836,0.0021572271,0.015069886,0.010884932,0.0044390668,0,0,0,0,0,0,0,0.048373211
S000728,0,0,-0.079248088,0.0040612807,0.003787657,0.0059335239,0.0013833008,0.0041368616,0.0092515712,0.0040451364,0,0,0,0,0,0,0,0.011602689
S000729,0,0,0.90735974,0.0039901119,0.0041526812,0.012017436,0.0017434202,0.0070050222,0.0094601394,0.0045344545,0,0,0,0,0,0,0,0.019534843
S000730,0,0,0.28205786,0.0042164962,0.0038516836,0.0065496185,0.0023390127,0.0072180317,0.0092350204,0.0048014461,0,0,0,0,0,0,0,0.018574572
S000731,0,0,-0.33257056,0.0038860017,0.0046108047,0.004744139,0.0016597516,0.0093868207,0.0075384877,0.0045161347,0,0,0,0,0,0,0,0.019608065
S000732,0,0,-0.022718367,0.0041926361,0.0042024956,0.0056965948,0.0015937454,0.004929119,0.0081584734,0.0041422495,0,0,0,0,0,0,0,0.011905243
S000733,0,0,0.6201313,0.0042674926,0.0044487191,0.0086476439,0.0017918963,0.0064048894,0.0094448051,0.0048920331,0,0,0,0,0,0,0,0.018528591
S000734,0,0,-0.065680249,0.0043769047,0.0048926498,0.0052736127,0.0013890071,0.0038596222,0.0072465086,0.0034923862,0,0,0,0,0,0,0,0.0087046596
S000735,0,0,0.92092758,0.0042481415,0.0043295953,0.0099862917,0.0021596813,0.010023909,0.023719535,0.0062272691,0,0,0,0,0,0,0,0.075614811
S000736,0,0,0.29562569,0.0039049687,0.0042840551,0.0054422683,0.0016370303,0.003097793,0.0088804716,0.0037611771,0,0,0,0,0,0,0,0.0090472281
S000737,0,0,-0.31900272,0.0040463337,0.0038824522,0.0059209739,0.0019015197,0.0080827316,0.0067050341,0.0040281534,0,0,0,0,0,0,0,0.015189982
S000738,0,0,-0.0091505277,0.0040088849,0.0040779749,0.0054475985,0.0015565934,0.0060679166,0.0086928439,0.0041079438,0,0,0,0,0,0,0,0.015577362
S000739,0,0,0.63369914,0.0041004234,0.0039706422,0.0077247049,0.0016649128,0.023975454,0.0084700651,0.0053092662,0,0,0,0,0,0,0,0.055276935
S000740,0,0,-0.05211241,0.0038948284,0.0040872624,0.0049490413,0.0014813726,0.0043773263,0.0069122421,0.0037043955,0,0,0,0,0,0,0,0.0088147076
S000741,0,0,0.93449542,0.0042293395,0.0039355835,0.013949788,0.0018553736,0.023861008,0.0096540369,0.0052594325,0,0,0,0,0,0,0,0.062005201
S000742,0,0,0.30919353,0.0035758659,0.0037870401,0.0058788509,0.0018049935,0.0064066798,0.0098303365,0.003916703,0,0,0,0,0,0,0,0.01949
S000743,0,0,-0.30543488,0.0040437231,0.0045802533,0.0052679949,0.0018773675,0.0035565337,0.0077977993,0.0036698255,0,0,0,0,0,0,0,0.0082639662
S000744,0,0,0.0044173115,0.004214965,0.0041985158,0.004738636,0.0016848683,0.0059749318,0.0074690646,0.0038704036,0,0,0,0,0,0,0,0.012708864
S000745,0,0,0.64726698,0.0042752914,0.0040281848,0.0076214961,0.0019613246,0.0053634532,0.0077802496,0.0047998192,0,0,0,0,0,0,0,0.012246112
S000746,0,0,-0.038544571,0.0042133077,0.0041547597,0.0067072272,0.0017278196,0.0016667626,0.0069369364,0.0035101296,0,0,0,0,0,0,0,0.003776773
S000747,0,0,0.94806326,0.0039590529,0.0038384471,0.0070226077,0.0019291688,0.0058942096,0.011814193,0.0048509777,0,0,0,0,0,0,0,0.022604077
S000748,0,0,0.32276137,0.0044379432,0.0040513158,0.006706657,0.0019045818,0.015550143,0.0082036049,0.0042656974,0,0,0,0,0,0,0,0.035356382
S000749,0,0,-0.29186704,0.0039405399,0.0040007105,0.0057231326,0.0018587561,0.0059190114,0.0072510329,0.0045213021,0,0,0,0,0,0,0,0.01265813
S000750,0,0,1.4179852,0.0038543309,0.0040063702,0.016166451,0.002273922,0.019007489,0.012781358,0.0082250679,0,0,0,0,0,0,0,0.07404778
