die_id,latent_die_stress,latent_cell_fault,latent_tsv_open_fault,latent_tsv_short_fault,latent_local_cluster,actual_tsv_copper_void_pct,actual_tsv_diameter_um,actual_tsv_etched_depth_um,actual_critical_dimension_nm,actual_film_thickness_nm
D0028621,-0.14582459,0,0,0,0,0.2675993,5.0359588,64.984683,24.21057,39.783076
D0028622,-0.80763339,0,0,0,0,0.19220089,5.0522302,63.912033,23.757672,39.6762
D0028623,-0.77685094,0,0,0,0,0.41698138,5.0095807,64.251676,23.955137,39.700566
D0028624,-0.51746843,0,0,0,0,0.35711484,4.9176415,64.622417,24.019712,40.180561
D0028625,-0.026265231,0,0,0,0,0.23977784,5.0209671,64.830285,24.115201,40.306591
D0028626,-0.20850754,0,0,0,0,0.33470779,5.0635427,65.043114,24.038956,40.33543
D0028627,-0.34459344,0,0,0,0,0.2664007,4.8773869,64.686507,23.907494,39.665755
D0028628,-0.69107233,0,0,0,0,0.23899428,5.0459322,65.620246,23.513841,39.382632
D0028629,-0.49246407,0,0,0,0,0.38180331,5.073606,64.909809,24.126151,40.178167
D0028630,-0.028880398,0,0,0,0,0.29158373,4.9202042,64.386366,23.88774,40.574467
D0028631,-0.38294055,0,0,0,0,0.38829913,4.9252512,64.955725,24.124482,40.518482
D0028632,0.17387927,0,0,0,0,0.42836017,4.9466811,64.402911,24.266585,39.726996
D0028633,0.03897178,0,0,0,0,0.48064366,5.068187,64.825092,23.811218,40.026218
D0028634,-0.35686802,0,0,0,0,0.65085423,5.002935,64.935417,24.07631,40.14861
D0028635,-0.47566871,0,0,0,0,0.24867368,4.9762934,64.292745,23.821994,40.282452
D0028636,-0.16800656,0,0,0,0,0.72123514,5.0903446,65.119207,23.772103,39.363096
D0028637,-0.95078856,0,0,0,0,0.27942498,4.9530042,64.874055,24.01994,39.457084
D0028638,-0.6264633,0,0,0,0,0.34735114,5.0110937,64.833259,23.556776,39.279248
D0028639,-0.61157363,0,0,0,0,0.21275681,5.1890548,64.762294,23.86191,40.533396
D0028640,0.084520645,0,0,0,0,0.48057373,5.0266239,65.450478,23.851805,40.170124
D0028641,-1.0245752,0,0,0,0,0.21144632,4.974744,64.747209,23.726887,39.501226
D0028642,-1.0698657,0,0,0,0,0.20094666,4.9125516,64.429815,23.744476,40.375891
D0028643,-1.1213481,0,0,0,0,0.22576399,4.9610915,64.670738,23.54665,40.096125
D0028644,-1.2458006,0,0,0,0,0.16160694,4.9121626,64.500075,23.449896,38.714392
D0028645,-0.84867823,0,0,0,0,0.28074779,4.9219174,64.448417,23.459841,39.750599
D0028646,-0.61241624,0,0,0,0,0.24607451,4.9256756,64.866662,24.053546,39.110546
D0028647,-0.55475109,0,0,0,0,0.28650101,4.8487222,64.597435,23.567746,39.286005
D0028648,-0.78961961,0,0,0,0,0.39013535,4.9894135,64.841467,24.037336,39.609747
D0028649,-0.65219798,0,0,0,0,0.39408258,5.102703,64.710107,23.929144,40.058121
D0028650,-0.076764591,0,0,0,0,0.23685368,5.0184368,64.639208,24.277077,40.25279
D0028651,-0.29596835,0,0,0,0,0.31133706,4.978497,64.370127,24.08706,40.155538
D0028652,-1.152362,0,0,0,0,0.16939823,4.9894092,65.040796,23.651026,39.670701
D0028653,-0.71416957,0,0,0,0,0.2962797,4.9214294,65.35099,24.058354,39.876909
D0028654,-0.66567223,0,0,0,0,0.26032508,4.9198407,64.472208,23.953516,39.275559
D0028655,-0.48418702,0,0,0,0,0.44687707,5.0067209,64.799773,23.911979,40.188019
D0028656,-0.93301425,0,0,0,0,0.21083281,5.072726,64.725136,23.751926,39.447416
D0028657,-0.4147261,0,0,0,0,0.32823184,5.0228828,64.947063,23.851111,39.850141
D0028658,-0.32481797,0,0,0,0,0.25299566,4.9608585,64.188965,24.05549,39.643487
D0028659,-0.41647565,0,0,0,0,0.34118179,5.0335926,64.62,23.948605,40.569661
D0028660,-0.78764107,0,0,0,0,0.37770394,5.0272964,64.253782,23.855455,40.00706
D0028661,-1.201993,0,1,0,0,0.12441515,4.9736371,64.815215,23.957437,40.128045
D0028662,-0.65139504,0,0,0,0,0.2361085,5.07052,64.75033,23.955511,39.480576
D0028663,-0.61742864,0,0,0,0,0.12167999,4.9577737,65.027908,23.772906,39.82983
D0028664,-0.95452663,0,0,0,0,0.27300779,5.004321,65.178853,23.74615,39.584355
D0028665,-0.66324485,0,0,0,0,0.27868256,4.9370271,64.716908,24.250165,39.872013
D0028666,-0.44682476,0,0,0,0,0.2408364,5.0112426,64.322319,23.972006,40.002605
D0028667,-0.6481419,0,0,0,0,0.29467584,4.9673654,64.738057,23.992046,39.415675
D0028668,-0.5727296,0,0,0,0,0.14100369,4.9955293,65.486585,23.761694,40.020386
D0028669,-0.69848847,0,0,0,0,0.18817934,5.017511,65.071295,23.892219,39.979984
D0028670,-0.68147302,0,0,0,0,0.23338048,4.9950987,65.38159,23.701538,39.665774
D0028671,-0.38922055,0,0,0,0,0.30337648,4.9889679,65.057177,23.894479,40.116306
D0028672,-0.85370889,0,0,0,0,0.21059121,5.0318203,64.646177,24.014968,39.916876
D0028673,-0.11064208,0,0,0,0,0.15342228,5.1077473,64.876395,23.637095,40.821512
D0028674,-0.03089452,0,0,0,0,0.13798333,5.0177987,65.40751,23.788154,39.824431
D0028675,0.50599427,0,0,0,0,0.25549288,5.1423755,65.652318,24.092251,40.47635
D0028676,0.11869896,0,0,0,0,0.2580293,4.966179,65.087647,24.27283,40.509847
D0028677,-0.18387118,0,0,0,0,0.26619558,5.0569621,65.748711,23.80793,40.212571
D0028678,-0.082892182,0,0,0,0,0.18257132,5.055147,64.938936,24.042501,39.943746
D0028679,-0.044193707,0,0,0,0,0.35165967,5.0205836,64.99492,24.009506,40.361237
D0028680,0.091823226,0,0,0,0,0.24769735,4.949308,65.122871,23.884738,40.529554
D0028681,0.23566658,0,0,0,0,0.25426895,5.1824196,65.587733,24.150511,40.601341
D0028682,0.53173799,0,0,0,0,0.24627218,5.0945848,65.715673,24.136441,40.384649
D0028683,0.53609423,0,0,0,0,0.25447571,5.1602586,66.091314,24.363958,41.537398
D0028684,0.055625419,0,0,0,0,0.33122868,5.0476675,65.549477,24.195641,41.000516
D0028685,0.96114679,0,0,0,0,0.23930747,5.1510299,65.234213,24.073099,40.133096
D0028686,0.31697986,0,0,0,0,0.29298245,5.0236657,65.552088,23.897841,40.311288
D0028687,0.075515434,0,0,0,0,0.55674687,5.0928455,65.967426,24.127249,40.374124
D0028688,0.41484459,0,0,0,0,0.43695762,5.0224711,64.556919,24.082671,40.751774
D0028689,0.016683976,0,0,0,0,0.21073417,5.0895275,65.140215,24.052232,40.893437
D0028690,0.62771236,0,0,0,0,0.24032438,5.1063047,65.412917,24.137568,41.032097
D0028691,-0.55873135,0,0,0,0,0.30172957,5.0108768,64.431186,23.922887,40.281595
D0028692,-0.52851048,0,0,0,0,0.11770806,5.0915956,66.163381,23.759421,40.54737
D0028693,0.41104746,0,0,0,0,0.29364218,5.0211074,64.968551,24.150376,40.461096
D0028694,0.7657926,0,0,0,0,0.14129291,5.0483373,65.329961,23.99339,40.914945
D0028695,-0.13742971,0,0,0,0,0.2011681,5.0568513,65.475563,23.888489,40.228023
D0028696,0.060310675,0,0,0,0,0.34581832,4.916518,65.975709,24.361056,40.952761
D0028697,0.25374062,0,0,0,0,0.23412403,5.0691078,65.41839,23.871484,40.761909
D0028698,0.22231087,0,0,0,0,0.24786239,5.0561471,65.860674,24.117477,40.783509
D0028699,-0.18474893,0,0,0,0,0.1867395,5.0542547,65.210487,24.140929,40.529754
D0028700,0.16965397,0,0,0,0,0.21924404,5.0526538,65.401845,23.914308,40.806093
D0028701,0.27186482,0,0,0,0,0.35966969,4.9653818,66.444255,23.887093,41.183289
D0028702,-0.14784964,0,0,0,0,0.30257681,5.0215053,65.744091,23.855009,39.650154
D0028703,-0.040336656,0,0,0,0,0.30242607,5.0034019,65.141225,24.006561,40.388147
D0028704,-0.10148885,0,0,0,0,0.36796071,5.0709035,65.549252,23.629526,40.010478
D0028705,-0.20285535,0,0,0,0,0.27816221,5.0854682,65.215664,24.316546,40.945191
D0028706,-0.62436982,0,0,0,0,0.31158403,5.0335415,64.2064,24.058546,40.172978
D0028707,0.46592708,0,0,0,0,0.67351485,5.0005848,64.348419,23.840578,40.947726
D0028708,-0.63238551,0,0,0,0,0.49556597,5.1229311,65.630632,23.808228,40.422709
D0028709,-0.18833631,0,0,0,0,0.61722561,4.9928256,64.975762,24.077176,40.403691
D0028710,0.1675647,0,0,0,0,0.29234806,4.977488,65.050511,24.750047,40.475882
D0028711,0.079285392,0,0,0,0,0.40981621,5.0909446,64.880718,24.35836,41.762372
D0028712,-0.039121607,0,0,0,0,0.40235611,5.0759787,65.135864,23.820846,41.027214
D0028713,-0.39194696,0,0,0,0,0.30589483,4.9818162,64.970302,23.90912,40.557003
D0028714,0.098731343,0,0,0,0,0.27206105,5.003881,65.122403,24.23924,40.266578
D0028715,-0.10104081,0,0,0,0,0.41895594,4.8886521,66.297875,23.661168,40.72518
D0028716,-0.079173939,0,0,0,0,0.43885163,5.0339123,64.869546,24.069753,41.046453
D0028717,-0.43713093,0,0,0,0,0.2228744,5.0730378,64.836085,23.894809,40.845606
D0028718,0.20005063,0,0,0,0,0.45398213,5.0319349,64.868647,24.093997,40.838552
D0028719,-0.18078109,0,0,0,0,0.6688929,5.1133582,64.626324,23.856398,41.099756
D0028720,-0.12995126,0,0,0,0,0.6022069,5.0384367,65.762023,23.985103,40.633632
D0028721,0.41774698,0,0,0,0,0.49403857,5.0141626,65.018754,24.431862,40.612013
D0028722,-0.060234431,0,0,0,0,0.2374213,4.9696265,64.407064,24.102076,41.62348
D0028723,-0.25542759,0,0,0,0,0.25624618,4.9248975,65.212519,24.187668,39.434976
D0028724,-0.4879348,0,0,0,0,0.25618922,5.0916308,64.83343,24.214958,41.127267
D0028725,-0.62470116,0,0,0,0,0.4176161,5.0028095,64.361772,23.939142,40.793711
D0028726,-0.36993008,0,0,0,0,0.69333913,5.1003001,64.732944,23.901208,40.986657
D0028727,-0.02064117,0,0,0,0,0.32685526,4.9097798,64.820198,24.394864,41.174268
D0028728,-0.057460407,0,0,0,0,0.58832034,5.0698202,65.064462,23.990271,40.708373
D0028729,0.40618727,0,0,0,0,0.41618961,4.9949867,65.135989,24.253018,39.726006
D0028730,0.27412669,0,0,0,0,0.84995914,4.9753918,64.983889,24.559715,40.804678
D0028731,-0.49280344,0,0,0,0,0.56568692,4.9489879,64.530994,23.999217,40.678856
D0028732,0.12628753,0,0,0,0,0.46143266,5.0820026,64.782654,24.248418,41.269772
D0028733,-0.032646426,0,0,0,0,0.40944081,5.1040697,65.309451,24.136873,40.588336
D0028734,-0.6547896,0,0,0,0,0.52513818,4.8834111,64.299188,23.990255,41.059978
D0028735,0.11768161,0,0,0,0,0.84451143,4.9763689,64.847333,24.024775,41.953163
D0028736,0.26928273,0,0,0,0,0.71949363,5.0646897,64.185473,23.742843,41.225935
D0028737,-0.80090099,0,0,0,0,0.51607918,4.9772948,65.030115,23.562494,39.524683
D0028738,-0.15170392,0,0,0,0,0.56110745,4.9996971,64.755612,23.929731,40.899171
D0028739,0.30952757,0,0,0,0,0.3300617,4.9828983,65.01574,23.604436,40.766907
D0028740,-0.85209928,0,0,0,0,0.37127838,4.9566124,64.790648,23.60935,40.097207
D0028741,-0.3849848,0,0,0,0,0.43824435,5.0353136,64.807513,23.509996,40.234168
D0028742,-0.38776965,0,0,0,0,0.45592512,5.0410317,64.607401,23.761819,40.396286
D0028743,-0.18798595,0,0,0,0,0.28490669,5.028866,64.641676,23.85159,40.661074
D0028744,-0.25574139,0,0,0,0,0.40319706,5.0065027,64.158056,23.65319,40.401794
D0028745,-0.1802252,0,0,0,0,0.20436628,4.9166499,63.99131,24.407996,40.438068
D0028746,-0.54700384,0,0,0,0,0.30955471,5.0437499,64.801722,23.783386,40.014038
D0028747,-0.58624544,0,0,0,0,0.46817578,5.042358,65.205439,23.79444,40.260248
D0028748,-0.050660898,0,0,0,0,0.62982747,5.0705338,65.071148,23.952949,40.64609
D0028749,-0.7035664,0,0,0,0,0.36854451,5.0690592,65.145675,24.013754,40.47973
D0028750,-0.51870559,0,0,0,0,0.218656,5.1135242,64.367377,23.372091,40.831613
D0028751,-0.61042376,0,0,0,0,0.54887549,4.9750993,65.82319,23.775653,40.414684
D0028752,-0.54186068,0,0,0,0,0.32133119,5.0151895,65.029776,23.773112,40.401653
D0028753,0.37758362,0,0,0,0,0.78074613,5.0250582,65.299323,24.449665,40.641112
D0028754,-0.79384959,0,0,0,0,0.20318088,4.8269674,64.67911,23.946325,41.325022
D0028755,0.27967632,0,0,0,0,0.20489871,4.96114,64.642685,23.530782,40.951919
D0028756,-0.85235028,0,0,0,0,0.35750596,5.023439,65.272938,24.207785,40.689657
D0028757,-0.90269954,0,0,0,0,0.29889199,5.0013648,64.98441,23.761674,40.560349
D0028758,0.083899438,0,0,0,0,0.37527895,4.975716,65.246718,24.159925,39.912245
D0028759,-0.87375897,0,0,0,0,0.21298362,5.0202004,65.087976,23.752024,40.075801
D0028760,-0.51178099,0,0,0,0,0.25209867,4.9486204,65.052237,23.906361,40.346627
D0028761,-0.6027245,0,0,0,0,0.31215779,5.0206356,64.996859,23.834167,39.934228
D0028762,-0.058598518,0,0,0,0,0.25079959,4.895603,65.348303,24.079907,40.752459
D0028763,-0.6034093,0,0,0,0,0.31683814,4.9974408,65.149963,23.846118,40.59153
D0028764,-0.54908113,0,0,0,0,0.30124955,4.9510509,64.976229,23.706125,40.250273
D0028765,-0.68584175,0,0,0,0,0.4952708,5.0434807,65.612958,23.640125,39.633251
D0028766,-0.73009448,0,0,0,0,0.50581597,5.1980816,65.028075,24.034827,39.855513
D0028767,-0.7256788,0,0,0,0,0.6615449,5.0198373,64.664353,23.855932,40.15359
D0028768,-0.85631842,0,0,0,0,0.35440629,5.0472818,64.93146,23.823075,40.657325
D0028769,0.44749962,0,0,0,0,0.54783177,5.0794952,66.208876,24.152894,40.127789
D0028770,-0.50311133,0,0,0,0,0.30043848,5.0774197,65.438775,24.217698,40.256451
D0028771,-0.11218078,0,0,0,0,0.64571052,5.092359,66.139621,24.158283,39.542109
D0028772,-0.89487987,0,0,0,0,0.4999828,5.0313832,63.750033,23.968749,38.70595
D0028773,0.017302069,1,0,0,0,0.35213738,5.0812159,65.460474,24.185225,39.950408
D0028774,-0.47445944,0,0,0,0,0.68823117,5.0404185,65.359382,24.252044,40.304686
D0028775,-0.29810398,0,0,0,0,0.31574455,4.9645026,65.26206,24.472736,40.642164
D0028776,-0.31799147,0,0,0,0,0.49971405,5.0488304,66.007727,24.067963,39.998554
D0028777,-0.6343695,0,0,0,0,0.54834063,5.0638242,65.173554,23.818654,39.808915
D0028778,0.0019736248,0,0,0,0,0.646562,5.0929757,64.550689,24.135391,39.454361
D0028779,-0.3031641,0,0,0,0,0.47488321,5.0295898,64.764988,24.308467,39.804466
D0028780,0.21379101,0,0,0,0,0.31739295,5.032105,65.119156,24.241984,40.338658
D0028781,-0.44795908,0,0,0,0,0.67143218,5.082275,64.876247,23.990128,40.527721
D0028782,-0.55561169,0,0,0,0,0.56022977,5.1309754,65.041755,24.009179,40.700145
D0028783,-0.40382663,0,0,0,0,0.75254086,5.0738298,65.600591,24.052413,40.413075
D0028784,0.10144424,0,0,0,0,0.51468571,5.0485703,64.511307,24.066969,40.059166
D0028785,-0.74997197,0,0,0,0,0.35847449,5.0802562,64.953866,23.746421,39.800195
D0028786,-0.10996652,0,0,0,0,0.290537,5.0814327,65.569844,24.167365,39.907215
D0028787,-0.37607171,0,0,0,0,0.34112046,5.1293328,65.047869,24.213962,40.102451
D0028788,-0.41137287,0,0,0,0,0.42085674,4.9943901,64.538775,24.442467,40.102616
D0028789,0.35581441,0,0,0,0,0.14371509,5.0367748,65.247895,24.288745,39.876264
D0028790,-0.59662361,0,0,0,0,0.35161878,5.0932488,66.147661,23.597305,39.936831
D0028791,0.0341835,0,0,0,0,0.42330686,5.0676447,65.588517,24.148832,39.414675
D0028792,-0.80415064,0,0,0,0,0.66655788,5.0449852,65.768993,24.033586,39.224466
D0028793,-0.44965488,0,0,0,0,0.44726145,4.992146,64.606591,24.131111,40.668963
D0028794,-0.30002517,0,0,0,0,0.31971895,5.0609981,65.179107,23.900415,40.427823
D0028795,-0.19363826,0,0,0,0,0.27248257,5.0839555,65.598004,24.187809,39.912352
D0028796,-0.31892046,0,0,0,0,0.47440555,5.0839798,65.193276,24.090945,39.967949
D0028797,-0.28417611,0,0,0,0,0.44645689,5.0956659,65.37116,24.157735,40.312483
D0028798,-0.15236023,0,0,0,0,0.41785053,4.9634965,66.388095,24.088,39.937373
D0028799,-1.1158129,0,0,0,0,0.19468855,4.9758109,64.940207,23.893105,40.236802
D0028800,0.34004631,0,0,0,0,0.71702357,5.0565214,65.923784,24.361885,39.651739
D0028801,0.77142792,0,0,0,0.23125183,0.32257733,5.0256303,66.012688,24.517707,40.304094
D0028802,0.015136058,0,0,0,1.5356422e-05,0.36690226,5.0730755,65.819125,24.335319,40.07571
D0028803,0.65049225,0,0,0,1.2586114e-11,0.46804166,5.1079829,65.170214,24.265614,40.350004
D0028804,0.70746226,0,0,0,3.3733297e-08,0.42708778,5.0665055,64.625468,23.973552,40.68351
D0028805,0.64902734,0,0,0,2.394252e-09,0.40301873,5.0014969,64.631922,24.15789,40.325889
D0028806,-0.094611514,0,0,0,0.0039134114,0.38175145,4.9830205,64.333966,23.978297,39.694818
D0028807,1.0156914,0,0,0,8.9256171e-14,0.50425493,5.0997508,64.562122,24.609072,39.95896
D0028808,0.30053633,0,0,0,6.7081659e-07,0.28168904,5.0891255,64.947585,24.327844,39.57673
D0028809,0.30357378,0,0,0,1.4687204e-10,0.38090524,5.035941,64.955094,24.233844,40.304521
D0028810,0.54324664,0,0,0,1.4576478e-05,0.26577527,5.0067742,65.077703,24.337069,39.745999
D0028811,0.38010575,0,0,0,3.0465558e-09,0.35612557,5.065114,65.530428,24.148355,40.533091
D0028812,0.25171398,0,0,0,0.54095117,0.40600325,5.0392745,65.273473,24.173184,40.044689
D0028813,0.084254105,0,0,0,0.019958175,0.21388299,5.0429148,65.856621,24.278092,40.320978
D0028814,0.31365395,0,0,0,0.016136909,0.37285641,5.0365955,64.906727,24.188255,40.434994
D0028815,0.11601775,0,0,0,3.9202009e-09,0.33636569,5.0398988,65.215302,24.22016,40.504577
D0028816,0.78535261,0,0,0,3.7051698e-14,0.37109838,5.0198552,65.03578,24.611962,40.344933
D0028817,0.38494678,0,0,0,1.5703712e-08,0.27107263,5.0461245,64.409904,24.465585,40.523326
D0028818,0.28464339,0,0,0,2.2098399e-12,0.28931596,5.0594888,64.834032,24.464096,40.314613
D0028819,0.79315541,0,0,0,1.0595622e-09,0.32059047,5.0813084,64.92423,24.498554,40.429056
D0028820,0.43727118,0,0,0,7.0111104e-05,0.49977841,4.9820084,64.963959,24.108142,40.324375
D0028821,0.60644679,0,0,0,0.22455769,0.17603612,5.0768834,64.561784,24.814044,40.295027
D0028822,0.57088554,0,0,0,0.15999429,0.2754115,5.1268315,64.966175,24.225261,40.239674
D0028823,0.59137193,0,0,0,5.6502885e-05,0.31253263,5.0652619,64.834622,24.511357,40.991811
D0028824,0.16694716,0,0,0,0.012714737,0.22975663,5.0220872,65.77342,24.524252,39.999832
D0028825,0.74366289,0,0,0,4.9031922e-11,0.36813291,5.0523552,65.096261,24.591122,40.295113
D0028826,0.28891549,0,0,0,8.9988486e-12,0.43193472,5.1275827,65.161849,24.275487,40.239317
D0028827,0.93236694,1,0,0,0.46078147,0.20904446,5.0760462,65.354427,24.096402,39.404658
D0028828,0.95846461,0,0,0,0.74588274,0.25506604,5.0764407,64.373763,24.579246,41.261006
D0028829,0.61800139,0,0,0,0.25466045,0.33132948,4.9770498,64.789819,24.355816,40.50631
D0028830,-0.21455308,0,0,0,3.966117e-05,0.30988583,5.0360576,65.004612,24.073718,39.650149
D0028831,0.36458984,0,0,0,0.00096920872,0.40288666,5.0636493,65.985714,24.421896,40.61649
D0028832,1.0603373,0,0,0,2.4151861e-07,0.89895459,5.0027761,64.532706,24.542404,39.800538
D0028833,0.95238623,0,0,0,0,0.53210097,5.2082617,64.965286,24.638234,41.706542
D0028834,1.0736907,0,0,0,0,0.6644787,5.0458537,65.059237,24.404062,41.641932
D0028835,0.25903215,0,0,0,0,0.30660171,5.0259955,65.880814,24.403411,41.538629
D0028836,0.8128937,0,0,0,0,0.70169113,5.0599895,65.530473,24.41943,41.584828
D0028837,0.76847112,0,0,0,0,0.29861728,5.0582945,65.371876,24.285743,41.864127
D0028838,0.078052899,0,0,0,0,0.33833511,5.1007844,65.941015,24.454194,41.537716
D0028839,0.4894696,0,0,0,0,0.46698734,5.1423247,65.770183,24.338496,41.193958
D0028840,1.0366119,0,0,0,0,0.25865894,5.2512605,65.800689,24.645631,41.69031
D0028841,0.89801707,0,0,0,0,0.56787401,5.0624406,65.161419,24.360776,42.309875
D0028842,0.25275972,0,0,0,0,0.50721388,5.0864225,65.841829,24.15774,42.174482
D0028843,0.65844815,0,1,0,0,0.19001972,5.0826661,65.284823,24.410826,40.585863
D0028844,0.64328649,0,0,0,0,0.51973268,5.1344567,64.671921,24.399213,41.143199
D0028845,0.49374944,0,0,0,0,0.47287889,5.1063723,66.264434,24.224362,41.22245
D0028846,0.92778806,0,0,0,0,0.68714172,5.1615201,65.417194,24.561112,41.819014
D0028847,0.69561154,0,0,0,0,0.32600429,5.1776624,65.662565,24.366924,42.08347
D0028848,0.2317748,0,0,0,0,0.51030452,5.127291,65.535914,24.238274,41.909092
D0028849,0.48224452,0,0,0,0,0.36696462,5.2113729,65.612895,24.524787,41.634997
D0028850,0.85334049,0,0,0,0,0.6236845,5.0846695,64.804105,24.371116,41.335828
D0028851,0.53259194,0,0,0,0,0.45408063,5.0645762,65.317589,24.41287,41.298075
D0028852,0.91135798,0,0,0,0,0.62802758,5.0944751,65.877037,24.480547,41.821427
D0028853,0.34392161,0,0,0,0,0.20351622,5.1075296,65.686971,23.918836,40.338376
D0028854,1.0336469,0,0,0,0,0.44161859,5.0557952,65.856802,24.449201,40.782764
D0028855,1.0199297,0,0,0,0,0.32430447,5.1163723,65.799427,24.605631,41.952566
D0028856,0.91129675,0,0,0,0,0.49446625,5.1079311,65.510298,24.653168,41.839692
D0028857,0.82684319,0,0,0,0,0.3545476,5.1197064,65.713143,24.695717,41.444291
D0028858,0.31462659,0,0,0,0,0.31792427,5.1340869,65.910642,24.686432,41.470868
D0028859,1.1253195,0,0,0,0,0.49836763,5.1588498,65.878723,24.33583,41.296272
D0028860,0.71403999,0,0,0,0,0.51986861,5.0424237,65.025023,24.49639,40.67447
D0028861,1.2194997,0,0,0,0,0.78076149,5.1461343,64.774114,24.712143,41.4639
D0028862,0.32577517,1,0,0,0,0.27446296,5.0459038,65.442889,24.723716,41.573727
D0028863,0.16664429,0,0,0,0,0.38641722,5.2008297,65.17098,24.093514,42.03046
D0028864,0.31942422,0,0,0,0,0.33001059,5.1386463,65.261034,24.198021,40.880061
D0028865,0.88279189,0,0,0,0,0.73846518,5.1276168,65.121314,24.524279,40.999258
D0028866,0.33143293,1,0,0,0,0.60458462,4.940228,64.996465,24.406014,40.605166
D0028867,1.1188795,0,0,0,0,0.49856199,5.0423344,66.278564,24.442816,40.642873
D0028868,0.16713123,0,0,0,0,0.49946154,5.0728598,65.092121,24.766033,40.186274
D0028869,0.54233578,0,0,0,0,0.60646202,4.9724464,64.642098,24.300536,40.489817
D0028870,0.97283589,0,0,0,0,0.44838982,5.1082074,64.541019,24.459846,40.601295
D0028871,0.28011738,0,0,0,0,0.56795923,5.075558,65.499612,24.503814,40.698657
D0028872,0.60531286,0,0,0,0,0.69531581,5.1562107,65.948813,24.436994,40.663219
D0028873,0.64610516,1,0,0,0,0.51351226,5.1634934,65.032617,24.038183,40.749979
D0028874,1.1092801,1,1,0,0,0.85858396,5.1022599,64.66152,24.415017,40.544944
D0028875,0.33597191,0,0,0,0,0.86985153,5.0116132,65.203632,24.351783,40.6469
D0028876,0.52890371,0,0,0,0,0.30921974,5.087684,66.593851,24.338084,40.788369
D0028877,0.99756671,0,0,0,0,0.82683811,4.9946262,65.973333,24.37991,41.219776
D0028878,0.72287487,0,0,0,0,0.6416336,4.9724617,65.704339,24.573433,41.023687
D0028879,0.48126132,0,0,0,0,0.51357971,5.1223209,65.244509,24.447688,40.302399
D0028880,1.2687636,0,0,0,0,0.65983514,5.1200829,65.599164,24.396372,40.516285
D0028881,0.68834742,0,0,0,0,0.51687161,5.0666405,65.719448,24.314184,39.580949
D0028882,0.3883806,0,0,0,0,0.74558433,5.130368,64.802112,24.281115,40.293525
D0028883,0.82134152,0,0,0,0,0.73103218,5.1351422,65.142076,24.135156,41.040444
D0028884,0.16517653,0,0,0,0,0.42099758,4.9434822,65.045838,24.358402,40.553592
D0028885,0.81209204,0,0,0,0,0.31860576,5.0789246,64.947371,24.140835,40.716895
D0028886,0.69467236,0,0,0,0,0.53238263,5.1649586,65.133611,24.488555,41.215134
D0028887,0.857435,0,0,0,0,0.80018182,4.9763272,64.481147,24.424217,40.615117
D0028888,1.0473737,0,0,0,0,0.59430265,5.0724493,65.807949,24.61421,40.644378
D0028889,0.82774308,0,0,0,0,0.89980132,5.0771431,65.693031,24.613049,41.146085
D0028890,1.2598606,0,0,0,0,0.60407382,5.0780358,64.607697,24.376048,40.880649
D0028891,0.69405468,0,0,0,0,0.75482122,5.0428063,65.220152,24.359736,41.155529
D0028892,0.6705722,0,0,0,0,0.7977388,4.9743209,66.133712,24.225154,40.687161
D0028893,1.1807976,0,0,0,0,0.4761975,5.0832322,64.814838,24.556276,40.825542
D0028894,0.94373532,0,0,0,0,0.79204677,5.068703,65.611101,24.538713,40.729767
D0028895,0.96181486,0,0,0,0,0.49893683,5.0664922,65.373437,24.774827,40.413585
D0028896,0.58405668,0,0,0,0,0.55808266,5.0293002,65.832442,24.393075,39.061778
D0028897,0.60276476,0,0,0,0,0.657112,5.07019,65.823317,24.916098,41.36234
D0028898,1.5549934,0,0,0,0,1.1346661,5.0893151,65.771839,24.750979,40.871638
D0028899,0.63418081,0,0,0,0,1.6222664,5.1175529,65.150983,24.583974,40.615636
D0028900,0.8633998,1,0,0,0,0.75751428,5.0897799,65.275987,24.656466,40.648965
D0028901,1.2408574,1,0,0,0,0.80692671,5.1347838,65.529582,24.611036,41.255812
D0028902,0.43701248,0,0,0,0,0.67354296,4.9505759,65.013839,24.736754,40.786714
D0028903,1.2687921,0,0,0,0,0.89255292,4.9752654,65.320915,24.600206,39.743219
D0028904,0.98860448,0,0,0,0,0.47170734,5.1029635,65.628561,24.664365,40.298576
D0028905,0.71742798,0,0,0,0,1.1574469,5.0598378,65.253955,24.658665,41.094008
D0028906,1.2481819,0,0,0,0,0.29041401,5.1260841,65.862507,24.693659,39.867266
D0028907,0.95459139,0,0,0,0,0.98472477,5.050732,64.94568,24.590075,40.911051
D0028908,0.70572306,0,0,0,0,0.82907353,5.1126997,65.087334,24.800178,41.302232
D0028909,1.2122046,0,0,0,0,0.69494937,5.0502994,64.876434,25.010387,40.582778
D0028910,1.2762069,1,0,0,0,0.65044131,5.131027,65.400881,24.89872,39.914261
D0028911,1.2435805,0,0,0,0,1.176753,4.9953658,64.913695,25.01184,40.84688
D0028912,1.4540056,0,0,0,0,0.43919884,5.0146561,65.576803,24.688588,40.286056
D0028913,0.4849094,0,0,0,0,0.59634262,5.0313842,64.555466,24.382146,40.909701
D0028914,0.32177625,0,0,0,0,0.69551806,5.0486519,64.997373,24.657998,40.849528
D0028915,1.0835363,0,0,0,0,0.41010934,5.0244357,65.145594,24.674203,40.29041
