wafer_id,lot_id,wafer_slot,wafer_diameter_mm,full_die_sites_on_assumed_grid,sampled_die_sites,stack_layer_count,split,start_time_utc
W000945,L0038,20,300,621,32,12,train,2025-01-19T14:32:00Z
W000946,L0038,21,300,621,32,12,train,2025-01-19T14:40:00Z
W000947,L0038,22,300,621,32,12,train,2025-01-19T14:48:00Z
W000948,L0038,23,300,621,32,12,train,2025-01-19T14:56:00Z
W000949,L0038,24,300,621,32,12,train,2025-01-19T15:04:00Z
W000950,L0038,25,300,621,32,12,train,2025-01-19T15:12:00Z
W000951,L0039,1,300,621,32,8,train,2025-01-20T00:00:00Z
W000952,L0039,2,300,621,32,8,train,2025-01-20T00:08:00Z
W000953,L0039,3,300,621,32,8,train,2025-01-20T00:16:00Z
W000954,L0039,4,300,621,32,8,train,2025-01-20T00:24:00Z
W000955,L0039,5,300,621,32,8,train,2025-01-20T00:32:00Z
W000956,L0039,6,300,621,32,8,train,2025-01-20T00:40:00Z
W000957,L0039,7,300,621,32,8,train,2025-01-20T00:48:00Z
W000958,L0039,8,300,621,32,8,train,2025-01-20T00:56:00Z
W000959,L0039,9,300,621,32,8,train,2025-01-20T01:04:00Z
W000960,L0039,10,300,621,32,8,train,2025-01-20T01:12:00Z
W000961,L0039,11,300,621,32,8,train,2025-01-20T01:20:00Z
W000962,L0039,12,300,621,32,8,train,2025-01-20T01:28:00Z
W000963,L0039,13,300,621,32,8,train,2025-01-20T01:36:00Z
W000964,L0039,14,300,621,32,8,train,2025-01-20T01:44:00Z
W000965,L0039,15,300,621,32,8,train,2025-01-20T01:52:00Z
W000966,L0039,16,300,621,32,8,train,2025-01-20T02:00:00Z
W000967,L0039,17,300,621,32,8,train,2025-01-20T02:08:00Z
W000968,L0039,18,300,621,32,8,train,2025-01-20T02:16:00Z
W000969,L0039,19,300,621,32,8,train,2025-01-20T02:24:00Z
W000970,L0039,20,300,621,32,8,train,2025-01-20T02:32:00Z
W000971,L0039,21,300,621,32,8,train,2025-01-20T02:40:00Z
W000972,L0039,22,300,621,32,8,train,2025-01-20T02:48:00Z
W000973,L0039,23,300,621,32,8,train,2025-01-20T02:56:00Z
W000974,L0039,24,300,621,32,8,train,2025-01-20T03:04:00Z
W000975,L0039,25,300,621,32,8,train,2025-01-20T03:12:00Z
W000976,L0040,1,300,621,32,12,train,2025-01-20T12:00:00Z
W000977,L0040,2,300,621,32,12,train,2025-01-20T12:08:00Z
W000978,L0040,3,300,621,32,12,train,2025-01-20T12:16:00Z
W000979,L0040,4,300,621,32,12,train,2025-01-20T12:24:00Z
W000980,L0040,5,300,621,32,12,train,2025-01-20T12:32:00Z
W000981,L0040,6,300,621,32,12,train,2025-01-20T12:40:00Z
W000982,L0040,7,300,621,32,12,train,2025-01-20T12:48:00Z
W000983,L0040,8,300,621,32,12,train,2025-01-20T12:56:00Z
W000984,L0040,9,300,621,32,12,train,2025-01-20T13:04:00Z
W000985,L0040,10,300,621,32,12,train,2025-01-20T13:12:00Z
W000986,L0040,11,300,621,32,12,train,2025-01-20T13:20:00Z
W000987,L0040,12,300,621,32,12,train,2025-01-20T13:28:00Z
W000988,L0040,13,300,621,32,12,train,2025-01-20T13:36:00Z
W000989,L0040,14,300,621,32,12,train,2025-01-20T13:44:00Z
W000990,L0040,15,300,621,32,12,train,2025-01-20T13:52:00Z
W000991,L0040,16,300,621,32,12,train,2025-01-20T14:00:00Z
W000992,L0040,17,300,621,32,12,train,2025-01-20T14:08:00Z
W000993,L0040,18,300,621,32,12,train,2025-01-20T14:16:00Z
W000994,L0040,19,300,621,32,12,train,2025-01-20T14:24:00Z
W000995,L0040,20,300,621,32,12,train,2025-01-20T14:32:00Z
W000996,L0040,21,300,621,32,12,train,2025-01-20T14:40:00Z
W000997,L0040,22,300,621,32,12,train,2025-01-20T14:48:00Z
W000998,L0040,23,300,621,32,12,train,2025-01-20T14:56:00Z
W000999,L0040,24,300,621,32,12,train,2025-01-20T15:04:00Z
W001000,L0040,25,300,621,32,12,train,2025-01-20T15:12:00Z
W001001,L0041,1,300,621,32,12,train,2025-01-21T00:00:00Z
W001002,L0041,2,300,621,32,12,train,2025-01-21T00:08:00Z
W001003,L0041,3,300,621,32,12,train,2025-01-21T00:16:00Z
W001004,L0041,4,300,621,32,12,train,2025-01-21T00:24:00Z
W001005,L0041,5,300,621,32,12,train,2025-01-21T00:32:00Z
W001006,L0041,6,300,621,32,12,train,2025-01-21T00:40:00Z
W001007,L0041,7,300,621,32,12,train,2025-01-21T00:48:00Z
W001008,L0041,8,300,621,32,12,train,2025-01-21T00:56:00Z
W001009,L0041,9,300,621,32,12,train,2025-01-21T01:04:00Z
W001010,L0041,10,300,621,32,12,train,2025-01-21T01:12:00Z
W001011,L0041,11,300,621,32,12,train,2025-01-21T01:20:00Z
W001012,L0041,12,300,621,32,12,train,2025-01-21T01:28:00Z
W001013,L0041,13,300,621,32,12,train,2025-01-21T01:36:00Z
W001014,L0041,14,300,621,32,12,train,2025-01-21T01:44:00Z
W001015,L0041,15,300,621,32,12,train,2025-01-21T01:52:00Z
W001016,L0041,16,300,621,32,12,train,2025-01-21T02:00:00Z
W001017,L0041,17,300,621,32,12,train,2025-01-21T02:08:00Z
W001018,L0041,18,300,621,32,12,train,2025-01-21T02:16:00Z
W001019,L0041,19,300,621,32,12,train,2025-01-21T02:24:00Z
W001020,L0041,20,300,621,32,12,train,2025-01-21T02:32:00Z
W001021,L0041,21,300,621,32,12,train,2025-01-21T02:40:00Z
W001022,L0041,22,300,621,32,12,train,2025-01-21T02:48:00Z
W001023,L0041,23,300,621,32,12,train,2025-01-21T02:56:00Z
W001024,L0041,24,300,621,32,12,train,2025-01-21T03:04:00Z
W001025,L0041,25,300,621,32,12,train,2025-01-21T03:12:00Z
W001026,L0042,1,300,621,32,8,train,2025-01-21T12:00:00Z
W001027,L0042,2,300,621,32,8,train,2025-01-21T12:08:00Z
W001028,L0042,3,300,621,32,8,train,2025-01-21T12:16:00Z
W001029,L0042,4,300,621,32,8,train,2025-01-21T12:24:00Z
W001030,L0042,5,300,621,32,8,train,2025-01-21T12:32:00Z
W001031,L0042,6,300,621,32,8,train,2025-01-21T12:40:00Z
W001032,L0042,7,300,621,32,8,train,2025-01-21T12:48:00Z
W001033,L0042,8,300,621,32,8,train,2025-01-21T12:56:00Z
W001034,L0042,9,300,621,32,8,train,2025-01-21T13:04:00Z
W001035,L0042,10,300,621,32,8,train,2025-01-21T13:12:00Z
W001036,L0042,11,300,621,32,8,train,2025-01-21T13:20:00Z
W001037,L0042,12,300,621,32,8,train,2025-01-21T13:28:00Z
W001038,L0042,13,300,621,32,8,train,2025-01-21T13:36:00Z
W001039,L0042,14,300,621,32,8,train,2025-01-21T13:44:00Z
W001040,L0042,15,300,621,32,8,train,2025-01-21T13:52:00Z
W001041,L0042,16,300,621,32,8,train,2025-01-21T14:00:00Z
W001042,L0042,17,300,621,32,8,train,2025-01-21T14:08:00Z
W001043,L0042,18,300,621,32,8,train,2025-01-21T14:16:00Z
W001044,L0042,19,300,621,32,8,train,2025-01-21T14:24:00Z
W001045,L0042,20,300,621,32,8,train,2025-01-21T14:32:00Z
W001046,L0042,21,300,621,32,8,train,2025-01-21T14:40:00Z
W001047,L0042,22,300,621,32,8,train,2025-01-21T14:48:00Z
W001048,L0042,23,300,621,32,8,train,2025-01-21T14:56:00Z
W001049,L0042,24,300,621,32,8,train,2025-01-21T15:04:00Z
W001050,L0042,25,300,621,32,8,train,2025-01-21T15:12:00Z
W001051,L0043,1,300,621,32,12,train,2025-01-22T00:00:00Z
W001052,L0043,2,300,621,32,12,train,2025-01-22T00:08:00Z
W001053,L0043,3,300,621,32,12,train,2025-01-22T00:16:00Z
W001054,L0043,4,300,621,32,12,train,2025-01-22T00:24:00Z
W001055,L0043,5,300,621,32,12,train,2025-01-22T00:32:00Z
W001056,L0043,6,300,621,32,12,train,2025-01-22T00:40:00Z
W001057,L0043,7,300,621,32,12,train,2025-01-22T00:48:00Z
W001058,L0043,8,300,621,32,12,train,2025-01-22T00:56:00Z
W001059,L0043,9,300,621,32,12,train,2025-01-22T01:04:00Z
W001060,L0043,10,300,621,32,12,train,2025-01-22T01:12:00Z
W001061,L0043,11,300,621,32,12,train,2025-01-22T01:20:00Z
W001062,L0043,12,300,621,32,12,train,2025-01-22T01:28:00Z
W001063,L0043,13,300,621,32,12,train,2025-01-22T01:36:00Z
W001064,L0043,14,300,621,32,12,train,2025-01-22T01:44:00Z
W001065,L0043,15,300,621,32,12,train,2025-01-22T01:52:00Z
W001066,L0043,16,300,621,32,12,train,2025-01-22T02:00:00Z
W001067,L0043,17,300,621,32,12,train,2025-01-22T02:08:00Z
W001068,L0043,18,300,621,32,12,train,2025-01-22T02:16:00Z
W001069,L0043,19,300,621,32,12,train,2025-01-22T02:24:00Z
W001070,L0043,20,300,621,32,12,train,2025-01-22T02:32:00Z
W001071,L0043,21,300,621,32,12,train,2025-01-22T02:40:00Z
W001072,L0043,22,300,621,32,12,train,2025-01-22T02:48:00Z
W001073,L0043,23,300,621,32,12,train,2025-01-22T02:56:00Z
W001074,L0043,24,300,621,32,12,train,2025-01-22T03:04:00Z
W001075,L0043,25,300,621,32,12,train,2025-01-22T03:12:00Z
W001076,L0044,1,300,621,32,12,train,2025-01-22T12:00:00Z
W001077,L0044,2,300,621,32,12,train,2025-01-22T12:08:00Z
W001078,L0044,3,300,621,32,12,train,2025-01-22T12:16:00Z
W001079,L0044,4,300,621,32,12,train,2025-01-22T12:24:00Z
W001080,L0044,5,300,621,32,12,train,2025-01-22T12:32:00Z
W001081,L0044,6,300,621,32,12,train,2025-01-22T12:40:00Z
W001082,L0044,7,300,621,32,12,train,2025-01-22T12:48:00Z
W001083,L0044,8,300,621,32,12,train,2025-01-22T12:56:00Z
W001084,L0044,9,300,621,32,12,train,2025-01-22T13:04:00Z
W001085,L0044,10,300,621,32,12,train,2025-01-22T13:12:00Z
W001086,L0044,11,300,621,32,12,train,2025-01-22T13:20:00Z
W001087,L0044,12,300,621,32,12,train,2025-01-22T13:28:00Z
W001088,L0044,13,300,621,32,12,train,2025-01-22T13:36:00Z
W001089,L0044,14,300,621,32,12,train,2025-01-22T13:44:00Z
W001090,L0044,15,300,621,32,12,train,2025-01-22T13:52:00Z
W001091,L0044,16,300,621,32,12,train,2025-01-22T14:00:00Z
W001092,L0044,17,300,621,32,12,train,2025-01-22T14:08:00Z
W001093,L0044,18,300,621,32,12,train,2025-01-22T14:16:00Z
W001094,L0044,19,300,621,32,12,train,2025-01-22T14:24:00Z
W001095,L0044,20,300,621,32,12,train,2025-01-22T14:32:00Z
W001096,L0044,21,300,621,32,12,train,2025-01-22T14:40:00Z
W001097,L0044,22,300,621,32,12,train,2025-01-22T14:48:00Z
W001098,L0044,23,300,621,32,12,train,2025-01-22T14:56:00Z
W001099,L0044,24,300,621,32,12,train,2025-01-22T15:04:00Z
W001100,L0044,25,300,621,32,12,train,2025-01-22T15:12:00Z
W001101,L0045,1,300,621,32,8,train,2025-01-23T00:00:00Z
W001102,L0045,2,300,621,32,8,train,2025-01-23T00:08:00Z
W001103,L0045,3,300,621,32,8,train,2025-01-23T00:16:00Z
W001104,L0045,4,300,621,32,8,train,2025-01-23T00:24:00Z
W001105,L0045,5,300,621,32,8,train,2025-01-23T00:32:00Z
W001106,L0045,6,300,621,32,8,train,2025-01-23T00:40:00Z
W001107,L0045,7,300,621,32,8,train,2025-01-23T00:48:00Z
W001108,L0045,8,300,621,32,8,train,2025-01-23T00:56:00Z
W001109,L0045,9,300,621,32,8,train,2025-01-23T01:04:00Z
W001110,L0045,10,300,621,32,8,train,2025-01-23T01:12:00Z
W001111,L0045,11,300,621,32,8,train,2025-01-23T01:20:00Z
W001112,L0045,12,300,621,32,8,train,2025-01-23T01:28:00Z
W001113,L0045,13,300,621,32,8,train,2025-01-23T01:36:00Z
W001114,L0045,14,300,621,32,8,train,2025-01-23T01:44:00Z
W001115,L0045,15,300,621,32,8,train,2025-01-23T01:52:00Z
W001116,L0045,16,300,621,32,8,train,2025-01-23T02:00:00Z
W001117,L0045,17,300,621,32,8,train,2025-01-23T02:08:00Z
W001118,L0045,18,300,621,32,8,train,2025-01-23T02:16:00Z
W001119,L0045,19,300,621,32,8,train,2025-01-23T02:24:00Z
W001120,L0045,20,300,621,32,8,train,2025-01-23T02:32:00Z
W001121,L0045,21,300,621,32,8,train,2025-01-23T02:40:00Z
W001122,L0045,22,300,621,32,8,train,2025-01-23T02:48:00Z
W001123,L0045,23,300,621,32,8,train,2025-01-23T02:56:00Z
W001124,L0045,24,300,621,32,8,train,2025-01-23T03:04:00Z
W001125,L0045,25,300,621,32,8,train,2025-01-23T03:12:00Z
W001126,L0046,1,300,621,32,8,train,2025-01-23T12:00:00Z
W001127,L0046,2,300,621,32,8,train,2025-01-23T12:08:00Z
W001128,L0046,3,300,621,32,8,train,2025-01-23T12:16:00Z
W001129,L0046,4,300,621,32,8,train,2025-01-23T12:24:00Z
W001130,L0046,5,300,621,32,8,train,2025-01-23T12:32:00Z
W001131,L0046,6,300,621,32,8,train,2025-01-23T12:40:00Z
W001132,L0046,7,300,621,32,8,train,2025-01-23T12:48:00Z
W001133,L0046,8,300,621,32,8,train,2025-01-23T12:56:00Z
W001134,L0046,9,300,621,32,8,train,2025-01-23T13:04:00Z
W001135,L0046,10,300,621,32,8,train,2025-01-23T13:12:00Z
W001136,L0046,11,300,621,32,8,train,2025-01-23T13:20:00Z
W001137,L0046,12,300,621,32,8,train,2025-01-23T13:28:00Z
W001138,L0046,13,300,621,32,8,train,2025-01-23T13:36:00Z
W001139,L0046,14,300,621,32,8,train,2025-01-23T13:44:00Z
W001140,L0046,15,300,621,32,8,train,2025-01-23T13:52:00Z
W001141,L0046,16,300,621,32,8,train,2025-01-23T14:00:00Z
W001142,L0046,17,300,621,32,8,train,2025-01-23T14:08:00Z
W001143,L0046,18,300,621,32,8,train,2025-01-23T14:16:00Z
W001144,L0046,19,300,621,32,8,train,2025-01-23T14:24:00Z
W001145,L0046,20,300,621,32,8,train,2025-01-23T14:32:00Z
W001146,L0046,21,300,621,32,8,train,2025-01-23T14:40:00Z
W001147,L0046,22,300,621,32,8,train,2025-01-23T14:48:00Z
W001148,L0046,23,300,621,32,8,train,2025-01-23T14:56:00Z
W001149,L0046,24,300,621,32,8,train,2025-01-23T15:04:00Z
W001150,L0046,25,300,621,32,8,train,2025-01-23T15:12:00Z
W001151,L0047,1,300,621,32,8,train,2025-01-24T00:00:00Z
W001152,L0047,2,300,621,32,8,train,2025-01-24T00:08:00Z
W001153,L0047,3,300,621,32,8,train,2025-01-24T00:16:00Z
W001154,L0047,4,300,621,32,8,train,2025-01-24T00:24:00Z
W001155,L0047,5,300,621,32,8,train,2025-01-24T00:32:00Z
W001156,L0047,6,300,621,32,8,train,2025-01-24T00:40:00Z
W001157,L0047,7,300,621,32,8,train,2025-01-24T00:48:00Z
W001158,L0047,8,300,621,32,8,train,2025-01-24T00:56:00Z
W001159,L0047,9,300,621,32,8,train,2025-01-24T01:04:00Z
W001160,L0047,10,300,621,32,8,train,2025-01-24T01:12:00Z
W001161,L0047,11,300,621,32,8,train,2025-01-24T01:20:00Z
W001162,L0047,12,300,621,32,8,train,2025-01-24T01:28:00Z
W001163,L0047,13,300,621,32,8,train,2025-01-24T01:36:00Z
W001164,L0047,14,300,621,32,8,train,2025-01-24T01:44:00Z
W001165,L0047,15,300,621,32,8,train,2025-01-24T01:52:00Z
W001166,L0047,16,300,621,32,8,train,2025-01-24T02:00:00Z
W001167,L0047,17,300,621,32,8,train,2025-01-24T02:08:00Z
W001168,L0047,18,300,621,32,8,train,2025-01-24T02:16:00Z
W001169,L0047,19,300,621,32,8,train,2025-01-24T02:24:00Z
W001170,L0047,20,300,621,32,8,train,2025-01-24T02:32:00Z
W001171,L0047,21,300,621,32,8,train,2025-01-24T02:40:00Z
W001172,L0047,22,300,621,32,8,train,2025-01-24T02:48:00Z
W001173,L0047,23,300,621,32,8,train,2025-01-24T02:56:00Z
W001174,L0047,24,300,621,32,8,train,2025-01-24T03:04:00Z
W001175,L0047,25,300,621,32,8,train,2025-01-24T03:12:00Z
W001176,L0048,1,300,621,32,8,train,2025-01-24T12:00:00Z
W001177,L0048,2,300,621,32,8,train,2025-01-24T12:08:00Z
W001178,L0048,3,300,621,32,8,train,2025-01-24T12:16:00Z
W001179,L0048,4,300,621,32,8,train,2025-01-24T12:24:00Z
W001180,L0048,5,300,621,32,8,train,2025-01-24T12:32:00Z
W001181,L0048,6,300,621,32,8,train,2025-01-24T12:40:00Z
W001182,L0048,7,300,621,32,8,train,2025-01-24T12:48:00Z
W001183,L0048,8,300,621,32,8,train,2025-01-24T12:56:00Z
W001184,L0048,9,300,621,32,8,train,2025-01-24T13:04:00Z
W001185,L0048,10,300,621,32,8,train,2025-01-24T13:12:00Z
W001186,L0048,11,300,621,32,8,train,2025-01-24T13:20:00Z
W001187,L0048,12,300,621,32,8,train,2025-01-24T13:28:00Z
W001188,L0048,13,300,621,32,8,train,2025-01-24T13:36:00Z
W001189,L0048,14,300,621,32,8,train,2025-01-24T13:44:00Z
W001190,L0048,15,300,621,32,8,train,2025-01-24T13:52:00Z
W001191,L0048,16,300,621,32,8,train,2025-01-24T14:00:00Z
W001192,L0048,17,300,621,32,8,train,2025-01-24T14:08:00Z
W001193,L0048,18,300,621,32,8,train,2025-01-24T14:16:00Z
W001194,L0048,19,300,621,32,8,train,2025-01-24T14:24:00Z
W001195,L0048,20,300,621,32,8,train,2025-01-24T14:32:00Z
W001196,L0048,21,300,621,32,8,train,2025-01-24T14:40:00Z
W001197,L0048,22,300,621,32,8,train,2025-01-24T14:48:00Z
W001198,L0048,23,300,621,32,8,train,2025-01-24T14:56:00Z
W001199,L0048,24,300,621,32,8,train,2025-01-24T15:04:00Z
W001200,L0048,25,300,621,32,8,train,2025-01-24T15:12:00Z
W001201,L0049,1,300,621,32,12,train,2025-01-25T00:00:00Z
W001202,L0049,2,300,621,32,12,train,2025-01-25T00:08:00Z
W001203,L0049,3,300,621,32,12,train,2025-01-25T00:16:00Z
W001204,L0049,4,300,621,32,12,train,2025-01-25T00:24:00Z
W001205,L0049,5,300,621,32,12,train,2025-01-25T00:32:00Z
W001206,L0049,6,300,621,32,12,train,2025-01-25T00:40:00Z
W001207,L0049,7,300,621,32,12,train,2025-01-25T00:48:00Z
W001208,L0049,8,300,621,32,12,train,2025-01-25T00:56:00Z
W001209,L0049,9,300,621,32,12,train,2025-01-25T01:04:00Z
W001210,L0049,10,300,621,32,12,train,2025-01-25T01:12:00Z
W001211,L0049,11,300,621,32,12,train,2025-01-25T01:20:00Z
W001212,L0049,12,300,621,32,12,train,2025-01-25T01:28:00Z
W001213,L0049,13,300,621,32,12,train,2025-01-25T01:36:00Z
W001214,L0049,14,300,621,32,12,train,2025-01-25T01:44:00Z
W001215,L0049,15,300,621,32,12,train,2025-01-25T01:52:00Z
W001216,L0049,16,300,621,32,12,train,2025-01-25T02:00:00Z
W001217,L0049,17,300,621,32,12,train,2025-01-25T02:08:00Z
W001218,L0049,18,300,621,32,12,train,2025-01-25T02:16:00Z
W001219,L0049,19,300,621,32,12,train,2025-01-25T02:24:00Z
W001220,L0049,20,300,621,32,12,train,2025-01-25T02:32:00Z
W001221,L0049,21,300,621,32,12,train,2025-01-25T02:40:00Z
W001222,L0049,22,300,621,32,12,train,2025-01-25T02:48:00Z
W001223,L0049,23,300,621,32,12,train,2025-01-25T02:56:00Z
W001224,L0049,24,300,621,32,12,train,2025-01-25T03:04:00Z
W001225,L0049,25,300,621,32,12,train,2025-01-25T03:12:00Z
W001226,L0050,1,300,621,32,8,train,2025-01-25T12:00:00Z
W001227,L0050,2,300,621,32,8,train,2025-01-25T12:08:00Z
W001228,L0050,3,300,621,32,8,train,2025-01-25T12:16:00Z
W001229,L0050,4,300,621,32,8,train,2025-01-25T12:24:00Z
W001230,L0050,5,300,621,32,8,train,2025-01-25T12:32:00Z
W001231,L0050,6,300,621,32,8,train,2025-01-25T12:40:00Z
W001232,L0050,7,300,621,32,8,train,2025-01-25T12:48:00Z
W001233,L0050,8,300,621,32,8,train,2025-01-25T12:56:00Z
W001234,L0050,9,300,621,32,8,train,2025-01-25T13:04:00Z
W001235,L0050,10,300,621,32,8,train,2025-01-25T13:12:00Z
W001236,L0050,11,300,621,32,8,train,2025-01-25T13:20:00Z
W001237,L0050,12,300,621,32,8,train,2025-01-25T13:28:00Z
W001238,L0050,13,300,621,32,8,train,2025-01-25T13:36:00Z
W001239,L0050,14,300,621,32,8,train,2025-01-25T13:44:00Z
W001240,L0050,15,300,621,32,8,train,2025-01-25T13:52:00Z
W001241,L0050,16,300,621,32,8,train,2025-01-25T14:00:00Z
W001242,L0050,17,300,621,32,8,train,2025-01-25T14:08:00Z
W001243,L0050,18,300,621,32,8,train,2025-01-25T14:16:00Z
W001244,L0050,19,300,621,32,8,train,2025-01-25T14:24:00Z
W001245,L0050,20,300,621,32,8,train,2025-01-25T14:32:00Z
W001246,L0050,21,300,621,32,8,train,2025-01-25T14:40:00Z
W001247,L0050,22,300,621,32,8,train,2025-01-25T14:48:00Z
W001248,L0050,23,300,621,32,8,train,2025-01-25T14:56:00Z
W001249,L0050,24,300,621,32,8,train,2025-01-25T15:04:00Z
W001250,L0050,25,300,621,32,8,train,2025-01-25T15:12:00Z
W001251,L0051,1,300,621,32,12,train,2025-01-26T00:00:00Z
W001252,L0051,2,300,621,32,12,train,2025-01-26T00:08:00Z
W001253,L0051,3,300,621,32,12,train,2025-01-26T00:16:00Z
W001254,L0051,4,300,621,32,12,train,2025-01-26T00:24:00Z
W001255,L0051,5,300,621,32,12,train,2025-01-26T00:32:00Z
W001256,L0051,6,300,621,32,12,train,2025-01-26T00:40:00Z
W001257,L0051,7,300,621,32,12,train,2025-01-26T00:48:00Z
W001258,L0051,8,300,621,32,12,train,2025-01-26T00:56:00Z
W001259,L0051,9,300,621,32,12,train,2025-01-26T01:04:00Z
W001260,L0051,10,300,621,32,12,train,2025-01-26T01:12:00Z
W001261,L0051,11,300,621,32,12,train,2025-01-26T01:20:00Z
W001262,L0051,12,300,621,32,12,train,2025-01-26T01:28:00Z
W001263,L0051,13,300,621,32,12,train,2025-01-26T01:36:00Z
W001264,L0051,14,300,621,32,12,train,2025-01-26T01:44:00Z
W001265,L0051,15,300,621,32,12,train,2025-01-26T01:52:00Z
W001266,L0051,16,300,621,32,12,train,2025-01-26T02:00:00Z
W001267,L0051,17,300,621,32,12,train,2025-01-26T02:08:00Z
W001268,L0051,18,300,621,32,12,train,2025-01-26T02:16:00Z
W001269,L0051,19,300,621,32,12,train,2025-01-26T02:24:00Z
W001270,L0051,20,300,621,32,12,train,2025-01-26T02:32:00Z
W001271,L0051,21,300,621,32,12,train,2025-01-26T02:40:00Z
W001272,L0051,22,300,621,32,12,train,2025-01-26T02:48:00Z
W001273,L0051,23,300,621,32,12,train,2025-01-26T02:56:00Z
W001274,L0051,24,300,621,32,12,train,2025-01-26T03:04:00Z
W001275,L0051,25,300,621,32,12,train,2025-01-26T03:12:00Z
W001276,L0052,1,300,621,32,12,train,2025-01-26T12:00:00Z
W001277,L0052,2,300,621,32,12,train,2025-01-26T12:08:00Z
W001278,L0052,3,300,621,32,12,train,2025-01-26T12:16:00Z
W001279,L0052,4,300,621,32,12,train,2025-01-26T12:24:00Z
W001280,L0052,5,300,621,32,12,train,2025-01-26T12:32:00Z
W001281,L0052,6,300,621,32,12,train,2025-01-26T12:40:00Z
W001282,L0052,7,300,621,32,12,train,2025-01-26T12:48:00Z
W001283,L0052,8,300,621,32,12,train,2025-01-26T12:56:00Z
W001284,L0052,9,300,621,32,12,train,2025-01-26T13:04:00Z
W001285,L0052,10,300,621,32,12,train,2025-01-26T13:12:00Z
W001286,L0052,11,300,621,32,12,train,2025-01-26T13:20:00Z
W001287,L0052,12,300,621,32,12,train,2025-01-26T13:28:00Z
W001288,L0052,13,300,621,32,12,train,2025-01-26T13:36:00Z
W001289,L0052,14,300,621,32,12,train,2025-01-26T13:44:00Z
W001290,L0052,15,300,621,32,12,train,2025-01-26T13:52:00Z
W001291,L0052,16,300,621,32,12,train,2025-01-26T14:00:00Z
W001292,L0052,17,300,621,32,12,train,2025-01-26T14:08:00Z
W001293,L0052,18,300,621,32,12,train,2025-01-26T14:16:00Z
W001294,L0052,19,300,621,32,12,train,2025-01-26T14:24:00Z
W001295,L0052,20,300,621,32,12,train,2025-01-26T14:32:00Z
W001296,L0052,21,300,621,32,12,train,2025-01-26T14:40:00Z
W001297,L0052,22,300,621,32,12,train,2025-01-26T14:48:00Z
W001298,L0052,23,300,621,32,12,train,2025-01-26T14:56:00Z
W001299,L0052,24,300,621,32,12,train,2025-01-26T15:04:00Z
W001300,L0052,25,300,621,32,12,train,2025-01-26T15:12:00Z
W001301,L0053,1,300,621,32,8,train,2025-01-27T00:00:00Z
W001302,L0053,2,300,621,32,8,train,2025-01-27T00:08:00Z
W001303,L0053,3,300,621,32,8,train,2025-01-27T00:16:00Z
W001304,L0053,4,300,621,32,8,train,2025-01-27T00:24:00Z
W001305,L0053,5,300,621,32,8,train,2025-01-27T00:32:00Z
W001306,L0053,6,300,621,32,8,train,2025-01-27T00:40:00Z
W001307,L0053,7,300,621,32,8,train,2025-01-27T00:48:00Z
W001308,L0053,8,300,621,32,8,train,2025-01-27T00:56:00Z
W001309,L0053,9,300,621,32,8,train,2025-01-27T01:04:00Z
W001310,L0053,10,300,621,32,8,train,2025-01-27T01:12:00Z
W001311,L0053,11,300,621,32,8,train,2025-01-27T01:20:00Z
W001312,L0053,12,300,621,32,8,train,2025-01-27T01:28:00Z
W001313,L0053,13,300,621,32,8,train,2025-01-27T01:36:00Z
W001314,L0053,14,300,621,32,8,train,2025-01-27T01:44:00Z
W001315,L0053,15,300,621,32,8,train,2025-01-27T01:52:00Z
W001316,L0053,16,300,621,32,8,train,2025-01-27T02:00:00Z
W001317,L0053,17,300,621,32,8,train,2025-01-27T02:08:00Z
W001318,L0053,18,300,621,32,8,train,2025-01-27T02:16:00Z
W001319,L0053,19,300,621,32,8,train,2025-01-27T02:24:00Z
W001320,L0053,20,300,621,32,8,train,2025-01-27T02:32:00Z
W001321,L0053,21,300,621,32,8,train,2025-01-27T02:40:00Z
W001322,L0053,22,300,621,32,8,train,2025-01-27T02:48:00Z
W001323,L0053,23,300,621,32,8,train,2025-01-27T02:56:00Z
W001324,L0053,24,300,621,32,8,train,2025-01-27T03:04:00Z
W001325,L0053,25,300,621,32,8,train,2025-01-27T03:12:00Z
W001326,L0054,1,300,621,32,12,train,2025-01-27T12:00:00Z
W001327,L0054,2,300,621,32,12,train,2025-01-27T12:08:00Z
W001328,L0054,3,300,621,32,12,train,2025-01-27T12:16:00Z
W001329,L0054,4,300,621,32,12,train,2025-01-27T12:24:00Z
W001330,L0054,5,300,621,32,12,train,2025-01-27T12:32:00Z
W001331,L0054,6,300,621,32,12,train,2025-01-27T12:40:00Z
W001332,L0054,7,300,621,32,12,train,2025-01-27T12:48:00Z
W001333,L0054,8,300,621,32,12,train,2025-01-27T12:56:00Z
W001334,L0054,9,300,621,32,12,train,2025-01-27T13:04:00Z
W001335,L0054,10,300,621,32,12,train,2025-01-27T13:12:00Z
W001336,L0054,11,300,621,32,12,train,2025-01-27T13:20:00Z
W001337,L0054,12,300,621,32,12,train,2025-01-27T13:28:00Z
W001338,L0054,13,300,621,32,12,train,2025-01-27T13:36:00Z
W001339,L0054,14,300,621,32,12,train,2025-01-27T13:44:00Z
W001340,L0054,15,300,621,32,12,train,2025-01-27T13:52:00Z
W001341,L0054,16,300,621,32,12,train,2025-01-27T14:00:00Z
