run_id,wafer_id,process_step,process_order,tool_id,chamber_id,recipe_id,start_time_utc,end_time_utc,duration_sec,temperature_c,pressure_torr,gas_flow_sccm,etch_rate_nm_min,rf_source_power_w,temperature_std_c,temperature_slope_c_min,wafers_since_chamber_clean,hours_since_maintenance,consumable_age_cycles,alarm_count_run,cleanroom_humidity_pct,airborne_particles_per_m3
R0013337,W001337,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H12_V1,2025-01-28T05:28:00Z,2025-01-28T05:32:01Z,241.84541,351.23397,0.99488004,793.98917,,251.63931,0.70572867,-0.0041292379,47,180.13333,167,0,41.126395,3
R0013338,W001338,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H12_V1,2025-01-28T05:36:00Z,2025-01-28T05:40:04Z,244.16418,351.26384,1.0100621,786.83607,,254.82206,0.87324808,0.0078374345,47,180.13333,167,0,42.41282,3
R0013339,W001339,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H12_V1,2025-01-28T05:44:00Z,2025-01-28T05:48:08Z,248.2266,351.82745,1.0014574,787.22661,,260.37381,1.125436,0.0076450704,47,180.13333,167,0,41.862593,2
R0013340,W001340,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H12_V1,2025-01-28T05:52:00Z,2025-01-28T05:56:00Z,240.13335,349.9422,1.0253824,817.7156,,252.56795,0.7,0.003062649,47,180.13333,167,0,43.422485,3
R0013341,W001341,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H12_V1,2025-01-28T06:00:00Z,2025-01-28T06:03:51Z,231.34423,347.69058,0.98834112,800.42532,,252.3559,0.72719866,0.014346851,47,180.13333,167,0,43.091735,2
R0013342,W001342,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H12_V1,2025-01-28T06:08:00Z,2025-01-28T06:12:06Z,246.84685,349.74514,1.0240156,794.74726,,249.66682,0.92217551,0.00041303661,47,180.13333,167,0,43.43469,6
R0013343,W001343,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H12_V1,2025-01-28T06:16:00Z,2025-01-28T06:20:01Z,241.89789,348.43131,1.0072076,785.78689,,248.88916,0.7,0.032385171,47,180.13333,167,0,42.145479,4
R0013344,W001344,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H12_V1,2025-01-28T06:24:00Z,2025-01-28T06:28:03Z,243.62075,348.64899,0.97837248,811.01874,,248.64856,0.7,0.033159372,47,180.13333,167,0,42.553301,3
R0013345,W001345,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H12_V1,2025-01-28T06:32:00Z,2025-01-28T06:35:57Z,237.56674,349.35079,0.96161255,796.91659,,245.67929,0.72411526,-0.0014145734,48,181.2,168,0,44.84543,6
R0013346,W001346,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H12_V1,2025-01-28T06:40:00Z,2025-01-28T06:44:02Z,242.14856,351.04963,1.0392511,808.25683,,250.07291,0.85185807,0.0084283319,48,181.2,168,0,44.267694,2
R0013347,W001347,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H12_V1,2025-01-28T06:48:00Z,2025-01-28T06:52:07Z,247.12154,352.77719,1.0773397,789.71842,,262.60148,1.1429704,0.0067173086,48,181.2,168,0,42.808391,2
R0013348,W001348,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H12_V1,2025-01-28T06:56:00Z,2025-01-28T06:59:58Z,238.08079,349.52632,0.9885597,798.17808,,246.60803,0.7,0.016973438,48,181.2,168,0,44.127125,3
R0013349,W001349,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H12_V1,2025-01-28T07:04:00Z,2025-01-28T07:07:59Z,239.45646,350.13822,0.99343157,826.38603,,252.24901,0.76645924,-0.0050729139,48,181.2,168,0,43.407463,1
R0013350,W001350,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H12_V1,2025-01-28T07:12:00Z,2025-01-28T07:16:08Z,248.80121,350.52196,1.0222293,792.56511,,256.30261,0.9718739,0.019942225,48,181.2,168,0,41.731208,2
R0013351,W001351,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H8_V1,2025-01-28T16:00:00Z,2025-01-28T16:03:56Z,236.72372,348.37651,0.9870242,780.03734,,242.22954,0.7,0.013810312,48,189.86667,168,0,41.972364,2
R0013352,W001352,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H8_V1,2025-01-28T16:08:00Z,2025-01-28T16:11:51Z,231.41939,349.93581,0.99476608,809.30566,,248.87793,0.7,0.056203356,48,189.86667,168,0,41.026539,1
R0013353,W001353,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H8_V1,2025-01-28T16:16:00Z,2025-01-28T16:19:55Z,235.56821,349.01271,1.0019373,792.56167,,247.69481,0.7,0.018730874,49,190.93333,169,0,40.691633,3
R0013354,W001354,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H8_V1,2025-01-28T16:24:00Z,2025-01-28T16:28:00Z,240.88652,347.08611,0.99047814,796.35257,,250.41889,0.76479943,-0.0059423514,49,190.93333,169,0,41.13856,7
R0013355,W001355,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H8_V1,2025-01-28T16:32:00Z,2025-01-28T16:36:12Z,252.15931,351.27343,1.0373873,775.27458,,254.28114,1.129576,0.0015069406,49,190.93333,169,1,40.253335,3
R0013356,W001356,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H8_V1,2025-01-28T16:40:00Z,2025-01-28T16:43:57Z,237.54226,350.43722,0.97825287,808.93445,,247.03728,0.7,0.0116583,49,190.93333,169,0,42.541722,2
R0013357,W001357,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H8_V1,2025-01-28T16:48:00Z,2025-01-28T16:51:50Z,230.65426,348.50678,1.0236393,790.13072,,247.32759,0.7,-0.0017818138,49,190.93333,169,0,43.003743,1
R0013358,W001358,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H8_V1,2025-01-28T16:56:00Z,2025-01-28T17:00:03Z,243.10651,351.33918,1.0424622,801.61133,,254.07938,0.90018108,0.0041050076,49,190.93333,169,0,42.789132,1
R0013359,W001359,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H8_V1,2025-01-28T17:04:00Z,2025-01-28T17:08:00Z,240.43688,349.28341,1.0088764,803.1679,,254.32699,0.7,-0.042082475,49,190.93333,169,0,40.445859,3
R0013360,W001360,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H8_V1,2025-01-28T17:12:00Z,2025-01-28T17:15:56Z,236.23029,348.86669,0.99730922,792.92069,,246.97676,0.7,0.0097822536,49,190.93333,169,0,40.293764,2
R0013361,W001361,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H8_V1,2025-01-28T17:20:00Z,2025-01-28T17:24:06Z,246.25575,350.98163,0.97714912,801.81833,,248.81605,0.7,0.013175683,50,192,170,0,41.87979,2
R0013362,W001362,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H8_V1,2025-01-28T17:28:00Z,2025-01-28T17:31:57Z,237.87243,350.01663,1.0100119,803.0874,,251.63515,0.74638167,0.015807345,50,192,170,0,41.971098,3
R0013363,W001363,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H8_V1,2025-01-28T17:36:00Z,2025-01-28T17:40:02Z,242.61989,352.22691,1.0819721,789.7255,,259.16893,1.0896045,0.0069387571,50,192,170,1,42.182461,4
R0013364,W001364,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H8_V1,2025-01-28T17:44:00Z,2025-01-28T17:47:59Z,239.55678,348.79161,1.0189053,805.90249,,249.28582,0.7,0.030060532,50,192,170,0,40.000657,3
R0013365,W001365,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H8_V1,2025-01-28T17:52:00Z,2025-01-28T17:55:56Z,236.02546,350.90459,0.9966156,802.37096,,247.06877,0.7,0.010208154,50,192,170,0,40.605297,0
R0013366,W001366,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H8_V1,2025-01-28T18:00:00Z,2025-01-28T18:04:08Z,248.33742,349.32819,1.0063785,798.6652,,259.77391,0.91656153,0.016183374,50,192,170,0,40.821463,3
R0013367,W001367,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H8_V1,2025-01-28T18:08:00Z,2025-01-28T18:12:01Z,241.82685,350.06359,0.97600973,800.99273,,244.71787,0.7,0.011930836,50,192,170,0,40.237042,1
R0013368,W001368,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H8_V1,2025-01-28T18:16:00Z,2025-01-28T18:20:02Z,242.53472,347.58811,0.98019349,795.89458,,250.3154,0.7,-0.0026277406,50,192,170,0,42.251284,2
R0013369,W001369,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H8_V1,2025-01-28T18:24:00Z,2025-01-28T18:28:03Z,243.8754,351.07284,0.99179117,800.82455,,254.76398,0.79232346,-0.01012125,51,193.06667,171,0,40.525305,3
R0013370,W001370,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H8_V1,2025-01-28T18:32:00Z,2025-01-28T18:36:04Z,244.49962,351.19667,1.0054648,789.18003,,256.63255,0.76080555,0.016421581,51,193.06667,171,0,41.516581,3
R0013371,W001371,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H8_V1,2025-01-28T18:40:00Z,2025-01-28T18:44:13Z,253.61912,351.46673,1.0752167,816.02349,,270.86954,1.2955402,-0.0031999419,51,193.06667,171,0,41.472258,1
R0013372,W001372,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H8_V1,2025-01-28T18:48:00Z,2025-01-28T18:51:56Z,236.24539,348.30092,0.97325376,807.52448,,250.38312,0.7,0.033036029,51,193.06667,171,0,41.181529,0
R0013373,W001373,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H8_V1,2025-01-28T18:56:00Z,2025-01-28T19:00:00Z,240.21122,348.65059,0.96866768,791.32201,,244.23524,0.7,-0.011017171,51,193.06667,171,0,41.045911,1
R0013374,W001374,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H8_V1,2025-01-28T19:04:00Z,2025-01-28T19:08:01Z,241.00202,349.61214,1.0135841,795.56007,,254.92336,0.88395992,0.002999943,51,193.06667,171,0,41.92674,3
R0013375,W001375,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H8_V1,2025-01-28T19:12:00Z,2025-01-28T19:16:00Z,240.1197,350.31495,0.97663512,811.02136,,251.31868,0.7,-0.0056060511,51,193.06667,171,0,41.404849,1
R0013376,W001376,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H12_V1,2025-01-29T04:00:00Z,2025-01-29T04:03:55Z,235.82372,348.84584,0.98076389,795.9695,,250.27781,0.7,0.041553842,51,201.73333,171,0,42.991877,1
R0013377,W001377,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H12_V1,2025-01-29T04:08:00Z,2025-01-29T04:12:01Z,241.59869,350.45049,0.98521509,804.57659,,245.32767,0.7,0.056384299,52,202.8,172,0,43.645587,0
R0013378,W001378,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H12_V1,2025-01-29T04:16:00Z,2025-01-29T04:20:01Z,241.03128,351.95263,1.0149715,796.28938,,253.20631,0.84737249,0.010628594,52,202.8,172,0,43.847353,4
R0013379,W001379,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H12_V1,2025-01-29T04:24:00Z,2025-01-29T04:28:08Z,248.71408,352.52953,1.0403716,793.69517,,265.41921,1.228846,0.0096564005,52,202.8,172,1,42.669065,2
R0013380,W001380,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H12_V1,2025-01-29T04:32:00Z,2025-01-29T04:36:03Z,243.44975,350.41576,0.98408603,795.65997,,250.87827,0.7,0.023801048,52,202.8,172,0,42.693172,6
R0013381,W001381,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H12_V1,2025-01-29T04:40:00Z,2025-01-29T04:43:57Z,237.12358,349.59803,0.99367958,791.68019,,247.37624,0.7,-0.0076612833,52,202.8,172,0,42.13722,0
R0013382,W001382,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H12_V1,2025-01-29T04:48:00Z,2025-01-29T04:51:56Z,236.11516,350.39037,1.0127041,787.06207,,253.26954,0.87473465,-0.027549795,52,202.8,172,0,43.232193,5
R0013383,W001383,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H12_V1,2025-01-29T04:56:00Z,2025-01-29T05:00:06Z,246.93724,350.62363,1.0229873,810.2737,,252.05261,0.74594959,0.0077210588,52,202.8,172,0,43.084976,3
R0013384,W001384,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H12_V1,2025-01-29T05:04:00Z,2025-01-29T05:07:57Z,237.97869,347.15929,0.97794662,806.37995,,248.10499,0.7,-0.0019319049,52,202.8,172,0,45.635797,2
R0013385,W001385,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H12_V1,2025-01-29T05:12:00Z,2025-01-29T05:15:59Z,239.55374,350.68575,1.0178597,788.6927,,247.71374,0.7,0.024791262,53,203.86667,173,0,42.624053,4
R0013386,W001386,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H12_V1,2025-01-29T05:20:00Z,2025-01-29T05:24:04Z,244.69594,350.82817,0.99739138,779.17403,,252.9395,0.85170146,-0.023284256,53,203.86667,173,0,42.847785,5
R0013387,W001387,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H12_V1,2025-01-29T05:28:00Z,2025-01-29T05:32:06Z,246.74282,352.07101,1.0667547,802.96248,,262.2569,1.1914367,0.0097178575,53,203.86667,173,0,42.043963,4
R0013388,W001388,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H12_V1,2025-01-29T05:36:00Z,2025-01-29T05:40:02Z,242.14482,350.85168,1.015747,793.61361,,252.05801,0.75545278,0.025794016,53,203.86667,173,0,42.947348,1
R0013389,W001389,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H12_V1,2025-01-29T05:44:00Z,2025-01-29T05:47:55Z,235.52508,349.02052,0.96988448,791.08867,,247.89903,0.7,0.029615081,53,203.86667,173,0,43.377441,4
R0013390,W001390,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H12_V1,2025-01-29T05:52:00Z,2025-01-29T05:56:11Z,251.10484,352.22513,1.0061793,793.71269,,253.99809,0.88477339,0.032446735,53,203.86667,173,0,42.834545,5
R0013391,W001391,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H12_V1,2025-01-29T06:00:00Z,2025-01-29T06:03:57Z,237.99302,350.17516,0.9957182,795.89505,,252.84372,0.70337698,0.033152601,53,203.86667,173,0,43.322454,2
R0013392,W001392,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H12_V1,2025-01-29T06:08:00Z,2025-01-29T06:11:57Z,237.43071,348.22037,0.9858166,813.9214,,247.29385,0.7,0.024625812,53,203.86667,173,0,42.336066,0
R0013393,W001393,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H12_V1,2025-01-29T06:16:00Z,2025-01-29T06:20:02Z,242.16321,350.14752,0.99596939,799.46534,,247.07425,0.73332627,0.037350707,54,204.93333,174,0,43.546496,5
R0013394,W001394,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H12_V1,2025-01-29T06:24:00Z,2025-01-29T06:28:10Z,250.97819,350.75599,0.99375752,785.2591,,254.55076,0.80509446,0.0014034166,54,204.93333,174,0,44.133047,5
R0013395,W001395,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H12_V1,2025-01-29T06:32:00Z,2025-01-29T06:36:09Z,249.65668,353.74664,1.0656412,806.92817,,261.39129,1.2245929,0.0017700188,54,204.93333,174,0,43.900922,5
R0013396,W001396,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H12_V1,2025-01-29T06:40:00Z,2025-01-29T06:43:57Z,237.56153,350.71775,0.98518673,809.02076,,251.78346,0.7,-0.026147412,54,204.93333,174,0,42.663536,1
R0013397,W001397,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H12_V1,2025-01-29T06:48:00Z,2025-01-29T06:52:00Z,240.85594,349.57801,0.98297312,770.42194,,249.50276,0.70170275,0.0013273835,54,204.93333,174,0,42.749397,2
R0013398,W001398,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H12_V1,2025-01-29T06:56:00Z,2025-01-29T07:00:03Z,243.90004,350.90553,1.0276316,817.23776,,257.80786,0.93281638,-0.0090063586,54,204.93333,174,0,43.739126,1
R0013399,W001399,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H12_V1,2025-01-29T07:04:00Z,2025-01-29T07:07:56Z,236.88578,349.1839,1.0129174,841.60748,,252.33017,0.71391202,-0.011790483,54,204.93333,174,0,43.921005,1
R0013400,W001400,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H12_V1,2025-01-29T07:12:00Z,2025-01-29T07:15:57Z,237.1647,347.2122,1.0006654,799.81495,,245.81915,0.7,-0.03549752,54,204.93333,174,0,42.628364,3
R0013401,W001401,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H12_V1,2025-01-29T16:00:00Z,2025-01-29T16:04:01Z,241.7035,349.36475,0.97537399,775.2624,,251.59265,0.7,-0.0031965867,55,214.66667,175,0,40.971206,1
R0013402,W001402,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H12_V1,2025-01-29T16:08:00Z,2025-01-29T16:11:56Z,236.49186,348.63211,0.98991467,796.73012,,249.14525,0.70941436,-0.018744816,55,214.66667,175,0,41.000951,0
R0013403,W001403,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H12_V1,2025-01-29T16:16:00Z,2025-01-29T16:20:11Z,251.64525,352.43256,1.058156,775.52865,,258.50625,1.1596718,-0.015849561,55,214.66667,175,0,41.517025,4
R0013404,W001404,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H12_V1,2025-01-29T16:24:00Z,2025-01-29T16:27:57Z,237.69175,349.49225,1.0025775,808.01138,,246.78732,0.7,0.0022567915,55,214.66667,175,0,42.17627,4
R0013405,W001405,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H12_V1,2025-01-29T16:32:00Z,2025-01-29T16:36:01Z,241.36563,349.82743,0.99841221,804.11011,,243.79198,0.7,-0.0047537823,55,214.66667,175,0,40.890787,1
R0013406,W001406,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H12_V1,2025-01-29T16:40:00Z,2025-01-29T16:44:02Z,242.98394,351.44745,0.99804725,819.42565,,248.6038,0.79956374,0.0073144342,55,214.66667,175,0,39.911237,0
R0013407,W001407,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H12_V1,2025-01-29T16:48:00Z,2025-01-29T16:52:03Z,243.28979,350.73819,0.96265497,795.48071,,247.88978,0.7,0.014696621,55,214.66667,175,0,41.39954,3
R0013408,W001408,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H12_V1,2025-01-29T16:56:00Z,2025-01-29T16:59:59Z,239.64343,351.22348,0.95765317,817.47638,,249.80993,0.7,-0.017086913,55,214.66667,175,0,42.355884,1
R0013409,W001409,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H12_V1,2025-01-29T17:04:00Z,2025-01-29T17:08:00Z,240.02508,350.07749,1.0034064,792.67953,,250.64425,0.7,0.00023431132,56,215.73333,176,0,41.281357,4
R0013410,W001410,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H12_V1,2025-01-29T17:12:00Z,2025-01-29T17:16:07Z,247.30039,352.40579,1.0233227,793.18981,,254.061,0.84129951,-0.016824548,56,215.73333,176,0,40.369671,3
R0013411,W001411,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H12_V1,2025-01-29T17:20:00Z,2025-01-29T17:24:02Z,242.74883,354.39301,1.0353648,802.0044,,259.99526,1.1668902,-0.029367754,56,215.73333,176,0,40.026564,0
R0013412,W001412,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H12_V1,2025-01-29T17:28:00Z,2025-01-29T17:31:54Z,234.43829,347.9664,0.98639603,790.7327,,244.03158,0.7,-0.033051663,56,215.73333,176,0,40.676272,1
R0013413,W001413,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H12_V1,2025-01-29T17:36:00Z,2025-01-29T17:39:59Z,239.89679,349.09695,1.0064609,814.83154,,247.32084,0.7,0.048959902,56,215.73333,176,0,42.146035,1
R0013414,W001414,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H12_V1,2025-01-29T17:44:00Z,2025-01-29T17:48:05Z,245.59381,353.18265,1.0091803,778.26516,,254.13482,0.90648853,0.020054077,56,215.73333,176,0,40.813991,0
R0013415,W001415,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H12_V1,2025-01-29T17:52:00Z,2025-01-29T17:56:06Z,246.5973,351.06899,0.96864583,809.49708,,250.7065,0.7,0.026529152,56,215.73333,176,1,40.194879,5
R0013416,W001416,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H12_V1,2025-01-29T18:00:00Z,2025-01-29T18:03:59Z,239.52337,349.04887,0.98365956,792.25609,,247.99264,0.7,-0.0086789149,56,215.73333,176,1,41.07484,2
R0013417,W001417,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H12_V1,2025-01-29T18:08:00Z,2025-01-29T18:11:59Z,239.27886,348.8399,1.0213466,796.72038,,250.44022,0.7,0.025887044,57,216.8,177,0,41.815419,1
R0013418,W001418,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H12_V1,2025-01-29T18:16:00Z,2025-01-29T18:19:58Z,238.91204,348.19007,1.0002019,806.75605,,251.2836,0.73442286,-0.010924239,57,216.8,177,0,41.216746,3
R0013419,W001419,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H12_V1,2025-01-29T18:24:00Z,2025-01-29T18:28:12Z,252.79919,352.02406,1.0681486,789.0516,,265.33048,1.1864664,0.025014962,57,216.8,177,2,42.702591,2
R0013420,W001420,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H12_V1,2025-01-29T18:32:00Z,2025-01-29T18:35:52Z,232.69421,347.8179,0.97320819,800.9017,,247.09868,0.7,-0.0019922806,57,216.8,177,0,41.131548,0
R0013421,W001421,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H12_V1,2025-01-29T18:40:00Z,2025-01-29T18:43:59Z,239.51229,349.78013,1.0027703,784.05839,,249.90359,0.7,0.016644709,57,216.8,177,0,40.269632,5
R0013422,W001422,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H12_V1,2025-01-29T18:48:00Z,2025-01-29T18:52:03Z,243.60344,350.96403,1.0150567,771.14418,,247.33451,0.85936766,-0.0012529324,57,216.8,177,0,41.173795,5
R0013423,W001423,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H12_V1,2025-01-29T18:56:00Z,2025-01-29T19:00:02Z,242.76171,349.34865,0.9809298,809.893,,248.60579,0.7,0.016968689,57,216.8,177,0,41.063965,4
R0013424,W001424,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H12_V1,2025-01-29T19:04:00Z,2025-01-29T19:07:55Z,235.22534,348.13869,0.96258726,804.05398,,245.36419,0.7,0.00060817481,57,216.8,177,1,40.451659,5
R0013425,W001425,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C01,R_DEPOSITION_H12_V1,2025-01-29T19:12:00Z,2025-01-29T19:16:05Z,245.64017,348.95781,0.99149669,809.52649,,250.53446,0.7,0.040396309,58,217.86667,178,0,42.188957,1
R0013426,W001426,DEPOSITION,3,DEPOSITION_T01,DEPOSITION_C02,R_DEPOSITION_H12_V1,2025-01-30T04:00:00Z,2025-01-30T04:03:59Z,239.56826,350.69952,0.99410303,770.16633,,250.10295,0.81239479,-0.0049977727,58,226.53333,178,1,42.174314,2
R0013427,W001427,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C03,R_DEPOSITION_H12_V1,2025-01-30T04:08:00Z,2025-01-30T04:12:02Z,242.75271,350.07657,1.0265407,802.81426,,256.76915,0.83990354,0.031809246,58,226.53333,178,0,42.547438,2
R0013428,W001428,DEPOSITION,3,DEPOSITION_T02,DEPOSITION_C04,R_DEPOSITION_H12_V1,2025-01-30T04:16:00Z,2025-01-30T04:19:57Z,237.94015,348.33197,0.99440702,799.33051,,244.94888,0.7,-0.0064085807,58,226.53333,178,0,41.839452,1
R0013429,W001429,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C05,R_DEPOSITION_H12_V1,2025-01-30T04:24:00Z,2025-01-30T04:27:55Z,235.65504,347.72228,0.97444997,793.07334,,242.14845,0.7,-0.0045354378,58,226.53333,178,0,42.055083,2
R0013430,W001430,DEPOSITION,3,DEPOSITION_T03,DEPOSITION_C06,R_DEPOSITION_H12_V1,2025-01-30T04:32:00Z,2025-01-30T04:36:02Z,242.64695,348.92459,1.0345589,805.57216,,251.80982,0.90609198,-0.0039239933,58,226.53333,178,0,41.503036,1
R0013431,W001431,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C07,R_DEPOSITION_H12_V1,2025-01-30T04:40:00Z,2025-01-30T04:44:02Z,242.58903,349.33017,0.9961708,807.0197,,252.49345,0.70997953,0.014594518,58,226.53333,178,0,42.161099,1
R0013432,W001432,DEPOSITION,3,DEPOSITION_T04,DEPOSITION_C08,R_DEPOSITION_H12_V1,2025-01-30T04:48:00Z,2025-01-30T04:52:06Z,246.30499,349.11637,0.96780731,783.42369,,248.45841,0.7,0.0035833969,58,226.53333,178,0,42.260715,3
