base_die_id,base_lot_id,receiving_lot_id,base_die_source,probe_time_utc,base_die_thickness_um,base_leakage_current_ua,base_probe_pass,split,inventory_status
B0006158,BL0075,L0075,synthetic_internal_HBM3E,2025-02-12T00:00:00Z,50.205961,0.827416,1,train,eligible_unassigned
B0006159,BL0075,L0075,synthetic_internal_HBM3E,2025-02-12T00:00:00Z,49.960231,0.88189102,1,train,eligible_unassigned
B0006160,BL0075,L0075,synthetic_internal_HBM3E,2025-02-12T00:00:00Z,49.706725,0.92216952,1,train,eligible_unassigned
B0006161,BL0075,L0075,synthetic_internal_HBM3E,2025-02-12T00:00:00Z,50.134232,0.90292767,1,train,eligible_unassigned
B0006162,BL0075,L0075,synthetic_internal_HBM3E,2025-02-12T00:00:00Z,50.418237,1.5937863,1,train,eligible_unassigned
B0006163,BL0075,L0075,synthetic_internal_HBM3E,2025-02-12T00:00:00Z,49.759298,1.1404832,1,train,eligible_unassigned
B0006164,BL0075,L0075,synthetic_internal_HBM3E,2025-02-12T00:00:00Z,49.83446,1.2511457,1,train,eligible_unassigned
B0006165,BL0075,L0075,synthetic_internal_HBM3E,2025-02-12T00:00:00Z,50.225522,1.1874956,1,train,eligible_unassigned
B0006166,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.024478,1.6761309,1,train,assembled
B0006167,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.046509,0.92908849,1,train,assembled
B0006168,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.102219,0.99119939,1,train,assembled
B0006169,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.932761,1.1847042,1,train,assembled
B0006170,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.318974,0.77968692,1,train,assembled
B0006171,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.050244,1.0427084,1,train,assembled
B0006172,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.419902,1.2161002,1,train,assembled
B0006173,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.94834,1.3318448,1,train,assembled
B0006174,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.227382,1.0395088,1,train,assembled
B0006175,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.50939,1.3096343,1,train,assembled
B0006176,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.798759,1.5474647,1,train,assembled
B0006177,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.460934,1.2074666,1,train,assembled
B0006178,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.297215,0.99721445,1,train,assembled
B0006179,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.882066,1.0929753,1,train,assembled
B0006180,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.837329,0.85019803,1,train,assembled
B0006181,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.98209,1.0755678,1,train,assembled
B0006182,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.007101,1.0345547,1,train,assembled
B0006183,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.577388,0.97291501,1,train,assembled
B0006184,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.353055,1.0228229,1,train,assembled
B0006185,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.186676,0.95995556,1,train,assembled
B0006186,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.878455,1.081374,1,train,assembled
B0006187,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.947912,0.94481921,1,train,assembled
B0006188,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.003341,0.94796216,1,train,assembled
B0006189,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.733255,1.1133284,1,train,assembled
B0006190,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.116039,1.2430771,1,train,assembled
B0006191,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.259879,1.2042062,1,train,assembled
B0006192,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.124996,1.303074,1,train,assembled
B0006193,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.064024,0.93261253,1,train,assembled
B0006194,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.445247,1.1397221,1,train,assembled
B0006195,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.819656,1.1221024,1,train,assembled
B0006196,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.297042,1.6419432,0,train,rejected
B0006197,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.728155,0.80916362,1,train,assembled
B0006198,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.970934,1.1409255,1,train,assembled
B0006199,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.026925,1.0055398,1,train,assembled
B0006200,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.745829,1.6047379,1,train,assembled
B0006201,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.473182,1.5699096,1,train,assembled
B0006202,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.830752,0.98531214,1,train,assembled
B0006203,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.471779,1.3351912,1,train,assembled
B0006204,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.625846,1.0937476,1,train,assembled
B0006205,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.374872,1.8141408,1,train,assembled
B0006206,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.143832,1.4694986,1,train,assembled
B0006207,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.983813,1.0191065,1,train,assembled
B0006208,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.998588,1.433187,1,train,assembled
B0006209,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.875508,1.0420863,1,train,assembled
B0006210,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.634826,1.0483376,1,train,assembled
B0006211,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.012981,1.0867702,1,train,assembled
B0006212,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.265687,1.1801048,1,train,assembled
B0006213,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.19962,1.1202104,1,train,assembled
B0006214,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.96701,0.95286918,1,train,assembled
B0006215,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.630474,0.79853617,1,train,assembled
B0006216,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.151276,0.75307595,1,train,assembled
B0006217,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.941648,1.2199023,1,train,assembled
B0006218,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.916254,0.97197584,1,train,assembled
B0006219,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.29927,1.0060809,1,train,assembled
B0006220,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.417878,1.0253833,1,train,assembled
B0006221,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.631904,1.1014472,1,train,assembled
B0006222,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.153361,1.1628069,1,train,assembled
B0006223,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.910276,1.1733871,1,train,assembled
B0006224,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.114792,1.2419477,1,train,assembled
B0006225,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.792589,1.4059674,1,train,assembled
B0006226,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.495352,0.94794748,1,train,assembled
B0006227,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.116625,0.81775616,1,train,assembled
B0006228,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.291639,1.0742257,1,train,assembled
B0006229,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.270205,1.4561016,1,train,assembled
B0006230,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.032843,0.96027928,1,train,assembled
B0006231,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.88972,1.3180596,0,train,rejected
B0006232,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.548334,1.0025235,1,train,assembled
B0006233,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.944236,1.1898887,1,train,assembled
B0006234,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.748184,1.0685386,1,train,assembled
B0006235,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.124391,0.92191879,1,train,assembled
B0006236,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.122576,1.0175544,1,train,assembled
B0006237,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.155915,1.0363335,1,train,assembled
B0006238,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.147594,0.83186362,1,train,assembled
B0006239,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.638117,1.2591775,1,train,assembled
B0006240,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.979907,1.3471958,1,train,assembled
B0006241,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.809413,1.1672743,1,train,assembled
B0006242,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.892505,1.1138635,1,train,assembled
B0006243,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.446206,1.4166979,1,train,assembled
B0006244,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.230132,1.4541513,1,train,assembled
B0006245,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.869834,0.99606584,1,train,assembled
B0006246,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.894683,0.90941608,1,train,assembled
B0006247,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.990026,1.2090119,1,train,assembled
B0006248,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.058462,1.2730156,1,train,assembled
B0006249,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.647639,1.1884505,1,train,assembled
B0006250,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.283915,1.1131355,1,train,assembled
B0006251,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.020393,1.1580298,1,train,assembled
B0006252,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.545996,1.0779128,1,train,assembled
B0006253,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.745999,0.90750035,1,train,assembled
B0006254,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.912493,0.88956363,1,train,assembled
B0006255,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.067325,0.9714442,1,train,assembled
B0006256,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.021712,0.90124122,1,train,assembled
B0006257,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.644356,0.99385256,1,train,assembled
B0006258,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.690966,1.0208063,1,train,assembled
B0006259,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.698026,1.1692021,1,train,assembled
B0006260,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.578232,1.1082812,1,train,assembled
B0006261,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.654679,0.99286057,1,train,assembled
B0006262,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.67046,0.95041403,1,train,assembled
B0006263,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.820173,1.237306,1,train,assembled
B0006264,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.60673,0.79311225,1,train,assembled
B0006265,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.136905,1.0107953,1,train,eligible_unassigned
B0006266,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.965625,1.0148784,1,train,eligible_unassigned
B0006267,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.050264,1.2013123,1,train,eligible_unassigned
B0006268,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.525004,1.2503109,1,train,eligible_unassigned
B0006269,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.319062,0.92875752,1,train,eligible_unassigned
B0006270,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.91157,1.1448617,1,train,eligible_unassigned
B0006271,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,49.691293,0.98367184,1,train,eligible_unassigned
B0006272,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.149121,1.0850255,1,train,eligible_unassigned
B0006273,BL0076,L0076,synthetic_internal_HBM3E,2025-02-12T12:00:00Z,50.541867,0.99812497,1,train,eligible_unassigned
B0006274,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.352754,0.93297191,1,train,assembled
B0006275,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.83188,1.4743858,1,train,assembled
B0006276,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.048548,1.7001613,1,train,assembled
B0006277,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.111321,1.0159931,1,train,assembled
B0006278,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,48.708463,1.1264609,1,train,assembled
B0006279,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.589788,1.3320827,1,train,assembled
B0006280,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.001564,1.1232226,1,train,assembled
B0006281,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.294061,1.1994996,1,train,assembled
B0006282,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.348732,1.1004417,1,train,assembled
B0006283,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.977257,1.7113353,1,train,assembled
B0006284,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.993128,1.2701187,1,train,assembled
B0006285,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.263366,1.3713786,1,train,assembled
B0006286,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.677096,0.82813765,1,train,assembled
B0006287,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.128498,1.0650004,1,train,assembled
B0006288,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.831708,1.0655464,0,train,rejected
B0006289,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.018799,1.1147584,1,train,assembled
B0006290,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.388639,1.17856,1,train,assembled
B0006291,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.375881,1.2348719,1,train,assembled
B0006292,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.872234,1.1564335,1,train,assembled
B0006293,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.45523,1.2689074,1,train,assembled
B0006294,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.123115,1.3967684,1,train,assembled
B0006295,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.347747,1.2084554,1,train,assembled
B0006296,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.232773,0.99101286,1,train,assembled
B0006297,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.968539,1.1225714,1,train,assembled
B0006298,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.419392,1.2650567,1,train,assembled
B0006299,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.907935,1.1293493,1,train,assembled
B0006300,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.972915,1.3725128,1,train,assembled
B0006301,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.910466,1.0874115,1,train,assembled
B0006302,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.134909,1.4323617,1,train,assembled
B0006303,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.662588,1.4200152,1,train,assembled
B0006304,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.92339,0.91391021,1,train,assembled
B0006305,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.732759,1.1586195,1,train,assembled
B0006306,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.291112,1.3246721,1,train,assembled
B0006307,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.257395,1.2947106,1,train,assembled
B0006308,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.993085,1.0874945,1,train,assembled
B0006309,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.00502,1.055247,1,train,assembled
B0006310,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.786973,1.0333384,1,train,assembled
B0006311,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.724751,1.158719,1,train,assembled
B0006312,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.908866,1.0021226,1,train,assembled
B0006313,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.722349,1.3236572,1,train,assembled
B0006314,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.955382,1.2008745,1,train,assembled
B0006315,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.9884,1.2978342,1,train,assembled
B0006316,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.357404,1.3632944,1,train,assembled
B0006317,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.181898,1.0489803,1,train,assembled
B0006318,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.962353,1.242994,1,train,assembled
B0006319,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.293043,0.80174955,1,train,assembled
B0006320,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.812751,1.0478375,1,train,assembled
B0006321,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.369416,1.3199224,1,train,assembled
B0006322,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.928407,1.6777102,1,train,assembled
B0006323,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.773845,1.5704988,0,train,rejected
B0006324,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.665201,1.255321,1,train,assembled
B0006325,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.994067,1.1742322,1,train,assembled
B0006326,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.576186,1.5637634,1,train,assembled
B0006327,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.248011,0.8870551,1,train,assembled
B0006328,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.678239,0.63540889,1,train,assembled
B0006329,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.891644,1.1337614,1,train,assembled
B0006330,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.197008,1.2561392,1,train,assembled
B0006331,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.072272,1.9853275,1,train,assembled
B0006332,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.767325,0.87639361,1,train,assembled
B0006333,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.989672,1.2102791,1,train,assembled
B0006334,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.35006,1.0878251,1,train,assembled
B0006335,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.835495,1.1761017,1,train,assembled
B0006336,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.803492,1.1234755,1,train,assembled
B0006337,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.984816,0.99803399,1,train,assembled
B0006338,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.955915,0.76683655,1,train,assembled
B0006339,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.182394,0.99510208,1,train,assembled
B0006340,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.345697,1.7147411,1,train,eligible_unassigned
B0006341,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.453013,1.1009181,1,train,eligible_unassigned
B0006342,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.842376,1.0413342,1,train,eligible_unassigned
B0006343,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.703727,1.0933842,1,train,eligible_unassigned
B0006344,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,49.41527,1.9887363,1,train,eligible_unassigned
B0006345,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.463028,1.2352983,1,train,eligible_unassigned
B0006346,BL0077,L0077,synthetic_internal_HBM3E,2025-02-13T00:00:00Z,50.231014,2.1702392,1,train,eligible_unassigned
B0006347,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.039118,1.3940323,1,train,assembled
B0006348,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.068172,0.8643447,1,train,assembled
B0006349,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.475386,1.135822,1,train,assembled
B0006350,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.316386,0.9262135,1,train,assembled
B0006351,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.712548,1.7300424,1,train,assembled
B0006352,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.02207,1.3621301,1,train,assembled
B0006353,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.17353,1.2290082,1,train,assembled
B0006354,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.723681,1.0428072,1,train,assembled
B0006355,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.039138,1.4133677,1,train,assembled
B0006356,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.996177,1.1856926,1,train,assembled
B0006357,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.043113,0.83149485,1,train,assembled
B0006358,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.274463,1.20987,1,train,assembled
B0006359,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.099242,1.3667381,1,train,assembled
B0006360,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.243556,1.0460236,1,train,assembled
B0006361,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.47859,1.3448187,1,train,assembled
B0006362,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.001254,1.0878036,1,train,assembled
B0006363,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.345476,0.97235718,1,train,assembled
B0006364,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.247443,0.90275913,1,train,assembled
B0006365,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.63195,0.93868975,0,train,rejected
B0006366,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.02176,1.5821485,1,train,assembled
B0006367,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.496841,1.3989178,1,train,assembled
B0006368,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.176875,0.87078078,1,train,assembled
B0006369,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.293737,1.1539789,1,train,assembled
B0006370,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.356236,1.3477399,1,train,assembled
B0006371,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.553937,1.4104841,1,train,assembled
B0006372,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.42582,1.0734389,1,train,assembled
B0006373,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.74416,1.0721077,1,train,assembled
B0006374,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.677936,1.1147713,1,train,assembled
B0006375,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.928014,1.1330625,1,train,assembled
B0006376,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.517808,1.0560966,1,train,assembled
B0006377,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.356312,1.4818803,1,train,assembled
B0006378,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,50.105454,1.100368,1,train,assembled
B0006379,BL0078,L0078,synthetic_internal_HBM3E,2025-02-13T12:00:00Z,49.492874,1.2178779,1,train,assembled
