die_id,available_time_utc,tsv_count_assumed,tsv_pitch_um_assumed,tsv_diameter_um,tsv_etched_depth_um,tsv_etch_aspect_ratio,tsv_conductor_length_um,tsv_sidewall_angle_deg,tsv_liner_thickness_nm,tsv_copper_void_pct,tsv_resistance_mohm,detected_tsv_open_count,detected_tsv_short_count,tsv_continuity_pass
D0042945,2025-02-01T08:16:00Z,8192,35,4.985496,64.936033,13.02499,31.302347,89.380787,198.21561,0.2710976,30.14592,0,0,1
D0042946,2025-02-01T08:16:00Z,8192,35,4.9552807,64.861658,13.089401,30.794676,89.391817,203.65598,0.4607257,30.169628,0,0,1
D0042947,2025-02-01T08:16:00Z,8192,35,,,,30.72501,,,,30.784867,0,0,1
D0042948,2025-02-01T08:16:00Z,8192,35,,,,30.621457,,,,31.913301,0,0,1
D0042949,2025-02-01T08:16:00Z,8192,35,,,,30.831533,,,,30.097288,0,0,1
D0042950,2025-02-01T08:16:00Z,8192,35,,,,31.068971,,,,30.365376,0,0,1
D0042951,2025-02-01T08:16:00Z,8192,35,,,,30.753885,,,,29.281018,0,0,1
D0042952,2025-02-01T08:16:00Z,8192,35,4.9657435,64.909046,13.071365,30.69293,89.580041,199.14675,0.39172621,30.142297,0,0,1
D0042953,2025-02-01T08:16:00Z,8192,35,,,,30.767961,,,,30.819127,0,0,1
D0042954,2025-02-01T08:16:00Z,8192,35,4.9850483,65.010338,13.041065,31.044597,89.436653,202.44377,0.2942061,30.354537,0,0,1
D0042955,2025-02-01T08:16:00Z,8192,35,,,,30.996591,,,,28.857274,0,0,1
D0042956,2025-02-01T08:16:00Z,8192,35,,,,31.262177,,,,30.283602,0,0,1
D0042957,2025-02-01T08:16:00Z,8192,35,,,,31.220421,,,,31.308862,0,0,1
D0042958,2025-02-01T08:16:00Z,8192,35,,,,30.99354,,,,30.842197,0,0,1
D0042959,2025-02-01T08:16:00Z,8192,35,,,,31.274827,,,,29.016802,0,0,1
D0042960,2025-02-01T08:16:00Z,8192,35,,,,30.991622,,,,30.121357,0,0,1
D0042961,2025-02-01T08:16:00Z,8192,35,,,,30.85218,,,,29.965062,0,0,1
D0042962,2025-02-01T08:16:00Z,8192,35,,,,31.49147,,,,28.922434,0,0,1
D0042963,2025-02-01T08:16:00Z,8192,35,4.9743519,65.341696,13.13572,30.924207,89.486721,200.05132,0.34499744,30.776128,0,0,1
D0042964,2025-02-01T08:16:00Z,8192,35,,,,31.506676,,,,29.79022,0,0,1
D0042965,2025-02-01T08:16:00Z,8192,35,4.9311028,64.278757,13.035372,30.554214,89.434229,205.01399,0.90152044,30.228597,0,0,1
D0042966,2025-02-01T08:16:00Z,8192,35,,,,31.434264,,,,30.963892,0,0,1
D0042967,2025-02-01T08:16:00Z,8192,35,,,,30.768986,,,,29.5882,0,0,1
D0042968,2025-02-01T08:16:00Z,8192,35,,,,30.843549,,,,29.946855,0,0,1
D0042969,2025-02-01T08:16:00Z,8192,35,,,,30.780058,,,,30.292357,0,0,1
D0042970,2025-02-01T08:16:00Z,8192,35,,,,30.826171,,,,29.354647,0,0,1
D0042971,2025-02-01T08:16:00Z,8192,35,,,,30.961886,,,,31.227746,0,0,1
D0042972,2025-02-01T08:16:00Z,8192,35,,,,31.194077,,,,30.669872,0,0,1
D0042973,2025-02-01T08:16:00Z,8192,35,,,,30.847714,,,,28.857167,0,0,1
D0042974,2025-02-01T08:16:00Z,8192,35,,,,31.019579,,,,31.003054,0,0,1
D0042975,2025-02-01T08:16:00Z,8192,35,4.9937195,64.149217,12.845979,31.098915,89.553634,196.94886,0.41594663,30.395754,0,0,1
D0042976,2025-02-01T08:16:00Z,8192,35,5.0298996,65.200886,12.962661,31.315134,89.44977,199.92608,0.4843054,31.519834,1,0,0
D0042977,2025-02-01T08:24:00Z,8192,35,,,,31.503319,,,,31.33647,0,0,1
D0042978,2025-02-01T08:24:00Z,8192,35,,,,30.896668,,,,29.95437,0,0,1
D0042979,2025-02-01T08:24:00Z,8192,35,,,,31.259413,,,,31.667621,0,0,1
D0042980,2025-02-01T08:24:00Z,8192,35,,,,31.599025,,,,32.025054,0,0,1
D0042981,2025-02-01T08:24:00Z,8192,35,,,,30.824731,,,,31.075128,0,0,1
D0042982,2025-02-01T08:24:00Z,8192,35,4.9718687,64.858138,13.045022,30.821628,89.49307,196.80168,0.21590035,30.552319,0,0,1
D0042983,2025-02-01T08:24:00Z,8192,35,,,,30.940014,,,,30.255737,0,0,1
D0042984,2025-02-01T08:24:00Z,8192,35,4.9447741,64.643934,13.073182,31.24829,89.410669,201.2672,0.31563086,31.427204,0,0,1
D0042985,2025-02-01T08:24:00Z,8192,35,,,,31.431185,,,,31.084837,0,0,1
D0042986,2025-02-01T08:24:00Z,8192,35,4.9848788,64.830156,13.005363,31.085867,89.424318,194.34031,0.25081169,30.761286,0,0,1
D0042987,2025-02-01T08:24:00Z,8192,35,5.1253975,65.601366,12.799274,31.307047,89.522733,205.38204,0.23977544,28.458966,0,0,1
D0042988,2025-02-01T08:24:00Z,8192,35,,,,31.45973,,,,29.565218,0,0,1
D0042989,2025-02-01T08:24:00Z,8192,35,,,,31.24399,,,,28.223609,0,0,1
D0042990,2025-02-01T08:24:00Z,8192,35,,,,30.920045,,,,30.015492,0,0,1
D0042991,2025-02-01T08:24:00Z,8192,35,,,,31.021088,,,,29.718959,0,0,1
D0042992,2025-02-01T08:24:00Z,8192,35,,,,31.447667,,,,30.650312,0,0,1
D0042993,2025-02-01T08:24:00Z,8192,35,,,,30.970084,,,,29.150521,1,0,0
D0042994,2025-02-01T08:24:00Z,8192,35,,,,31.327342,,,,31.953212,0,0,1
D0042995,2025-02-01T08:24:00Z,8192,35,5.1510417,64.660384,12.552875,31.254852,89.433005,200.52391,0.47641801,29.48959,0,0,1
D0042996,2025-02-01T08:24:00Z,8192,35,,,,30.82786,,,,29.567913,0,0,1
D0042997,2025-02-01T08:24:00Z,8192,35,,,,31.182717,,,,30.78344,0,0,1
D0042998,2025-02-01T08:24:00Z,8192,35,,,,31.079878,,,,31.12312,0,0,1
D0042999,2025-02-01T08:24:00Z,8192,35,,,,31.394948,,,,29.90272,0,0,1
D0043000,2025-02-01T08:24:00Z,8192,35,5.125373,65.059624,12.693637,31.490406,89.483211,205.17278,0.43804376,30.577739,0,0,1
D0043001,2025-02-01T08:24:00Z,8192,35,5.0317312,64.920752,12.90227,31.460726,89.563341,198.25902,0.71710806,31.699433,0,0,1
D0043002,2025-02-01T08:24:00Z,8192,35,,,,31.356007,,,,30.775498,0,0,1
D0043003,2025-02-01T08:24:00Z,8192,35,5.1121441,64.45585,12.608379,31.43468,89.53684,194.49248,0.28201466,28.739581,0,0,1
D0043004,2025-02-01T08:24:00Z,8192,35,,,,31.651368,,,,29.80552,0,0,1
D0043005,2025-02-01T08:24:00Z,8192,35,5.0737852,64.887392,12.788754,31.457209,89.448525,197.674,0.29526098,29.626174,0,0,1
D0043006,2025-02-01T08:24:00Z,8192,35,,,,30.981298,,,,29.972603,0,0,1
D0043007,2025-02-01T08:24:00Z,8192,35,,,,31.090979,,,,29.629967,0,0,1
D0043008,2025-02-01T08:24:00Z,8192,35,,,,31.531005,,,,30.468779,0,0,1
D0043009,2025-02-01T08:32:00Z,8192,35,,,,31.542896,,,,30.109648,0,0,1
D0043010,2025-02-01T08:32:00Z,8192,35,,,,30.482714,,,,29.499871,0,0,1
D0043011,2025-02-01T08:32:00Z,8192,35,4.9721298,64.925931,13.057972,31.065938,89.481334,201.47248,0.15008103,30.784338,0,0,1
D0043012,2025-02-01T08:32:00Z,8192,35,,,,31.673688,,,,28.531229,0,0,1
D0043013,2025-02-01T08:32:00Z,8192,35,5.0016007,65.100141,13.015861,32.142463,89.479064,201.38235,0.24290697,30.12155,0,0,1
D0043014,2025-02-01T08:32:00Z,8192,35,5.0140323,64.732694,12.910307,31.534145,89.544557,202.61214,0.30385792,30.348195,0,0,1
D0043015,2025-02-01T08:32:00Z,8192,35,,,,31.856291,,,,30.702402,0,0,1
D0043016,2025-02-01T08:32:00Z,8192,35,,,,31.058898,,,,26.480694,0,0,1
D0043017,2025-02-01T08:32:00Z,8192,35,5.0381686,65.1993,12.941071,31.062693,89.396579,204.36087,0.202198,29.116786,0,0,1
D0043018,2025-02-01T08:32:00Z,8192,35,,,,31.605311,,,,30.504904,0,0,1
D0043019,2025-02-01T08:32:00Z,8192,35,5.0754015,65.252137,12.856547,31.3356,89.574597,206.99405,0.333952,30.354602,0,0,1
D0043020,2025-02-01T08:32:00Z,8192,35,,,,31.256124,,,,29.46639,0,0,1
D0043021,2025-02-01T08:32:00Z,8192,35,,,,31.508623,,,,31.3609,0,0,1
D0043022,2025-02-01T08:32:00Z,8192,35,,,,31.511338,,,,28.962559,0,0,1
D0043023,2025-02-01T08:32:00Z,8192,35,,,,31.271263,,,,29.108093,0,0,1
D0043024,2025-02-01T08:32:00Z,8192,35,4.9985077,65.455496,13.095007,31.172462,89.423316,203.43671,0.3520463,30.23329,0,0,1
D0043025,2025-02-01T08:32:00Z,8192,35,,,,31.633637,,,,30.174224,0,0,1
D0043026,2025-02-01T08:32:00Z,8192,35,,,,31.506501,,,,28.975574,0,0,1
D0043027,2025-02-01T08:32:00Z,8192,35,,,,31.368456,,,,30.520869,0,0,1
D0043028,2025-02-01T08:32:00Z,8192,35,,,,31.556772,,,,29.814745,0,0,1
D0043029,2025-02-01T08:32:00Z,8192,35,,,,30.978611,,,,29.508952,0,0,1
D0043030,2025-02-01T08:32:00Z,8192,35,,,,31.359136,,,,30.666423,0,0,1
D0043031,2025-02-01T08:32:00Z,8192,35,,,,31.249438,,,,29.059115,0,0,1
D0043032,2025-02-01T08:32:00Z,8192,35,,,,31.43894,,,,30.183538,0,0,1
D0043033,2025-02-01T08:32:00Z,8192,35,5.0793595,65.435489,12.882626,31.738189,89.555223,207.23992,0.34602371,28.78058,0,0,1
D0043034,2025-02-01T08:32:00Z,8192,35,,,,31.389574,,,,30.356973,0,0,1
D0043035,2025-02-01T08:32:00Z,8192,35,,,,31.084887,,,,28.577482,0,0,1
D0043036,2025-02-01T08:32:00Z,8192,35,,,,31.348398,,,,30.21963,0,0,1
D0043037,2025-02-01T08:32:00Z,8192,35,,,,31.719726,,,,28.944319,0,0,1
D0043038,2025-02-01T08:32:00Z,8192,35,,,,31.544182,,,,30.233936,0,0,1
D0043039,2025-02-01T08:32:00Z,8192,35,,,,31.551496,,,,32.043927,0,0,1
D0043040,2025-02-01T08:32:00Z,8192,35,,,,31.529997,,,,29.823084,0,0,1
D0043041,2025-02-01T08:40:00Z,8192,35,,,,31.348912,,,,29.691635,0,0,1
D0043042,2025-02-01T08:40:00Z,8192,35,,,,31.104116,,,,30.384388,0,0,1
D0043043,2025-02-01T08:40:00Z,8192,35,5.0013619,64.585755,12.913634,31.503758,89.582178,194.87537,0.34135488,29.88734,0,0,1
D0043044,2025-02-01T08:40:00Z,8192,35,,,,31.235037,,,,31.716245,0,0,1
D0043045,2025-02-01T08:40:00Z,8192,35,,,,31.412508,,,,30.356601,0,0,1
D0043046,2025-02-01T08:40:00Z,8192,35,,,,30.918061,,,,30.743343,0,0,1
D0043047,2025-02-01T08:40:00Z,8192,35,4.9627228,64.945949,13.086757,31.506686,89.49593,203.97261,0.36283169,31.150687,0,0,1
D0043048,2025-02-01T08:40:00Z,8192,35,4.8563973,64.914861,13.366876,31.114815,89.451092,207.47101,0.24316421,32.801015,0,0,1
D0043049,2025-02-01T08:40:00Z,8192,35,,,,31.237301,,,,31.410322,0,0,1
D0043050,2025-02-01T08:40:00Z,8192,35,,,,31.348777,,,,32.004992,0,0,1
D0043051,2025-02-01T08:40:00Z,8192,35,,,,31.216942,,,,30.252915,0,0,1
D0043052,2025-02-01T08:40:00Z,8192,35,,,,30.89345,,,,29.430434,0,0,1
D0043053,2025-02-01T08:40:00Z,8192,35,,,,31.13183,,,,30.195041,0,0,1
D0043054,2025-02-01T08:40:00Z,8192,35,,,,31.411305,,,,30.327163,0,0,1
D0043055,2025-02-01T08:40:00Z,8192,35,,,,31.310018,,,,29.920803,0,0,1
D0043056,2025-02-01T08:40:00Z,8192,35,,,,31.115097,,,,29.06688,0,0,1
D0043057,2025-02-01T08:40:00Z,8192,35,,,,31.082688,,,,29.960155,0,0,1
D0043058,2025-02-01T08:40:00Z,8192,35,5.0583186,65.126161,12.875061,31.173255,89.357945,203.08685,0.53397361,30.025532,0,0,1
D0043059,2025-02-01T08:40:00Z,8192,35,,,,31.404756,,,,28.929715,0,0,1
D0043060,2025-02-01T08:40:00Z,8192,35,,,,31.149109,,,,30.781541,0,0,1
D0043061,2025-02-01T08:40:00Z,8192,35,,,,30.987687,,,,30.262457,0,0,1
D0043062,2025-02-01T08:40:00Z,8192,35,,,,31.325467,,,,29.704316,0,0,1
D0043063,2025-02-01T08:40:00Z,8192,35,,,,31.081716,,,,32.980084,0,0,1
D0043064,2025-02-01T08:40:00Z,8192,35,,,,30.497272,,,,30.383089,0,0,1
D0043065,2025-02-01T08:40:00Z,8192,35,,,,31.314367,,,,30.790492,0,0,1
D0043066,2025-02-01T08:40:00Z,8192,35,,,,30.565861,,,,29.742404,0,0,1
D0043067,2025-02-01T08:40:00Z,8192,35,4.9576672,64.754505,13.061487,31.577638,89.48054,199.50753,0.40046296,32.761062,0,0,1
D0043068,2025-02-01T08:40:00Z,8192,35,,,,31.142318,,,,32.759907,0,0,1
D0043069,2025-02-01T08:40:00Z,8192,35,,,,31.283407,,,,31.474389,0,0,1
D0043070,2025-02-01T08:40:00Z,8192,35,,,,31.550407,,,,29.22908,0,0,1
D0043071,2025-02-01T08:40:00Z,8192,35,4.9235816,65.365518,13.27601,30.956782,89.519975,203.85667,0.41030276,31.705279,0,0,1
D0043072,2025-02-01T08:40:00Z,8192,35,,,,31.355656,,,,29.362949,0,0,1
D0043073,2025-02-01T08:48:00Z,8192,35,,,,32.344238,,,,29.604083,0,0,1
D0043074,2025-02-01T08:48:00Z,8192,35,,,,31.704155,,,,30.142857,1,0,0
D0043075,2025-02-01T08:48:00Z,8192,35,,,,32.221031,,,,31.421073,0,0,1
D0043076,2025-02-01T08:48:00Z,8192,35,,,,32.209813,,,,31.206263,0,0,1
D0043077,2025-02-01T08:48:00Z,8192,35,,,,32.732715,,,,31.117297,0,0,1
D0043078,2025-02-01T08:48:00Z,8192,35,,,,32.136563,,,,30.089838,0,0,1
D0043079,2025-02-01T08:48:00Z,8192,35,,,,32.064449,,,,28.731549,0,0,1
D0043080,2025-02-01T08:48:00Z,8192,35,,,,32.098741,,,,30.723042,0,0,1
D0043081,2025-02-01T08:48:00Z,8192,35,,,,32.271507,,,,30.677123,0,0,1
D0043082,2025-02-01T08:48:00Z,8192,35,,,,31.752192,,,,31.223358,0,0,1
D0043083,2025-02-01T08:48:00Z,8192,35,5.2042491,65.33995,12.555116,32.233217,89.316989,205.10485,0.8796232,28.204855,0,0,1
D0043084,2025-02-01T08:48:00Z,8192,35,,,,32.46554,,,,32.549225,1,0,0
D0043085,2025-02-01T08:48:00Z,8192,35,,,,32.054642,,,,30.38286,0,0,1
D0043086,2025-02-01T08:48:00Z,8192,35,5.1807664,65.173932,12.579979,32.397266,89.374609,205.23152,1.10021,28.430956,1,0,0
D0043087,2025-02-01T08:48:00Z,8192,35,5.175729,66.018651,12.75543,32.112462,89.391298,207.5714,1.0168601,30.34235,0,0,1
D0043088,2025-02-01T08:48:00Z,8192,35,,,,32.207643,,,,30.40013,0,0,1
D0043089,2025-02-01T08:48:00Z,8192,35,5.0560524,65.509867,12.956722,32.541208,89.335742,206.8316,0.60411388,29.867518,0,0,1
D0043090,2025-02-01T08:48:00Z,8192,35,,,,32.585294,,,,29.492938,0,0,1
D0043091,2025-02-01T08:48:00Z,8192,35,5.0988061,65.390766,12.824721,32.099704,89.382533,200.16463,1.1680758,31.372168,0,0,1
D0043092,2025-02-01T08:48:00Z,8192,35,,,,32.132434,,,,29.479666,0,0,1
D0043093,2025-02-01T08:48:00Z,8192,35,,,,32.210828,,,,31.131433,0,0,1
D0043094,2025-02-01T08:48:00Z,8192,35,,,,32.278949,,,,30.054136,0,0,1
D0043095,2025-02-01T08:48:00Z,8192,35,,,,32.284819,,,,29.193981,0,0,1
D0043096,2025-02-01T08:48:00Z,8192,35,5.1971187,65.63263,12.628657,32.732563,89.419537,208.25436,1.1786692,30.023001,0,0,1
D0043097,2025-02-01T08:48:00Z,8192,35,,,,32.040988,,,,31.471092,0,0,1
D0043098,2025-02-01T08:48:00Z,8192,35,,,,32.367135,,,,29.356635,0,0,1
D0043099,2025-02-01T08:48:00Z,8192,35,,,,32.529247,,,,29.264583,0,0,1
D0043100,2025-02-01T08:48:00Z,8192,35,,,,32.126825,,,,29.544379,0,0,1
D0043101,2025-02-01T08:48:00Z,8192,35,,,,31.801376,,,,31.247303,0,0,1
D0043102,2025-02-01T08:48:00Z,8192,35,,,,32.194912,,,,29.582839,0,0,1
D0043103,2025-02-01T08:48:00Z,8192,35,,,,32.116787,,,,31.209654,0,0,1
D0043104,2025-02-01T08:48:00Z,8192,35,,,,32.395556,,,,32.46503,0,0,1
D0043105,2025-02-01T08:56:00Z,8192,35,,,,31.306277,,,,29.384308,0,0,1
D0043106,2025-02-01T08:56:00Z,8192,35,,,,31.50031,,,,31.101417,0,0,1
D0043107,2025-02-01T08:56:00Z,8192,35,5.0266872,64.709325,12.873155,31.420509,89.422549,203.37341,0.37325029,30.284775,0,0,1
D0043108,2025-02-01T08:56:00Z,8192,35,,,,31.775106,,,,29.639642,0,0,1
D0043109,2025-02-01T08:56:00Z,8192,35,,,,31.526664,,,,30.291509,0,0,1
D0043110,2025-02-01T08:56:00Z,8192,35,,,,31.214099,,,,28.627298,0,0,1
D0043111,2025-02-01T08:56:00Z,8192,35,5.0927988,65.089575,12.780708,31.55208,89.519434,201.52891,0.43509216,28.704025,0,0,1
D0043112,2025-02-01T08:56:00Z,8192,35,,,,31.9892,,,,31.163942,0,0,1
D0043113,2025-02-01T08:56:00Z,8192,35,,,,31.380559,,,,29.207364,0,0,1
D0043114,2025-02-01T08:56:00Z,8192,35,,,,30.877388,,,,29.615186,0,0,1
D0043115,2025-02-01T08:56:00Z,8192,35,,,,30.825826,,,,30.104108,0,0,1
D0043116,2025-02-01T08:56:00Z,8192,35,,,,31.426414,,,,29.016866,0,0,1
D0043117,2025-02-01T08:56:00Z,8192,35,,,,31.32911,,,,32.470868,0,0,1
D0043118,2025-02-01T08:56:00Z,8192,35,,,,31.472493,,,,30.498382,0,0,1
D0043119,2025-02-01T08:56:00Z,8192,35,,,,31.250823,,,,30.71127,0,0,1
D0043120,2025-02-01T08:56:00Z,8192,35,5.0400394,65.171128,12.930678,31.136108,89.468198,196.09045,0.23984213,29.379294,0,0,1
D0043121,2025-02-01T08:56:00Z,8192,35,5.0951589,65.659905,12.886724,31.072336,89.401331,200.01052,0.34751712,28.516617,0,0,1
D0043122,2025-02-01T08:56:00Z,8192,35,,,,31.775049,,,,29.765905,0,0,1
D0043123,2025-02-01T08:56:00Z,8192,35,5.0443074,65.582883,13.001365,31.30062,89.404064,198.65485,0.29582473,31.441204,0,0,1
D0043124,2025-02-01T08:56:00Z,8192,35,,,,31.35532,,,,31.7339,0,0,1
D0043125,2025-02-01T08:56:00Z,8192,35,,,,31.50152,,,,28.660668,0,0,1
D0043126,2025-02-01T08:56:00Z,8192,35,5.0467935,64.790269,12.837908,31.509569,89.495989,201.55952,0.26848334,29.826273,0,0,1
D0043127,2025-02-01T08:56:00Z,8192,35,,,,31.294668,,,,29.556208,0,0,1
D0043128,2025-02-01T08:56:00Z,8192,35,5.0061414,65.024945,12.989035,31.43778,89.539832,204.06578,0.44757417,30.812727,0,0,1
D0043129,2025-02-01T08:56:00Z,8192,35,,,,31.289994,,,,31.246766,0,0,1
D0043130,2025-02-01T08:56:00Z,8192,35,,,,31.855968,,,,29.417041,0,0,1
D0043131,2025-02-01T08:56:00Z,8192,35,,,,31.135497,,,,29.181743,0,0,1
D0043132,2025-02-01T08:56:00Z,8192,35,,,,31.560097,,,,29.377143,0,0,1
D0043133,2025-02-01T08:56:00Z,8192,35,,,,31.197899,,,,31.625756,0,0,1
D0043134,2025-02-01T08:56:00Z,8192,35,,,,31.540158,,,,29.453085,0,0,1
D0043135,2025-02-01T08:56:00Z,8192,35,5.1468824,65.335856,12.694258,31.372741,89.4491,201.40146,0.68794181,29.501852,0,0,1
D0043136,2025-02-01T08:56:00Z,8192,35,,,,31.381635,,,,29.813003,0,0,1
D0043137,2025-02-01T09:04:00Z,8192,35,5.1098559,64.579662,12.638255,30.943998,89.566345,195.4477,0.29739922,29.715292,0,0,1
D0043138,2025-02-01T09:04:00Z,8192,35,5.0008876,65.084189,13.014528,31.047271,89.522165,203.87764,0.21042035,29.177487,0,0,1
D0043139,2025-02-01T09:04:00Z,8192,35,,,,31.315612,,,,30.315386,0,0,1
D0043140,2025-02-01T09:04:00Z,8192,35,,,,31.695485,,,,30.09639,0,0,1
D0043141,2025-02-01T09:04:00Z,8192,35,,,,31.331909,,,,28.600587,0,0,1
D0043142,2025-02-01T09:04:00Z,8192,35,,,,31.261156,,,,29.125771,0,0,1
D0043143,2025-02-01T09:04:00Z,8192,35,,,,31.096235,,,,30.692244,0,0,1
D0043144,2025-02-01T09:04:00Z,8192,35,,,,31.174735,,,,29.038874,0,0,1
D0043145,2025-02-01T09:04:00Z,8192,35,5.0499263,65.529061,12.976241,31.170774,89.549125,198.1337,0.20001057,29.549585,0,0,1
D0043146,2025-02-01T09:04:00Z,8192,35,5.0453959,65.923404,13.066052,31.483534,89.574747,198.64083,0.30736429,30.221833,0,0,1
D0043147,2025-02-01T09:04:00Z,8192,35,,,,31.499278,,,,31.181242,0,0,1
D0043148,2025-02-01T09:04:00Z,8192,35,,,,31.507197,,,,29.81134,0,0,1
D0043149,2025-02-01T09:04:00Z,8192,35,,,,31.610331,,,,30.053828,0,0,1
D0043150,2025-02-01T09:04:00Z,8192,35,,,,31.351688,,,,29.418969,0,0,1
D0043151,2025-02-01T09:04:00Z,8192,35,,,,31.394429,,,,28.325041,0,0,1
D0043152,2025-02-01T09:04:00Z,8192,35,,,,31.202039,,,,31.685683,0,0,1
D0043153,2025-02-01T09:04:00Z,8192,35,5.0730886,65.131908,12.838709,31.288758,89.575257,198.26432,0.23612955,29.623012,0,0,1
D0043154,2025-02-01T09:04:00Z,8192,35,5.099225,65.783637,12.900713,31.143948,89.453448,204.72667,0.3770851,29.272288,0,0,1
D0043155,2025-02-01T09:04:00Z,8192,35,,,,31.3068,,,,28.711973,0,0,1
D0043156,2025-02-01T09:04:00Z,8192,35,,,,31.085172,,,,30.170653,0,0,1
D0043157,2025-02-01T09:04:00Z,8192,35,,,,31.59692,,,,29.630825,0,0,1
D0043158,2025-02-01T09:04:00Z,8192,35,,,,31.252627,,,,29.11147,0,0,1
D0043159,2025-02-01T09:04:00Z,8192,35,,,,31.357765,,,,29.936635,0,0,1
D0043160,2025-02-01T09:04:00Z,8192,35,,,,31.333189,,,,30.644008,0,0,1
D0043161,2025-02-01T09:04:00Z,8192,35,,,,31.126047,,,,29.633425,0,0,1
D0043162,2025-02-01T09:04:00Z,8192,35,5.0664666,64.975383,12.824595,31.594575,89.40352,198.77175,0.48179651,29.487341,0,0,1
D0043163,2025-02-01T09:04:00Z,8192,35,,,,31.01156,,,,29.577417,0,0,1
D0043164,2025-02-01T09:04:00Z,8192,35,,,,31.152554,,,,29.135897,0,0,1
D0043165,2025-02-01T09:04:00Z,8192,35,,,,31.160902,,,,28.506941,0,0,1
D0043166,2025-02-01T09:04:00Z,8192,35,,,,31.168714,,,,28.638103,0,0,1
D0043167,2025-02-01T09:04:00Z,8192,35,,,,31.420738,,,,33.098526,0,0,1
D0043168,2025-02-01T09:04:00Z,8192,35,5.0361623,65.554699,13.016796,31.395775,89.434202,199.60163,0.37380088,29.82924,0,0,1
D0043169,2025-02-01T09:12:00Z,8192,35,5.086032,64.989021,12.777942,30.969573,89.479973,206.52594,0.28954099,30.047132,0,0,1
D0043170,2025-02-01T09:12:00Z,8192,35,,,,31.757528,,,,30.252254,0,0,1
D0043171,2025-02-01T09:12:00Z,8192,35,,,,31.848137,,,,29.695933,0,0,1
D0043172,2025-02-01T09:12:00Z,8192,35,5.1376932,65.066084,12.664455,31.502188,89.473063,200.62166,0.49956618,29.20685,0,0,1
D0043173,2025-02-01T09:12:00Z,8192,35,,,,31.633678,,,,29.873356,0,0,1
D0043174,2025-02-01T09:12:00Z,8192,35,,,,31.299287,,,,28.486985,0,0,1
D0043175,2025-02-01T09:12:00Z,8192,35,,,,31.866829,,,,28.769689,0,0,1
D0043176,2025-02-01T09:12:00Z,8192,35,,,,31.30924,,,,28.749342,0,0,1
D0043177,2025-02-01T09:12:00Z,8192,35,,,,31.561786,,,,30.35521,0,0,1
D0043178,2025-02-01T09:12:00Z,8192,35,5.0037751,65.797565,13.149585,31.569854,89.451255,205.02705,0.24738448,31.511578,0,0,1
D0043179,2025-02-01T09:12:00Z,8192,35,,,,31.809366,,,,30.066607,0,0,1
D0043180,2025-02-01T09:12:00Z,8192,35,,,,31.107675,,,,30.16212,0,0,1
D0043181,2025-02-01T09:12:00Z,8192,35,,,,31.405194,,,,30.097785,0,0,1
D0043182,2025-02-01T09:12:00Z,8192,35,4.9929978,65.11996,13.042257,31.359459,89.44221,205.36116,0.64782673,30.468166,0,0,1
D0043183,2025-02-01T09:12:00Z,8192,35,5.0251782,64.960855,12.927075,31.893575,89.394558,203.02462,0.43825567,30.475842,0,0,1
D0043184,2025-02-01T09:12:00Z,8192,35,,,,31.87947,,,,30.031031,0,0,1
D0043185,2025-02-01T09:12:00Z,8192,35,5.0919676,65.11513,12.787813,31.401187,89.400438,197.24959,0.4933732,29.718589,0,0,1
D0043186,2025-02-01T09:12:00Z,8192,35,4.9936256,65.547341,13.126203,31.814771,89.363667,199.84548,0.52795505,31.792697,0,0,1
D0043187,2025-02-01T09:12:00Z,8192,35,,,,31.501875,,,,29.838998,0,0,1
D0043188,2025-02-01T09:12:00Z,8192,35,5.109436,64.964276,12.714569,31.615873,89.461104,207.97419,0.31925714,31.103214,0,0,1
D0043189,2025-02-01T09:12:00Z,8192,35,,,,31.657349,,,,32.797831,0,0,1
D0043190,2025-02-01T09:12:00Z,8192,35,,,,32.000923,,,,29.896085,0,0,1
D0043191,2025-02-01T09:12:00Z,8192,35,,,,31.465478,,,,30.818719,0,0,1
D0043192,2025-02-01T09:12:00Z,8192,35,5.0908366,65.448185,12.856077,31.383541,89.481277,200.70238,0.54103611,30.622781,0,0,1
D0043193,2025-02-01T09:12:00Z,8192,35,,,,31.489195,,,,29.81633,0,0,1
D0043194,2025-02-01T09:12:00Z,8192,35,,,,31.334085,,,,30.47878,1,0,0
D0043195,2025-02-01T09:12:00Z,8192,35,5.1721579,66.181533,12.79573,31.693889,89.371486,202.61526,0.16810867,29.205244,0,0,1
D0043196,2025-02-01T09:12:00Z,8192,35,,,,31.754142,,,,32.431423,0,0,1
D0043197,2025-02-01T09:12:00Z,8192,35,,,,31.885941,,,,30.914542,0,0,1
D0043198,2025-02-01T09:12:00Z,8192,35,5.0660034,65.246794,12.879343,31.351776,89.402952,202.61337,0.34280711,30.17779,0,0,1
D0043199,2025-02-01T09:12:00Z,8192,35,,,,31.790887,,,,29.860777,0,0,1
D0043200,2025-02-01T09:12:00Z,8192,35,5.0555039,65.571391,12.970298,32.135735,89.44008,202.83507,0.35802316,30.70049,0,0,1
D0043201,2025-02-01T18:00:00Z,8192,35,,,,51.728187,,,,48.935564,0,0,1
D0043202,2025-02-01T18:00:00Z,8192,35,,,,51.538412,,,,47.615832,0,0,1
D0043203,2025-02-01T18:00:00Z,8192,35,,,,51.316556,,,,51.399215,0,0,1
