stack_id,lot_id,split,product_generation,stack_layer_count,capacity_gb,packaging_route,assembly_tool_id,emc_batch_id,base_die_id,assembly_start_time_utc,reflow_start_time_utc,assembly_end_time_utc,feature_available_time_utc,stack_height_um,mold_cap_thickness_um,inter_die_gap_mean_um,max_alignment_offset_um,cumulative_die_shift_um,emc_viscosity_pa_s,molding_pressure_mpa,molding_vacuum_absolute_kpa,reflow_peak_temperature_c,time_above_liquidus_sec,heating_rate_c_sec,cure_temperature_c,cure_duration_min,underfill_void_pct,delamination_area_pct,package_warpage_um,stacks_since_tool_service,inspection_sampled
S000697,L0009,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000777,2025-01-11T10:20:00Z,2025-01-11T10:25:00Z,2025-01-11T12:00:00Z,2025-01-11T14:00:00Z,608.94646,29.881213,12.963088,0.61146054,1.4649555,7.92766,6.7443901,2.200708,244.40353,55.148626,1.3920555,175.06556,61.032262,0.45210792,0.11731069,11.252719,62,1
S000698,L0009,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000778,2025-01-11T10:30:00Z,2025-01-11T10:35:00Z,2025-01-11T12:10:00Z,2025-01-11T14:10:00Z,609.93653,31.043157,12.918503,0.45491016,1.782579,7.8128595,7.1701915,2.2914765,244.57897,55.065128,1.384015,174.20212,59.98604,0.16208893,0.25806148,13.144982,63,1
S000699,L0009,train,HBM3E,12,36,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000779,2025-01-11T10:40:00Z,2025-01-11T10:45:00Z,2025-01-11T12:20:00Z,2025-01-11T14:20:00Z,608.14618,30.406255,12.97607,0.60050039,1.8393603,8.8519676,7.1355227,3.4472792,247.18566,56.750709,1.4212551,176.54368,59.774333,0.62399514,0.11300292,13.928366,64,1
S000700,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000789,2025-01-11T12:00:00Z,2025-01-11T12:05:00Z,2025-01-11T13:40:00Z,2025-01-11T15:40:00Z,614.27415,30.029484,14.993771,0.43117763,0.23871735,8.3616139,7.3317243,3.2664816,245.20127,54.047013,1.4598254,173.37696,59.054101,0.26863213,0.038970576,9.3080073,75,1
S000701,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000790,2025-01-11T12:10:00Z,2025-01-11T12:15:00Z,2025-01-11T13:50:00Z,2025-01-11T15:50:00Z,616.73748,29.53609,15.113604,0.31448149,0.68995948,6.7074569,6.5902782,1.8962651,242.67701,51.440945,1.576968,173.19751,60.419144,0.11705927,0.043055746,9.4566914,76,1
S000702,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000791,2025-01-11T12:20:00Z,2025-01-11T12:25:00Z,2025-01-11T14:00:00Z,2025-01-11T16:00:00Z,614.2155,29.214964,14.991381,0.43084507,0.25599246,8.0178231,6.8521011,2.1251738,246.52709,55.533587,1.6826954,174.72524,60.819779,0.14542912,0.047024356,10.121073,77,1
S000703,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000792,2025-01-11T12:30:00Z,2025-01-11T12:35:00Z,2025-01-11T14:10:00Z,2025-01-11T16:10:00Z,615.5144,29.546612,15.053769,0.61612743,0.69527827,8.5738663,7.114505,3.1467702,246.33337,54.671175,1.4744243,175.14555,58.970447,0.177412,0.08512565,13.649314,78,1
S000704,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000793,2025-01-11T12:40:00Z,2025-01-11T12:45:00Z,2025-01-11T14:20:00Z,2025-01-11T16:20:00Z,613.47268,29.99357,14.933118,0.47774806,1.5000957,6.7810499,6.9940095,2.4842556,246.54912,59.942941,1.4399841,174.68689,58.890306,0.17229568,0.057781666,10.73865,79,1
S000705,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000794,2025-01-11T12:50:00Z,2025-01-11T12:55:00Z,2025-01-11T14:30:00Z,2025-01-11T16:30:00Z,616.38677,30.213455,15.029622,0.73657829,0.32226315,7.7069093,7.3009734,3.8069719,246.67535,56.96916,1.5123951,177.74339,60.41019,0.54912648,0.21751444,10.757577,80,1
S000706,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000795,2025-01-11T13:00:00Z,2025-01-11T13:05:00Z,2025-01-11T14:40:00Z,2025-01-11T16:40:00Z,614.29486,30.192626,14.990275,0.37320166,0.59248948,8.5791615,6.8987624,2.190951,242.73588,58.794968,1.5511028,174.02485,60.382838,0.15890191,0.064246637,11.026228,81,1
S000707,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000796,2025-01-11T13:10:00Z,2025-01-11T13:15:00Z,2025-01-11T14:50:00Z,2025-01-11T16:50:00Z,617.7862,29.979801,14.971678,0.59033275,0.87132975,7.0023792,6.955192,2.2442136,244.30962,56.305464,1.5477744,174.25081,64.20473,0.073924409,0.04991372,9.9509059,82,1
S000708,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000797,2025-01-11T13:20:00Z,2025-01-11T13:25:00Z,2025-01-11T15:00:00Z,2025-01-11T17:00:00Z,613.05194,28.707437,14.96907,0.62338075,1.1814091,8.407714,7.206381,2.0573906,241.14411,59.408457,1.5386056,174.99043,60.193882,0.15119209,0.057971297,11.007347,83,1
S000709,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000798,2025-01-11T13:30:00Z,2025-01-11T13:35:00Z,2025-01-11T15:10:00Z,2025-01-11T17:10:00Z,614.02049,29.471934,14.953505,0.36905814,0.21695419,9.1474696,7.2022208,3.1494305,243.0829,56.420049,1.6872214,174.22902,59.095007,0.2978009,0.074234088,11.309346,84,1
S000710,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000799,2025-01-11T13:40:00Z,2025-01-11T13:45:00Z,2025-01-11T15:20:00Z,2025-01-11T17:20:00Z,613.95672,30.365766,14.978021,0.49686164,0.60312845,7.6176786,6.8384031,2.1937806,247.21006,52.506001,1.4435915,174.2687,56.079068,0.10042521,0.095241226,11.666851,85,1
S000711,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000800,2025-01-11T13:50:00Z,2025-01-11T13:55:00Z,2025-01-11T15:30:00Z,2025-01-11T17:30:00Z,612.53313,29.483731,14.902236,0.60818561,0.86894931,8.9615195,7.3484385,2.9746413,245.88989,55.386943,1.5575819,174.68146,61.139447,0.56004445,0.1317816,13.618212,86,1
S000712,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000801,2025-01-11T14:00:00Z,2025-01-11T14:05:00Z,2025-01-11T15:40:00Z,2025-01-11T17:40:00Z,614.84741,29.882521,15.02644,0.44668812,0.12711853,8.274427,6.7010147,2.7810414,243.06064,57.241068,1.5580779,175.81993,61.187015,0.42226713,0.047699865,10.766575,87,1
S000713,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000802,2025-01-11T14:10:00Z,2025-01-11T14:15:00Z,2025-01-11T15:50:00Z,2025-01-11T17:50:00Z,614.74431,29.638055,14.839803,0.86310833,0.87930348,6.9554706,6.8558858,1.7997136,243.73513,52.959494,1.4461998,173.52849,57.958217,0.096604002,0.030347631,8.4505439,88,1
S000714,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000803,2025-01-11T14:20:00Z,2025-01-11T14:25:00Z,2025-01-11T16:00:00Z,2025-01-11T18:00:00Z,616.20561,30.12005,14.99084,0.69822358,0.72422814,8.1198293,6.7849242,2.4982137,247.67185,56.33358,1.4762188,174.03236,60.847984,0.20577482,0.051940541,8.5332882,89,1
S000715,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000804,2025-01-11T14:30:00Z,2025-01-11T14:35:00Z,2025-01-11T16:10:00Z,2025-01-11T18:10:00Z,615.90058,30.336762,15.039732,0.42648472,0.99167858,8.5302586,7.0828153,2.9291187,243.78742,50.424734,1.6144436,176.69429,58.562108,0.2468099,0.18438324,13.219311,90,1
S000716,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000805,2025-01-11T14:40:00Z,2025-01-11T14:45:00Z,2025-01-11T16:20:00Z,2025-01-11T18:20:00Z,613.71203,28.658573,14.821239,0.72204885,0.87114706,8.0637552,7.2545183,2.353525,243.89228,56.430446,1.5421286,174.14438,58.850457,0.22948775,0.065522917,10.593263,91,1
S000717,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000806,2025-01-11T14:50:00Z,2025-01-11T14:55:00Z,2025-01-11T16:30:00Z,2025-01-11T18:30:00Z,615.39295,30.805822,14.970662,0.76393344,1.1634188,8.6631281,7.6600393,2.9154334,246.30113,59.275051,1.4735176,175.58846,56.836835,0.343067,0.17042816,12.858541,92,1
S000718,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000807,2025-01-11T15:00:00Z,2025-01-11T15:05:00Z,2025-01-11T16:40:00Z,2025-01-11T18:40:00Z,614.40297,29.988005,14.964169,0.52207789,1.2667471,7.5803985,7.0627171,2.4642529,246.91553,56.51711,1.4662943,175.42448,53.316779,0.23417032,0.20698882,13.195146,93,1
S000719,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000808,2025-01-11T15:10:00Z,2025-01-11T15:15:00Z,2025-01-11T16:50:00Z,2025-01-11T18:50:00Z,616.40737,29.722471,14.964636,0.45709063,0.65029517,8.2700341,7.0535996,2.4989443,242.89146,56.604031,1.486031,176.10179,59.769899,0.14634211,0.079238779,10.798427,94,1
S000720,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000809,2025-01-11T15:20:00Z,2025-01-11T15:25:00Z,2025-01-11T17:00:00Z,2025-01-11T19:00:00Z,615.63898,30.036865,15.028503,0.42771431,0.39030704,8.4518134,7.0956655,2.7101032,246.75825,56.686339,1.4356264,174.59074,59.394499,0.31049479,0.079601286,10.679812,95,1
S000721,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000810,2025-01-11T15:30:00Z,2025-01-11T15:35:00Z,2025-01-11T17:10:00Z,2025-01-11T19:10:00Z,615.13895,30.62433,14.9844,0.55895523,0.40382141,7.2820672,7.0049352,3.2992854,246.56299,60.814738,1.3794379,176.69862,58.048574,0.062357262,0.061623395,12.268958,96,1
S000722,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000811,2025-01-11T15:40:00Z,2025-01-11T15:45:00Z,2025-01-11T17:20:00Z,2025-01-11T19:20:00Z,615.89752,30.376509,15.025785,0.48627814,1.2491245,7.5916655,6.9348226,2.7446005,246.81305,55.71672,1.5656635,175.91591,64.625388,0.2108937,0.13384515,11.290347,97,1
S000723,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000812,2025-01-11T15:50:00Z,2025-01-11T15:55:00Z,2025-01-11T17:30:00Z,2025-01-11T19:30:00Z,615.29824,30.512431,15.094628,0.5311501,0.34343021,9.5899105,7.7171995,3.5773222,249.38705,55.385778,1.5339043,177.03239,58.954472,0.28489241,0.13839095,13.331717,98,1
S000724,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000813,2025-01-11T16:00:00Z,2025-01-11T16:05:00Z,2025-01-11T17:40:00Z,2025-01-11T19:40:00Z,615.50195,29.655531,14.981119,0.44709676,0.48071955,8.47768,7.1497917,2.022968,246.2435,58.405562,1.4987951,174.24066,63.326166,0.21722968,0.092285809,9.437579,99,1
S000725,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000814,2025-01-11T16:10:00Z,2025-01-11T16:15:00Z,2025-01-11T17:50:00Z,2025-01-11T19:50:00Z,615.19594,30.298789,14.990693,0.327624,0.95016075,7.2959548,6.6089049,2.4571124,245.01058,48.244575,1.5417545,176.24459,59.929306,0.094004259,0.02794421,8.8163535,100,1
S000726,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000815,2025-01-11T16:20:00Z,2025-01-11T16:25:00Z,2025-01-11T18:00:00Z,2025-01-11T20:00:00Z,613.89282,30.048138,14.907672,0.30296085,0.4007804,7.6429805,6.6621441,2.2067013,242.38157,54.193111,1.6218305,175.83322,58.576976,0.30308818,0.11539903,9.1227948,101,1
S000727,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000816,2025-01-11T16:30:00Z,2025-01-11T16:35:00Z,2025-01-11T18:10:00Z,2025-01-11T20:10:00Z,616.04518,30.381783,14.990135,0.52399231,1.0981491,7.9789611,6.9689022,2.9266455,244.0014,55.593303,1.4148066,176.35182,60.178963,0.36910546,0.098076668,13.875399,102,1
S000728,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000817,2025-01-11T16:40:00Z,2025-01-11T16:45:00Z,2025-01-11T18:20:00Z,2025-01-11T20:20:00Z,614.5346,29.606983,15.006256,0.57572262,0.51302141,7.824761,6.8791427,2.8233219,245.62427,51.659211,1.6652203,174.58916,61.606575,0.26645797,0.10285027,9.8010237,103,1
S000729,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000818,2025-01-11T16:50:00Z,2025-01-11T16:55:00Z,2025-01-11T18:30:00Z,2025-01-11T20:30:00Z,614.25354,29.391529,14.973818,0.72097439,2.8978601,8.245597,7.1404129,3.2138478,248.12565,57.635292,1.4975498,175.74127,60.866943,0.28052313,0.086195163,11.455943,104,1
S000730,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000819,2025-01-11T17:00:00Z,2025-01-11T17:05:00Z,2025-01-11T18:40:00Z,2025-01-11T20:40:00Z,613.76997,29.290131,14.878726,0.54063759,1.3803589,8.4231078,7.2524385,2.5498431,245.67762,52.069398,1.3940622,175.6842,60.568234,0.26532842,0.1618331,11.550223,105,1
S000731,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000820,2025-01-11T17:10:00Z,2025-01-11T17:15:00Z,2025-01-11T18:50:00Z,2025-01-11T20:50:00Z,612.69016,29.723311,14.841842,0.43094566,1.4526856,7.6206006,6.7893022,2.7336621,242.98065,54.138258,1.5951228,176.632,59.405408,0.13739585,0.17715657,12.37807,106,1
S000732,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000821,2025-01-11T17:20:00Z,2025-01-11T17:25:00Z,2025-01-11T19:00:00Z,2025-01-11T21:00:00Z,614.85189,28.995833,14.942388,0.54494917,0.27886406,7.394463,7.1886848,2.8780819,245.64914,57.081187,1.4795364,174.98757,61.053993,0.18718358,0.11052116,10.351082,107,1
S000733,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000822,2025-01-11T17:30:00Z,2025-01-11T17:35:00Z,2025-01-11T19:10:00Z,2025-01-11T21:10:00Z,616.4203,30.076571,15.011379,0.53446513,1.3781443,7.8285026,7.1744475,2.7631556,248.05433,57.337984,1.4788651,175.17685,60.201991,0.27949955,0.14586853,11.174162,108,1
S000734,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000823,2025-01-11T17:40:00Z,2025-01-11T17:45:00Z,2025-01-11T19:20:00Z,2025-01-11T21:20:00Z,617.06347,29.994157,14.937868,0.47065066,0.23720339,7.6325494,7.089737,2.7115111,244.0319,57.041494,1.57276,176.28736,60.491956,0.11252337,0.028090239,9.5833785,109,1
S000735,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000824,2025-01-11T17:50:00Z,2025-01-11T17:55:00Z,2025-01-11T19:30:00Z,2025-01-11T21:30:00Z,617.39184,30.242057,15.066112,0.6537667,1.2467326,9.9646662,7.3811652,3.1125888,247.26363,54.698967,1.4846501,176.38215,64.437631,0.86409318,0.24464511,12.585288,110,1
S000736,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000825,2025-01-11T18:00:00Z,2025-01-11T18:05:00Z,2025-01-11T19:40:00Z,2025-01-11T21:40:00Z,614.56203,29.179563,15.070513,0.31774488,0.55645612,6.9661687,6.891704,2.1622411,245.98494,59.207305,1.4907893,175.43086,59.821907,0.2406372,0.038200552,8.8938664,111,1
S000737,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000826,2025-01-11T18:10:00Z,2025-01-11T18:15:00Z,2025-01-11T19:50:00Z,2025-01-11T21:50:00Z,614.95226,30.290401,14.903415,0.48265093,0.5481911,7.3129163,6.5611657,2.4827265,248.98006,53.209387,1.4397722,173.94934,59.545234,0.06364434,0.11871973,11.906532,112,1
S000738,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000827,2025-01-11T18:20:00Z,2025-01-11T18:25:00Z,2025-01-11T20:00:00Z,2025-01-11T22:00:00Z,615.51465,30.833179,15.002885,0.47340671,0.52012953,8.3789551,6.9258707,2.3597199,246.28575,53.568309,1.5471915,175.4283,57.698781,0.22717232,0.10532816,11.004208,113,1
S000739,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000828,2025-01-11T18:30:00Z,2025-01-11T18:35:00Z,2025-01-11T20:10:00Z,2025-01-11T22:10:00Z,615.78395,30.183066,15.001682,0.62887251,1.8922433,8.4231307,6.7185403,3.1471928,245.66003,54.880744,1.5855069,176.68973,62.400151,0.21080566,0.18598345,15.354821,114,1
S000740,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000829,2025-01-11T18:40:00Z,2025-01-11T18:45:00Z,2025-01-11T20:20:00Z,2025-01-11T22:20:00Z,613.65774,30.178933,14.916991,0.41482277,0.20366187,6.9403207,6.7999658,2.5170778,243.9441,53.518934,1.6054854,173.31311,59.536427,0.082796889,0.056646468,9.978343,115,1
S000741,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000830,2025-01-11T18:50:00Z,2025-01-11T18:55:00Z,2025-01-11T20:30:00Z,2025-01-11T22:30:00Z,615.55013,29.332483,15.011171,0.66107576,2.2440001,9.2475721,7.3230819,3.4213726,249.60732,61.730528,1.5421861,176.88423,62.435891,0.29332614,0.15868343,15.339502,116,1
S000742,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000831,2025-01-11T19:00:00Z,2025-01-11T19:05:00Z,2025-01-11T20:40:00Z,2025-01-11T22:40:00Z,613.65197,31.174613,14.826006,0.33113579,0.7141083,7.9536133,7.340292,2.8452364,247.22048,51.954325,1.5649518,174.87132,61.135734,0.30474804,0.057520151,11.175041,117,1
S000743,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000832,2025-01-11T19:10:00Z,2025-01-11T19:15:00Z,2025-01-11T20:50:00Z,2025-01-11T22:50:00Z,615.73444,30.170053,15.012653,0.59580584,1.7308369,6.7999992,6.8661105,2.3363061,244.93026,52.156707,1.6137262,173.83877,63.210994,0.15869665,0.070940326,9.3268562,118,1
S000744,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000833,2025-01-11T19:20:00Z,2025-01-11T19:25:00Z,2025-01-11T21:00:00Z,2025-01-11T23:00:00Z,617.37908,29.158691,14.999016,0.39048687,1.3237702,7.8592464,7.1279273,1.8619647,245.38007,56.793466,1.5565001,175.16545,60.803437,0.13156974,0.074409412,10.955657,119,1
S000745,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000834,2025-01-11T19:30:00Z,2025-01-11T19:35:00Z,2025-01-11T21:10:00Z,2025-01-11T23:10:00Z,614.31188,30.069796,14.874681,0.43384364,0.6445333,7.8989268,7.0202352,2.4611717,247.189,58.660123,1.5440763,176.25505,64.219576,0.15727739,0.13427215,10.616346,120,1
S000746,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000835,2025-01-11T19:40:00Z,2025-01-11T19:45:00Z,2025-01-11T21:20:00Z,2025-01-11T23:20:00Z,616.35574,29.859678,14.929781,0.59984109,0.3676982,8.9213599,6.9090181,2.2373642,242.33427,54.153927,1.6272424,173.75834,61.900616,0.085041288,0.028597839,6.9524877,121,1
S000747,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000836,2025-01-11T19:50:00Z,2025-01-11T19:55:00Z,2025-01-11T21:30:00Z,2025-01-11T23:30:00Z,614.79938,29.925547,15.072359,0.39651849,0.86605305,8.8437612,7.3371297,4.2089835,245.51942,53.133133,1.4621242,177.42903,55.577158,0.42089431,0.11703914,10.912896,122,1
S000748,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000837,2025-01-11T20:00:00Z,2025-01-11T20:05:00Z,2025-01-11T21:40:00Z,2025-01-11T23:40:00Z,615.51482,30.419246,15.043027,0.55350988,1.0025846,8.656539,7.4101137,2.4820419,246.15195,53.661086,1.5279279,177.17002,61.888522,0.1906599,0.099355513,13.974959,123,1
S000749,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000838,2025-01-11T20:10:00Z,2025-01-11T20:15:00Z,2025-01-11T21:50:00Z,2025-01-11T23:50:00Z,613.79975,29.792339,14.945256,0.56464588,1.4920012,7.6267239,7.0154578,2.1510108,243.8388,59.274105,1.4887322,175.43068,57.082954,0.11291631,0.17467818,10.926096,124,1
S000750,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000839,2025-01-11T20:20:00Z,2025-01-11T20:25:00Z,2025-01-11T22:00:00Z,2025-01-12T00:00:00Z,614.56275,30.331653,14.968313,0.68816718,2.4389368,10.142563,7.0064186,3.3291073,247.68735,64.16757,1.4956977,174.75047,57.389193,0.47068509,0.34749629,14.613338,125,1
S000751,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000840,2025-01-11T20:30:00Z,2025-01-11T20:35:00Z,2025-01-11T22:10:00Z,2025-01-12T00:10:00Z,612.87019,29.692619,15.000589,0.8310889,1.9835652,8.2914679,7.3359039,2.9543692,245.49392,52.793822,1.4809734,176.95055,59.519306,0.27847196,0.11813599,12.127379,126,1
S000752,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000841,2025-01-11T20:40:00Z,2025-01-11T20:45:00Z,2025-01-11T22:20:00Z,2025-01-12T00:20:00Z,615.75805,29.305427,14.98534,0.67437795,0.33939393,7.8461332,6.8978685,2.5904619,244.45566,52.64305,1.5099223,176.50613,59.104494,0.099338621,0.031229938,7.88479,127,1
S000753,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000842,2025-01-11T20:50:00Z,2025-01-11T20:55:00Z,2025-01-11T22:30:00Z,2025-01-12T00:30:00Z,613.43731,29.789984,14.865443,0.50882977,1.9610015,8.8694642,7.3225532,3.7428775,245.97887,58.576192,1.4671144,176.51505,57.066714,0.36611183,0.24067628,13.688438,128,1
S000754,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000843,2025-01-11T21:00:00Z,2025-01-11T21:05:00Z,2025-01-11T22:40:00Z,2025-01-12T00:40:00Z,612.45177,29.849467,14.821972,0.55087915,0.96516344,7.2992802,7.1351429,3.1476727,246.15985,57.159179,1.3283401,176.93932,59.101102,0.20581134,0.19689303,13.097042,129,1
S000755,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000844,2025-01-11T21:10:00Z,2025-01-11T21:15:00Z,2025-01-11T22:50:00Z,2025-01-12T00:50:00Z,615.18699,29.500105,14.9606,0.72635462,1.8769104,8.5607337,7.4640223,4.0401487,245.85657,52.552039,1.5911888,176.83424,59.110254,0.34093522,0.10725184,13.698283,130,1
S000756,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T06,EMC003,B0000845,2025-01-11T21:20:00Z,2025-01-11T21:25:00Z,2025-01-11T23:00:00Z,2025-01-12T01:00:00Z,613.71319,30.451734,14.844292,0.62644583,1.2334941,6.6520341,6.9163371,2.8636605,246.69839,56.256185,1.5122611,173.24186,63.445659,0.16100238,0.094400348,8.2470203,131,1
S000757,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T01,EMC003,B0000846,2025-01-11T21:30:00Z,2025-01-11T21:35:00Z,2025-01-11T23:10:00Z,2025-01-12T01:10:00Z,614.60046,30.303558,14.951484,0.56557601,1.111706,8.4262046,6.7994632,2.9740453,246.69403,64.136101,1.4653633,175.85504,62.506256,0.28567671,0.039794606,12.599285,132,1
S000758,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T02,EMC003,B0000847,2025-01-11T21:40:00Z,2025-01-11T21:45:00Z,2025-01-11T23:20:00Z,2025-01-12T01:20:00Z,617.75236,30.206692,15.067313,0.3932718,1.4260015,6.8308828,7.2176071,2.4208693,242.99893,51.803767,1.562477,173.61266,63.649587,0.0698064,0.21544788,9.8515735,133,1
S000759,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T03,EMC003,B0000848,2025-01-11T21:50:00Z,2025-01-11T21:55:00Z,2025-01-11T23:30:00Z,2025-01-12T01:30:00Z,616.15436,30.12082,14.958337,0.46717624,0.956253,8.0048003,7.2613489,3.3590782,248.7922,53.281624,1.5215984,175.61841,62.349964,0.19138993,0.15234366,13.512743,134,1
S000760,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T04,EMC003,B0000849,2025-01-11T22:00:00Z,2025-01-11T22:05:00Z,2025-01-11T23:40:00Z,2025-01-12T01:40:00Z,613.83174,29.132241,14.964733,0.71648949,2.9215705,8.9257618,7.3590499,4.3213091,247.47266,54.691096,1.5740371,177.59863,56.414182,0.71696069,0.23875047,12.866064,135,1
S000761,L0010,train,HBM3E,8,24,Advanced_MR_MUF_inspired,ASSEMBLY_T05,EMC003,B0000850,2025-01-11T22:10:00Z,2025-01-11T22:15:00Z,2025-01-11T23:50:00Z,2025-01-12T01:50:00Z,614.8422,30.535624,14.932868,0.40066221,0.13621608,7.5254363,6.5970606,2.8019853,245.90801,56.462707,1.4575356,175.5126,58.71198,0.1839514,0.071374781,8.0870382,136,1
